CODE_CBNA	MATURITY	LONGEVITY	HEIGHT	WOODY	LHIST	DISPERSAL	LIGHT	LIGHT_TOLERANCE	NITROGEN	NITROGEN_TOLERANCE	MOISTURE	GRAZ_MOW_TOLERANCE	PALATABILITY
5464	2	4	37.5	Herbaceous	Chamaephyte_H	2	5	1	1.5	1	1	1	
5466			50	Herbaceous	Chamaephyte_H	2	3	2	2.5	1	2	1	
5468				Herbaceous	Therophyte		4	1	3	1	2		
5469			20	Herbaceous	Therophyte	1			1				
5473			11	Herbaceous	Chamaephyte_H	1	3	1	1.5	1	3.5		
5479		8	12	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	1.5	1	1.5		
5482			18	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	2		
5490		8	12	Herbaceous	Geophyte_Hemicryptophyte	1	5	1	1	1	2	2	
5498			28	unknown		1			1				
5499			8	Herbaceous	Chamaephyte_H		4	1	2	1	2		
5500		5	12	Herbaceous	Chamaephyte_H		4	1	2	1	2		
5502				Herbaceous	Geophyte_Hemicryptophyte		3	1	3	1	2.5	1	
5503		6	50	Herbaceous	Geophyte_Hemicryptophyte	2	5	1	2	1	2.5	2	
5504			33	Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2.5	2	
5507			20	Herbaceous	Geophyte_Hemicryptophyte	7	5	1	2	1	2.5	1	
5512	3	20	15	Herbaceous	Geophyte_Hemicryptophyte	7	4	2	2	1	2.5	2	4
5514	2		29	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2.5	1	2.5	2	
5517	1		23	Herbaceous	Therophyte	1	3	1	4	1	3		
5524				Herbaceous	Therophyte		4	1	2	1	1.5		
5526			11.5	Herbaceous	Therophyte	1	4	1	1.5	1	1.5		
5547				Herbaceous	Therophyte		4	1	3	1	3.5		
5549		4	13	Herbaceous	Chamaephyte_H		4	2	2.5	1	3.5		
5554			12	Herbaceous	Chamaephyte_H	7	4	1	3	1	1.5	4	
5562			7	Herbaceous	Therophyte		4	1	2	1	4		
5564			25	Herbaceous	Geophyte_Hemicryptophyte	1	3	1	2.5	1	4	2	
5571			30	Herbaceous	Geophyte_Hemicryptophyte	4	3	1	2.5	1	3	2	
5572			25	Herbaceous	Chamaephyte_H	2	2	1	3	1	3		
5573	1		23	Herbaceous	Therophyte	7	3	1	4	1	3	4	
5579			48	unknown	Geophyte_Hemicryptophyte		3	1	4	1	3.5	4	
5580	1		33	Herbaceous	Geophyte_Hemicryptophyte	1	2	1	4	1	3.5	1	
5582			15	Herbaceous	Geophyte_Hemicryptophyte	1	2	1	4	1	3.5		4
5583				Herbaceous	Geophyte_Hemicryptophyte		2	1	4	1	3.5		
5584			10	Herbaceous	Therophyte	7	3	1	4	1	2	4	
5585			20	Herbaceous	Geophyte_Hemicryptophyte	1	3	1	3	1	4	3	
5593		1	45	Herbaceous	Therophyte	2	4	1	2.5	1	1.5		
5598			10	Herbaceous	Therophyte	1	5	2	2	2	1.5		
5605			200	Frutescent	Chamaephyte_S	6	3	2	3	1	3.5		
5608			200	Frutescent	Chamaephyte_S	6	3	2	3	1	3.5		
5611				Herbaceous		6	3	1	4	1	5		
5615				Herbaceous		6	3	1	4	1	5		
5627			67	unknown									
5631			52.5	Herbaceous	Therophyte	2	4	1	4	1	2.5		
5637				Herbaceous	Therophyte		4	1	4	1	2.5		
5640	1		48	Herbaceous	Therophyte	7	4	1	4	1	2.5		
5645			55	Herbaceous	Therophyte	7	4	1	4	1	3		
5650			38	Herbaceous	Therophyte	7	5	1	4	1	2		
5651				Herbaceous	Therophyte		4	1	4	1	2.5		
5653				Herbaceous	Therophyte		5	1	3	1	1.5		
5658			50	Herbaceous	Therophyte		5	1	1.5	1	1		
5659		20		unknown	Chamaephyte_H		5	1	4	1	1		
5660				Herbaceous	Therophyte		4	1	3	1	1.5		
5667				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	3		
5672		1	25	Herbaceous	Therophyte		4	1	5	1	2.5		
5674			30	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	5	1	2.5		
5678	0.5		50	Herbaceous	Therophyte	7	4	1	4	1	2		
5683			53	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	4	1	2		
5687	2.5	5	40	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	5	1	2	3	4
5689			40	Herbaceous	Therophyte	7	4	1	4	1	1		
5692				Herbaceous	Therophyte		5	1	5	1	3		
5693			60	Herbaceous	Therophyte	7	4	1	4	1	3.5		
5696			28	Herbaceous	Therophyte	7	4	1	5	1	3.5		
5698			49	Herbaceous	Therophyte	7	4	1	4	1	3		
5704			43.5	Herbaceous	Therophyte	7	4	1	4	1	2		
5707			47.5	Herbaceous	Therophyte	7	4	1	4	1	3.5		
5708				Herbaceous	Therophyte		4	1	4	1	2.5		
5710			51	Herbaceous	Therophyte	7	4	1	5	1	3.5		
5716				Herbaceous	Therophyte		4	1	4	1	2		
5719				Herbaceous	Therophyte		4	1	4	1	2.5		
5721			50	Herbaceous	Therophyte	7	4	1	4.5	1	2.5		
5723			16.5	Herbaceous	Therophyte	7	4	1	5	1	2		
5725				Herbaceous	Therophyte		4	1	2.5	1	1.5		
5740				Herbaceous	Therophyte		4	1	3	1	1		
5742			9	Herbaceous	Therophyte	6	4	1	3	1	1		
5781			20	Herbaceous	Therophyte	1			3				
5792				Herbaceous	Therophyte		5	1	4	1	3		
5804			72	Frutescent	Chamaephyte_S	2	5	1	2	1	1.5		
5824			70	Frutescent	Chamaephyte_S	2							
5826				unknown					2				
5830			60	Frutescent	Chamaephyte_S		5	1	2	1	1.5		
5840		15	54	Frutescent	Chamaephyte_S	2	4	1	2	1	1		
5853		20	15	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	1	1	
5856			15	Suffrutescent	Chamaephyte_S	1			1				
5861	3	23	9	Suffrutescent	Chamaephyte_S	2	4	1	1.5	1	1	1	
5863			13	Frutescent	Chamaephyte_S	1	5	1	2	1	1	1	
5883	2	6	9	Suffrutescent	Chamaephyte_S	6	4	1	1	1	1		
5907			17	Suffrutescent	Chamaephyte_S	6	5	1	1.5	1	1		
5917				unknown	Chamaephyte_H		5	1	2	1	1.5		
5924	6	55	8	Suffrutescent	Chamaephyte_S		4	1	2	1	2	2	4
5937	6	38	10	Suffrutescent	Chamaephyte_S	6	5	2	2	2	2	2	4
5940		42	10	Suffrutescent	Chamaephyte_S	6	4	1	1	1	1	2	
5941		32.5	6.5	Suffrutescent	Chamaephyte_S	6	5	1	2	1		2	
5960			9	Herbaceous	Therophyte	1	4	1	1.5	1	1		
5979		2	9	Herbaceous	Therophyte	6	4	1	1	1	1		
5986				unknown	Geophyte_Hemicryptophyte		3	1	4	2	3.5	1	
5990		6	175	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	4	2	3.5	1	
5992				unknown	Geophyte_Hemicryptophyte		3	2	4	1	3.5	1	
5997	2	3	25	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	4	2	2.5	2	
5999	1	9	30.25	Herbaceous	Chamaephyte_H	1	4	1	3	2	1.5	1	
6020				Herbaceous	Therophyte		4	1	2	1	1.5	2	
6031				Herbaceous	Therophyte		4	2	3	1	2.5	1	
6032			50	Herbaceous	Therophyte	6	4	1	2	1	2.5	2	
6041	1		70	Herbaceous	Therophyte	6	3	2	4	1	3.5	1	
6043				Herbaceous	Therophyte		4	1	4	1	4	1	
6045				Herbaceous	Therophyte		4	1	2	1	1.5	1	
6047				Herbaceous	Therophyte		4	1	2	1	1.5	2	
6050				Herbaceous	Therophyte	6	4	2	4	1	2.5	1	
6051				Herbaceous	Therophyte		3	2	4	1	3	1	
6055				Herbaceous	Therophyte		4	1	3	1	2.5	1	
6058				unknown	Geophyte_Hemicryptophyte		3	2	2	1	3		
6062				Herbaceous	Therophyte		4	1	3	1	4		
6064				Herbaceous	Therophyte		4	1	3	1	3.5		
6070			120	Suffrutescent	Chamaephyte_S	6	4	2	2	1	2		
6072		15	325	Frutescent	Chamaephyte_S	6	3	1	3	1	2.5		
6073		57.5	256.5	Frutescent	Chamaephyte_S	6	3	2	3	1	3	1	3
6075		150	1550	Frutescent	Phanerophyte	4	2	2	3	1	3		
6077		200	300	Frutescent	Chamaephyte_S	6	3	2	3	1	3	1	3
6078		150	1000	Frutescent	Phanerophyte	4	2	1	3	1	2		
6093			3	Herbaceous	Therophyte	6			1				
6096			12	Suffrutescent	Chamaephyte_S	1	5	1	1	1	1.5		
6097				unknown	Chamaephyte_H		5	1	1	1	1		
6100		16	30	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	1.5	1	3.5	2	
6101			6	Herbaceous	Chamaephyte_H	1	5	1	2	1	1	1	
6104	2	7	11	Herbaceous	Chamaephyte_H	1	4	1	2	1	1	1	2
6107	3	5	5	Herbaceous	Chamaephyte_H	1	5	1	2	1	2		2
6111			5	Suffrutescent	Chamaephyte_S	1	4	1	2	1	2		
6116			7.5	Herbaceous	Therophyte	1	5	1	2	1	1.5		
6122			3	Herbaceous	Therophyte	6			1				
6124		2	14	Herbaceous	Chamaephyte_H	1	3	1	4	1	2		
6126	3	5	3.5	Herbaceous	Chamaephyte_H	2	4	1	2	1	1.5		2
6130				unknown	Chamaephyte_H		4	1	2	1	1		
6131			13	Herbaceous	Chamaephyte_H	1	2	2	2	1	3		
6133			8	Herbaceous	Chamaephyte_H	1	4	1	1	1	1		
6134				Herbaceous	Therophyte		4	1	3	1	2.5		
6135				unknown	Chamaephyte_H		4	1	3	1	2		
6141			15	Herbaceous	Chamaephyte_H	1	4	1	1	1	2		
6142			14.25	Herbaceous	Chamaephyte_H	1	4	1	2	1	1		
6146		8	14	Herbaceous	Chamaephyte_H	1	4	1	2	1	1		
6158			9	Herbaceous	Therophyte	1	4	1	3	1	1		
6162			17	Suffrutescent	Chamaephyte_S	1	4	1	2	1	1.5		
6169			29.75	Suffrutescent	Chamaephyte_S	1	4	1	2	1	1		
6170			12	Herbaceous	Chamaephyte_H	1	5	1	2.5	1	1.5		
6172				unknown	Chamaephyte_H		4	2	3	1	2	4	
6175				Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2.5	1	2	1	
6176				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	2.5	1	
6178			45	Herbaceous	Geophyte_Hemicryptophyte		4	1	2.5	1	2	1	
6187			6	Herbaceous	Therophyte	1	4	1	2	1	4		
6190	3		0.75	Suffrutescent	Chamaephyte_S	4	5	1	1	1	1		4
6192				unknown	Chamaephyte_H		5	1	1	1	1		
6198			25.25	Suffrutescent	Chamaephyte_S	4	5	2	1.5	1	1.5		
6201		4	12	Suffrutescent	Chamaephyte_S	4	5	2	2	1	2		
6207			2.25	Suffrutescent	Chamaephyte_S	3	5	2	1.5	1	2		
6220			15	Herbaceous	Chamaephyte_H	1	3	1	2	1	3		
6223				unknown	Geophyte_Hemicryptophyte		4	1	4	1	3		
6227		5	200	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	4	1	3		
6229				Herbaceous	Therophyte		4	1	4	1	2.5		
6231				Herbaceous	Therophyte		4	1	4	1	3.5		
6232		1		Herbaceous	Therophyte		4	1	4	1	3.5		
6235		1		Herbaceous	Therophyte		4	1	4	1	3.5		
6236				Herbaceous	Therophyte		4	1	4	1	3.5		
6237			15	Herbaceous	Geophyte_Hemicryptophyte	2	4	2	5	2	2		
6238				Herbaceous	Therophyte		3	1	4	1	4		
6247			4	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2	1	1		
6252			100	Herbaceous	Geophyte_Hemicryptophyte	3	3	2	3.5	1	3	1	
6253		11	65.5	Herbaceous	Chamaephyte_H	2	4	1	2	1	1.5		
6257				Herbaceous	Therophyte		4	1	2	1	2		
6259		2	110	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	4	1	3.5	1	
6266			114	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	4	1	3.5	1	
6267		1	67.5	Herbaceous	Geophyte_Hemicryptophyte	2	3	2	4	1	4	1	
6268		2		Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	3.5	1	
6273	2		47.5	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	3	1	2.5	3	
6285	3	6	40	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	3	1	2.5	3	4
6292				Herbaceous	Geophyte_Hemicryptophyte		3	2	2	1	3.5	2	
6295			70	Herbaceous	Therophyte	2	4	1	2.5	1	2	1	
6312			40	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2	1		3	
6313				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	2	3	
6317				Herbaceous	Therophyte		4	1	2	1	2		
6320				Herbaceous	Therophyte		4	1	2	1	2		
6331			32.5	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	2	1	1.5	2	
6333		3	43	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	2	1	2	2	
6349		8	5.75	Herbaceous	Geophyte_Hemicryptophyte	5	4	1	2	1	2	2	
6352				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	1.5	2	
6366		4	15.5	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	2	1	2	2	
6371			60	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	3	1	2		
6375	2	2	45	Herbaceous	Geophyte_Hemicryptophyte	3	3	1	3	2	3.5	2	
6376				Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	4.5	2	
6378				unknown	Helophyte_Hydrophyte		4	2	2	1	5		
6380			5	Herbaceous	Geophyte_Hemicryptophyte		4	1	1	1	5		
6381			15	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	1	1	5		
6382	1		6	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	1	1	4	1	
6384		50		Frutescent	Phanerophyte		3	2	3	1	3		
6385		500		Frutescent	Phanerophyte		3	2	3	1	3		
6389		40	115	Frutescent	Chamaephyte_S	6	4	1	3	2	2.5		
6392			16.5	Herbaceous	Helophyte_Hydrophyte	1	4	1	3.5	1	4.5		
6394			5	Herbaceous	Helophyte_Hydrophyte	1	4	1	3.5	1	4.5		
6396			7	Herbaceous	Helophyte_Hydrophyte	1	4	1	4	1	4.5		
6406				unknown	Helophyte_Hydrophyte		4	1	4	1	4.5		
6413			24	Frutescent	Chamaephyte_S	6		2	1	1	3.5	1	1
6417		33	22.5	Frutescent	Chamaephyte_S	1	4	1	1	1	4.5		
6419		400	725	Frutescent	Phanerophyte	6	5	2	2	1	2		
6421		122	10	Frutescent	Chamaephyte_S	6	3	2	2	1	3.5		
6422		60	6	Frutescent	Chamaephyte_S	6	3	2	2	1	2		1
6427	2.5	48.5	50	Frutescent	Chamaephyte_S	6	3	2	1.5	1	3	1	1
6429		6		unknown	Chamaephyte_H		2	1	2	1	2		
6432			250	Frutescent	Phanerophyte	3	3	1	2	1	1		
6436			22.5	unknown									
6439			35	Frutescent	Chamaephyte_S		5	1	1	1	2		
6447				Frutescent	Phanerophyte		5	2	2	1	1.5		
6448			120	Frutescent	Chamaephyte_S	5	3	2	1	1	2		
6451		11		unknown	Chamaephyte_H		4	1	1	1	4	1	
6452			55	Frutescent	Chamaephyte_S	5	3	2	1	1	3		
6456	0	110	3	Frutescent	Chamaephyte_S	1	5	1	1	1	2	2	
6457			10	Herbaceous	Chamaephyte_H	3	1	1	1.5	1	3		
6459			15	Herbaceous	Geophyte_Hemicryptophyte	3	1	1	2	1	2.5		
6463			3.25	Suffrutescent	Chamaephyte_S	2	2	1	2	1	3		
6470			7.25	Herbaceous	Chamaephyte_H	3	3	1	1.5	1	2		
6472			4	Herbaceous	Chamaephyte_H	5	2	1	2	1	3	1	
6473			10	Herbaceous	Chamaephyte_H	5	3	1	2	1	3	1	
6477		3	21	Herbaceous	Chamaephyte_H	4	2	1	2	1	3.5	1	
6483		202	29	Frutescent	Chamaephyte_S	2	3	1	2	1	3		1
6484		132	45	Frutescent	Chamaephyte_S	2	3	1	2	1	3		
6489			30	Frutescent	Chamaephyte_S	6	4	1	1	1	4	2	
6490		76	10	Frutescent	Chamaephyte_S	7	2	1	2	1	3	2	3
6491			39	Suffrutescent	Chamaephyte_S	4	4	1	1	1	4	2	
6492			19	unknown	Chamaephyte_H		3	1	2	1	4	2	
6493		50	11	Frutescent	Chamaephyte_S	6	3	1	2	1		2	3
6509	2	6	45	Herbaceous	Chamaephyte_H	3	2	2	3	1	3		
6511				Herbaceous	Geophyte_Hemicryptophyte		3	2	3	1	2.5		
6514			35	Herbaceous	Chamaephyte_H	7	4	1	2	1	2.5	1	
6518			0.5	Herbaceous	Therophyte	7	5	1	3	1	2		
6522			70	Suffrutescent	Chamaephyte_S	2	4	2	1.5	1	1.5		
6529	2	9	14.05	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	2	1	2	2	
6538				unknown	Geophyte_Hemicryptophyte		4	1	3	1	4		
6540		2	55	Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	2.5	1	
6547			21	Herbaceous	Therophyte	1	4	1	3.5	1	2		
6548			17	Suffrutescent	Chamaephyte_S	3	5	1	1.5	1	1.5	1	
6550				Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	1.5	1	
6558			25	Herbaceous	Geophyte_Hemicryptophyte	3	4	2	2.5	1	3.5	1	
6559	1	2	20	Herbaceous	Therophyte	7	4	1	3.5	1	3	2	
6563				Herbaceous	Therophyte		5	1	3	1	3		
6565			50	Herbaceous	Geophyte_Hemicryptophyte	3	3	2	3	1	2.5	1	
6570	1.5		65	Herbaceous	Chamaephyte_H	3	3	2	3	1	2.5		
6573		1	0.5	Herbaceous	Therophyte	7	5	1	3	1	1.5		
6578				unknown	Chamaephyte_H		4	2	2	1	1.5		
6579	2		30	Suffrutescent	Chamaephyte_S	3	5	2	1.5	1	1.5		
6580				Herbaceous	Therophyte		4	1	3	1	2.5		
6581			98	Herbaceous	Chamaephyte_H	7	3	2	3	1	4.5	2	
6586	1		15	Herbaceous	Therophyte	7	3	2	4	1	3		
6595		1	39	Herbaceous	Therophyte	3	3	2	3	1	3		
6603		1	0.5	Herbaceous	Therophyte	7	5	1	3	1	2		
6607				Herbaceous	Geophyte_Hemicryptophyte		2	1	3	1	3		
6610	1		21.5	Herbaceous	Therophyte	3	4	2	4	1	2		
6613		10		unknown	Chamaephyte_H		4	1	2	1	1	1	
6614			5	Suffrutescent	Chamaephyte_S	3	4	1	1.5	1	1	1	
6615	1	10	40	Suffrutescent	Chamaephyte_S	3	4	1	1.5	1	1	1	
6617				Herbaceous	Therophyte		5	1	3	1	1.5		
6620			28.5	Herbaceous	Chamaephyte_H	3	4	1	2.5	1	1.5		
6623			50	Herbaceous	Geophyte_Hemicryptophyte	3	3	2	3	1	3	2	
6624			7	Herbaceous	Therophyte	3	4	1	1.5	1	1.5		
6625			15	Herbaceous	Therophyte	3	4	1	3	1	2		
6631				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2		
6632				Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	1.5		
6634				unknown	Chamaephyte_H		4	2	2	1	1.5		
6637			50	Herbaceous	Chamaephyte_H	7	3	2	4	1	4		
6641				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	2.5	1	
6644		4	27.5	Herbaceous	Therophyte	7	4	1	4	1	2.5		
6653	1	5	27	Herbaceous	Geophyte_Hemicryptophyte	3	1	2	3	1	3.5		4
6656		3		unknown	Chamaephyte_H		5	1	4	1	2.5		
6659				unknown	Chamaephyte_H		4	1	2	1	1		
6671		15	200	Frutescent	Chamaephyte_S	2	3	1	4	1	3.5		
6681	6	10	7.5	Suffrutescent	Chamaephyte_S	6	4	1	1.5	1	1		4
6684	1.5	9	13	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2	1	1.5	3	4
6686	1		20	Herbaceous	Geophyte_Hemicryptophyte	7	5	1	2	1	2	3	4
6690			25	Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	3	4
6693				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	3	
6697			25	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	3	1	1.5	3	4
6698			25	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	1.5	1	1.5	3	
6710			12	Herbaceous	Geophyte_Hemicryptophyte	6	5	1	2	1	1.5	3	
6717				unknown	Geophyte_Hemicryptophyte		4	1	3	1	3.5		
6720			12	Suffrutescent	Chamaephyte_S	2	5	1	1.5	1	1		
6724			71.5	Herbaceous	Geophyte_Hemicryptophyte	4	4	1	2.5	1	2	1	
6725		10.5	10	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	2	1	2.5	3	4
6727			13.5	Herbaceous	Chamaephyte_H	1	4	1	2	1	3	1	
6730			18.25	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	1.5	2	
6735			30.25	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	3.5	1	2		
6736			18.05	Herbaceous	Geophyte_Hemicryptophyte	5	4	1	2	1	1.5	3	4
6740		25		Herbaceous	Geophyte_Hemicryptophyte		3	2	2	1	1		
6744		6	21	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	2.5	1	3	2	
6747		7	20	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	2.5	1	2	1	
6749			20	Herbaceous	Therophyte	2	5	1	3	1	1.5		
6751			15	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2	1	1.5	3	
6752				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	3	
6755			6	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	1	2	
6757		22	20	Herbaceous	Geophyte_Hemicryptophyte	1	3	2	2	1	1	2	
6759		12	9	Herbaceous	Geophyte_Hemicryptophyte	1	3	2	2	1	1	2	
6765	3		5.5	Herbaceous	Chamaephyte_H	2	4	1	1.5	1	1	2	4
6770		10	40	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	2	1	2.5	2	
6777	6	24	6.7	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	1.5	1	4
6788		2	10	Herbaceous	Therophyte	1	5	1	2.5	1	1.5		
6793			30	Suffrutescent	Chamaephyte_S	2	3	2	1.5	1	1	1	
6794			11	Suffrutescent	Chamaephyte_S	1	3	2	2	1	1	1	
6798			25.5	Herbaceous	Geophyte_Hemicryptophyte	2	5	1	2.5	1	1		
6801				Frutescent	Phanerophyte		5	1	2	1	1.5		
6805				Frutescent	Phanerophyte		4	1	3	1	2.5		
6818		1		Herbaceous	Therophyte		3	1	2	1	2		
6820			375	Frutescent	Chamaephyte_S	2	3	2	2	1	2		
6821				unknown		2							
6822				unknown		2							
6823		10	39	Suffrutescent	Chamaephyte_S	2	3	2	2	1	2		
6826				unknown	Chamaephyte_H		5	1	2	1	1		
6829			20	Suffrutescent	Chamaephyte_S	1			1				4
6830		28	6	Suffrutescent	Chamaephyte_S	1	3	2	2	1	1		4
6833			24.25	Herbaceous	Therophyte	1	4	1	2	1	1		
6835		34	7	Herbaceous	Chamaephyte_H	3	3	2	2	1	2	1	
6848		8	104	Frutescent	Chamaephyte_S	3	3	2	2	1	2		
6862		9		unknown	Chamaephyte_H		4	2	2	1	2		
6865		10		Frutescent	Chamaephyte_S	3	3	2	2	1	2		
6876			90	Frutescent	Chamaephyte_S	2			2				
6877				Frutescent	Chamaephyte_S	2	4	1	1.5	1	2.5		
6881			70	Frutescent	Chamaephyte_S	3	4	2	2	1	1.5		
6883			10	Frutescent	Chamaephyte_S	2	3	2	2	1	2		
6887			127.5	Frutescent	Chamaephyte_S	3	3	2	3	1	2.5	1	
6894				unknown					2				
6895				Frutescent	Phanerophyte		3	2	3	1	2		
6900			45	Suffrutescent	Chamaephyte_S	2			2				
6901		2	45	Suffrutescent	Chamaephyte_S	2	3	2	2	1	1		
6903		3	40	Suffrutescent	Chamaephyte_S	2	3	2	2	1	1		
6908		12	26	Frutescent	Chamaephyte_S	2	4	2	2	1	2.5		
6912			80	Suffrutescent	Chamaephyte_S	2	4	1	3	1	3.5		
6928			75	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	4	1	3.5	3	
6929				Herbaceous	Geophyte_Hemicryptophyte		3	2	3	1	3	3	
6932			35	Suffrutescent	Chamaephyte_S	3	3	1	2	1	2.5	1	
6941			73	Frutescent	Phanerophyte		4	1	2	1	2		
6944			7	Herbaceous	Geophyte_Hemicryptophyte	2	5	1	1.5	1	2	2	
6950		21	40	Suffrutescent	Chamaephyte_S	2	3	1	2	1	2	1	
6955		10	30	Suffrutescent	Chamaephyte_S	2	4	2	2	1	2		
6966		22	23	Suffrutescent	Chamaephyte_S	2	4	1	1.5	1	2	1	
6968		22		unknown	Chamaephyte_H		4	1	1	1	2	1	
6973				unknown	Chamaephyte_H		5	1	2	1	1.5		
6978		25	70	Frutescent	Chamaephyte_S	2	4	1	2	1	1.5		
6979		13	20	Suffrutescent	Chamaephyte_S	2	4	1	1.5	1	2	2	
6987			90	Frutescent	Chamaephyte_S	2	3	1	2	1	1.5		
6989		21	45	Suffrutescent	Chamaephyte_S	2	4	1	2	1	2.5	2	
6996			9	Frutescent	Chamaephyte_S	2	5	1	1.5	1	1.5		
7001				Herbaceous	Therophyte		4	1	3	1	3		
7003				Herbaceous	Geophyte_Hemicryptophyte		3	1	3	1	4		
7006	6		40.5	Herbaceous	Geophyte_Hemicryptophyte	2	4	2	2	1	1.5	2	4
7008			25	Suffrutescent	Chamaephyte_S	1			1				
7010			35	Herbaceous	Geophyte_Hemicryptophyte	2	4	2	2	1	2	2	
7014				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	2		
7017		18		Herbaceous	Geophyte_Hemicryptophyte	3	4	1	3	1	3	2	
7032			10	Herbaceous	Therophyte	1			1				
7033	2	18	10	Herbaceous	Chamaephyte_H	7	4	1	2	1	2	2	4
7035		18	97	Frutescent	Chamaephyte_S	6	3	1	2	1	2		1
7042		30	277.5	Frutescent	Phanerophyte	4	3	1	3	1	3		
7043		30	700	Frutescent	Phanerophyte	4	3	1	2.5	1	2.5		
7046			30	Herbaceous	Therophyte	2	3	1	2.5	1	1.5		
7047			50	Herbaceous	Therophyte	2	4	1	2.5	1	2		
7048	1		22.5	Herbaceous	Therophyte	7	4	1	2	1	2		4
7053			25	Herbaceous	Therophyte	2	4	1	3	1	2		
7061			30	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2	1	2		
7063		12	150	Herbaceous	Geophyte_Hemicryptophyte	5	4	1	2	1	2	1	
7064	1		47.5	Herbaceous	Therophyte	7	3	1	3	1	2	1	
7065			20	Herbaceous	Therophyte		4	1	2.5	1	1.5		
7074			125	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2.5	1	2.5	1	
7077			14.25	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	2	1	2.5		
7089		2	55	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	2	1	2		
7092	1		40	Herbaceous	Therophyte	2	4	1	3	1	2.5		
7096			47.5	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	3	1	3	2	
7099				Herbaceous	Therophyte		4	1	2	1	1.5		
7100				Herbaceous	Therophyte		4	1	3	1	2.5		
7103			35	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	2	1	3.5		
7107	2.5		30.3	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	3	2	3.5	3	4
7113				Herbaceous	Therophyte		3	1	3	1	3		
7115			31	Herbaceous	Therophyte	2	3	1	2.5	1	1.5		
7116			25	Herbaceous	Therophyte	7	3	1	2.5	1	2		
7117	5	23	80	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	3	1	2.5	2	
7125			52.5	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	3	1	2		
7127			25	Herbaceous	Geophyte_Hemicryptophyte	2	2	1	2.5	1	2		
