"species","stat.abund_max","stat.no_sites_abund_max","stat.no_sites_abund","stat.no_sites_abund_over25","stat.abund_median","stat.abund_mean","stat.no_sites_recorded","SELECTION"
3785,3,4,60,0,1,1.21666666666667,584,"all"
9288,1,1,1,0,1,1,195,"all"
14698,NA,NA,NA,NA,NA,NA,9,"all"
2035,1,4,4,0,1,1,117,"all"
13850,5,1,5,0,3,2.8,44,"all"
4341,3,4,64,0,1,1.328125,863,"all"
2912,3,4,66,0,1,1.40909090909091,899,"all"
4890,NA,NA,NA,NA,NA,NA,9,"all"
2053,5,1,663,0,1,1.33785822021116,5098,"all"
4885,2,4,28,0,1,1.14285714285714,1303,"all"
4041,NA,NA,NA,NA,NA,NA,1,"all"
8028,2,1,8,0,1,1.125,70,"all"
40597,3,2,36,0,1,1.36111111111111,947,"all"
16102,2,1,6,0,1,1.16666666666667,360,"all"
1500,3,5,348,0,1,1.22701149425287,3309,"all"
13508,1,1,1,0,1,1,13,"all"
2320,3,1,106,0,1,1.29245283018868,2175,"all"
14810,NA,NA,NA,NA,NA,NA,12,"all"
2042,3,1,12,0,1,1.33333333333333,843,"all"
1977,3,3,72,0,1,1.26388888888889,1350,"all"
13934,5,2,266,0,1,1.44360902255639,5194,"all"
13920,3,5,385,0,1,1.2,3611,"all"
12740,1,9,9,0,1,1,55,"all"
4362,5,4,338,0,1,1.47337278106509,4386,"all"
13851,3,4,19,0,1,1.68421052631579,270,"all"
4271,4,2,679,0,1,1.18114874815906,5180,"all"
3027,2,1,3,0,1,1.33333333333333,24,"all"
14500,3,1,48,0,1,1.25,1230,"all"
6175,4,5,124,0,1,1.55645161290323,1278,"all"
40553,4,2,213,0,1,1.53051643192488,1542,"all"
5698,3,2,17,0,2,1.64705882352941,97,"all"
10016,4,1,1,0,4,4,10,"all"
15929,3,11,31,0,2,1.96774193548387,236,"all"
4480,NA,NA,NA,NA,NA,NA,5,"all"
2014,3,3,31,0,1,1.51612903225806,515,"all"
2169,NA,NA,NA,NA,NA,NA,2,"all"
40304,NA,NA,NA,NA,NA,NA,1,"all"
1870,3,1,185,0,1,1.2,1550,"all"
2039,5,1,35,0,2,1.94285714285714,197,"all"
16750,2,8,25,0,1,1.32,255,"all"
10256,1,2,2,0,1,1,3,"all"
17171,3,1,1,0,3,3,71,"all"
15725,3,3,63,0,1,1.38095238095238,665,"all"
12091,3,2,15,0,1,1.53333333333333,68,"all"
12571,NA,NA,NA,NA,NA,NA,4,"all"
17079,3,1,161,0,1,1.22981366459627,1328,"all"
7974,NA,NA,NA,NA,NA,NA,4,"all"
17168,4,1,58,0,1,1.55172413793103,705,"all"
9969,5,1,133,0,2,1.93984962406015,1151,"all"
4195,3,1,21,0,1,1.42857142857143,1425,"all"
10312,2,2,12,0,1,1.16666666666667,143,"all"
6565,3,1,36,0,1,1.16666666666667,398,"all"
15698,5,1,101,0,1,1.65346534653465,3020,"all"
2440,2,1,5,0,1,1.2,159,"all"
12798,5,1,354,0,1,1.61016949152542,3210,"all"
13077,2,1,3,0,1,1.33333333333333,86,"all"
10323,2,12,66,0,1,1.18181818181818,2504,"all"
8630,4,4,52,0,1,1.51923076923077,862,"all"
15312,2,3,7,0,1,1.42857142857143,175,"all"
1300,5,14,523,0,1,1.74569789674952,8612,"all"
6623,NA,NA,NA,NA,NA,NA,8,"all"
4277,3,2,10,0,2,1.8,102,"all"
9249,NA,NA,NA,NA,NA,NA,7,"all"
14088,1,2,2,0,1,1,52,"all"
184,4,4,72,0,1,1.65277777777778,770,"all"
4328,3,1,29,0,1,1.3448275862069,415,"all"
17161,NA,NA,NA,NA,NA,NA,4,"all"
4390,NA,NA,NA,NA,NA,NA,9,"all"
12031,5,2,345,0,1,1.56231884057971,9033,"all"
15478,NA,NA,NA,NA,NA,NA,8,"all"
8281,5,7,751,0,1,1.46737683089214,4043,"all"
9419,2,1,3,0,1,1.33333333333333,11,"all"
71,5,1,18,0,2,1.83333333333333,199,"all"
3648,1,1,1,0,1,1,8,"all"
10191,4,1,569,0,1,1.27416520210896,3842,"all"
40560,3,1,57,0,1,1.31578947368421,1431,"all"
9120,5,1,49,0,1,1.53061224489796,320,"all"
6540,2,4,18,0,1,1.22222222222222,513,"all"
17081,3,1,17,0,1,1.29411764705882,282,"all"
13772,4,1,29,0,2,1.68965517241379,299,"all"
5585,3,1,117,0,1,1.17094017094017,1461,"all"
16327,2,3,10,0,1,1.3,35,"all"
10741,5,3,244,0,1,1.63524590163934,1616,"all"
8573,5,3,333,0,1,1.56456456456456,2952,"all"
16070,4,3,439,0,1,1.42141230068337,2077,"all"
4831,4,4,475,0,1,1.46315789473684,2222,"all"
12788,5,1,510,0,1,1.41764705882353,2616,"all"
14003,2,2,10,0,1,1.2,269,"all"
9702,NA,NA,NA,NA,NA,NA,26,"all"
841,4,12,179,0,2,1.79888268156425,1224,"all"
40537,3,1,9,0,2,2,268,"all"
16449,3,1,21,0,1,1.19047619047619,151,"all"
1060,5,12,860,0,1,1.47093023255814,7900,"all"
16325,4,1,83,0,1,1.33734939759036,400,"all"
492,1,3,3,0,1,1,27,"all"
13092,5,6,203,0,2,2.10837438423645,2372,"all"
14438,4,2,9,0,1,2,48,"all"
2818,4,1,16,0,1.5,1.75,40,"all"
17104,3,10,99,0,1,1.46464646464646,1185,"all"
16403,NA,NA,NA,NA,NA,NA,17,"all"
12435,4,1,246,0,1,1.32520325203252,2149,"all"
14755,5,1,52,0,1,1.57692307692308,289,"all"
10513,2,1,1,0,2,2,6,"all"
3852,4,1,263,0,1,1.42205323193916,1598,"all"
4091,2,9,48,0,1,1.1875,473,"all"
1832,2,1,4,0,1,1.25,62,"all"
127,4,1,26,0,1,1.46153846153846,247,"all"
16586,3,3,90,0,1,1.25555555555556,1441,"all"
10080,NA,NA,NA,NA,NA,NA,2,"all"
14186,NA,NA,NA,NA,NA,NA,10,"all"
6394,4,1,11,0,2,1.90909090909091,80,"all"
5707,1,2,2,0,1,1,81,"all"
11074,NA,NA,NA,NA,NA,NA,24,"all"
13443,NA,NA,NA,NA,NA,NA,6,"all"
14748,4,1,22,0,2,1.86363636363636,118,"all"
14239,2,1,1,0,2,2,18,"all"
16572,NA,NA,NA,NA,NA,NA,10,"all"
9272,4,1,117,0,1,1.28205128205128,1244,"all"
2752,1,1,1,0,1,1,8,"all"
10915,NA,NA,NA,NA,NA,NA,1,"all"
2846,5,1,676,0,2,1.75295857988166,5091,"all"
16885,4,1,3,0,3,2.66666666666667,9,"all"
1783,2,2,4,0,1.5,1.5,185,"all"
10008,3,12,585,0,1,1.28888888888889,2421,"all"
13829,1,3,3,0,1,1,255,"all"
5182,NA,NA,NA,NA,NA,NA,36,"all"
5393,2,3,25,0,1,1.12,339,"all"
9333,5,1,11,0,2,2.18181818181818,237,"all"
8620,5,1,14,0,2,2.57142857142857,77,"all"
7770,4,1,8,0,2.5,2.625,80,"all"
40610,3,3,327,0,1,1.1743119266055,3007,"all"
1066,3,2,8,0,1.5,1.75,191,"all"
2743,3,5,66,0,2,1.65151515151515,242,"all"
1062,5,1,65,0,2,1.70769230769231,545,"all"
14447,3,1,25,0,1,1.2,525,"all"
4279,3,4,18,0,1,1.61111111111111,164,"all"
12516,3,1,1,0,3,3,24,"all"
10165,3,4,178,0,1,1.26404494382022,2006,"all"
10079,3,1,15,0,1,1.33333333333333,117,"all"
2919,1,1,1,0,1,1,5,"all"
9084,NA,NA,NA,NA,NA,NA,1,"all"
2532,4,1,8,0,1,1.375,57,"all"
858,4,7,630,0,1,1.44444444444444,4724,"all"
12844,5,8,224,0,1,1.64732142857143,2519,"all"
659,3,1,11,0,1,1.36363636363636,187,"all"
2418,5,7,217,0,1,1.70046082949309,3123,"all"
14136,4,4,346,0,1,1.44219653179191,3124,"all"
8784,5,2,9,0,4,3.33333333333333,131,"all"
14437,5,1,118,0,1,1.51694915254237,1270,"all"
4011,4,3,284,0,1,1.34859154929577,4472,"all"
3559,4,1,182,0,1,1.22527472527473,2334,"all"
10210,4,1,58,0,1,1.17241379310345,1265,"all"
6387,3,5,144,0,1,1.27777777777778,1426,"all"
11048,4,3,144,0,1,1.40277777777778,3705,"all"
5191,1,1,1,0,1,1,204,"all"
9472,2,1,1,0,2,2,3,"all"
4093,4,1,186,0,1,1.36021505376344,1274,"all"
1093,1,9,9,0,1,1,16,"all"
8292,2,13,78,0,1,1.16666666666667,169,"all"
40294,3,1,23,0,1,1.34782608695652,137,"all"
11174,1,4,4,0,1,1,42,"all"
16116,4,3,95,0,1,1.64210526315789,652,"all"
3780,2,1,3,0,1,1.33333333333333,26,"all"
4978,NA,NA,NA,NA,NA,NA,1,"all"
17389,1,3,3,0,1,1,18,"all"
15649,NA,NA,NA,NA,NA,NA,37,"all"
9224,2,1,3,0,1,1.33333333333333,13,"all"
4497,NA,NA,NA,NA,NA,NA,6,"all"
10829,4,2,73,0,1,1.36986301369863,843,"all"
14455,3,3,304,0,1,1.25,1643,"all"
497,NA,NA,NA,NA,NA,NA,1,"all"
12011,NA,NA,NA,NA,NA,NA,1,"all"
4600,NA,NA,NA,NA,NA,NA,1,"all"
754,3,1,1,0,3,3,2,"all"
13101,5,1,239,0,1,1.63598326359833,1406,"all"
1782,3,1,97,0,1,1.1340206185567,665,"all"
40231,1,5,5,0,1,1,26,"all"
10159,NA,NA,NA,NA,NA,NA,9,"all"
16111,2,1,4,0,1,1.25,16,"all"
12928,3,2,17,0,1,1.52941176470588,90,"all"
6041,NA,NA,NA,NA,NA,NA,8,"all"
12095,NA,NA,NA,NA,NA,NA,1,"all"
9471,3,8,104,0,1,1.39423076923077,733,"all"
12755,NA,NA,NA,NA,NA,NA,1,"all"
14329,3,1,7,0,1,1.57142857142857,40,"all"
917,5,3,222,0,2,2.11261261261261,1215,"all"
1668,NA,NA,NA,NA,NA,NA,2,"all"
3479,3,1,54,0,1,1.37037037037037,648,"all"
14499,NA,NA,NA,NA,NA,NA,3,"all"
14395,NA,NA,NA,NA,NA,NA,1,"all"
1124,2,1,1,0,2,2,9,"all"
8312,1,2,2,0,1,1,3,"all"
13127,1,3,3,0,1,1,18,"all"
5233,3,3,11,0,1,1.72727272727273,199,"all"
40293,4,1,92,0,1,1.54347826086957,596,"all"
15022,NA,NA,NA,NA,NA,NA,4,"all"
11916,NA,NA,NA,NA,NA,NA,4,"all"
12782,4,4,327,0,1,1.3822629969419,1865,"all"
40504,5,7,1634,0,1,1.49265605875153,15937,"all"
16313,4,2,256,0,1,1.421875,1891,"all"
14404,3,3,50,0,1,1.3,484,"all"
2693,2,2,18,0,1,1.11111111111111,454,"all"
3298,2,1,6,0,1,1.16666666666667,47,"all"
7624,5,4,241,0,1,1.74273858921162,1670,"all"
3853,NA,NA,NA,NA,NA,NA,2,"all"
15492,2,5,20,0,1,1.25,179,"all"
10660,NA,NA,NA,NA,NA,NA,54,"all"
1723,4,1,199,0,1,1.34673366834171,1794,"all"
12942,NA,NA,NA,NA,NA,NA,1,"all"
14123,2,1,1,0,2,2,12,"all"
40290,2,8,67,0,1,1.11940298507463,1906,"all"
4617,2,1,6,0,1,1.16666666666667,290,"all"
8283,NA,NA,NA,NA,NA,NA,2,"all"
10791,5,1,105,0,1,1.20952380952381,1518,"all"
14220,1,1,1,0,1,1,1,"all"
17150,5,4,1492,0,1,1.40549597855228,16103,"all"
17395,NA,NA,NA,NA,NA,NA,5,"all"
15648,NA,NA,NA,NA,NA,NA,8,"all"
17544,2,1,3,0,1,1.33333333333333,84,"all"
14452,5,6,907,0,2,2.15766262403528,7306,"all"
13919,1,1,1,0,1,1,41,"all"
13843,5,39,809,0,2,2.09517923362176,5359,"all"
437,4,2,161,0,1,1.37267080745342,1030,"all"
17404,NA,NA,NA,NA,NA,NA,29,"all"
7914,4,12,1100,0,1,1.32363636363636,10412,"all"
8785,3,1,18,0,1,1.38888888888889,224,"all"
8012,NA,NA,NA,NA,NA,NA,1,"all"
12570,NA,NA,NA,NA,NA,NA,9,"all"
13467,4,8,1010,0,1,1.48712871287129,9019,"all"
16897,3,3,118,0,1,1.33050847457627,1489,"all"
6267,5,1,153,0,1,1.45098039215686,1471,"all"
310,4,7,374,0,1,1.30213903743316,6436,"all"
7757,NA,NA,NA,NA,NA,NA,2,"all"
13186,2,1,10,0,1,1.1,78,"all"
9397,1,15,15,0,1,1,728,"all"
12362,2,2,4,0,1.5,1.5,185,"all"
3981,3,1,5,0,1,1.6,44,"all"
507,NA,NA,NA,NA,NA,NA,5,"all"
12630,3,2,95,0,1,1.24210526315789,1368,"all"
7053,4,1,501,0,1,1.26946107784431,3268,"all"
6558,2,1,7,0,1,1.14285714285714,174,"all"
9218,1,6,6,0,1,1,112,"all"
241,3,2,68,0,1,1.44117647058824,1122,"all"
7819,4,2,72,0,2,1.625,279,"all"
2757,NA,NA,NA,NA,NA,NA,3,"all"
40227,3,5,668,0,1,1.19910179640719,3130,"all"
5347,3,2,21,0,1,1.42857142857143,570,"all"
15477,4,3,1444,0,1,1.40373961218837,8632,"all"
6122,1,6,6,0,1,1,229,"all"
6093,4,1,791,0,1,1.34007585335019,4676,"all"
16808,NA,NA,NA,NA,NA,NA,1,"all"
17038,2,2,4,0,1.5,1.5,91,"all"
6749,2,2,8,0,1,1.25,87,"all"
13907,2,1,1,0,2,2,34,"all"
8365,3,1,9,0,1,1.44444444444444,34,"all"
15258,5,3,1649,0,1,1.32747119466343,10859,"all"
7736,2,10,23,0,1,1.43478260869565,324,"all"
9219,NA,NA,NA,NA,NA,NA,4,"all"
10432,4,2,29,0,1,1.6551724137931,494,"all"
13190,1,1,1,0,1,1,171,"all"
3115,5,8,162,0,1,1.5,602,"all"
40243,2,8,37,0,1,1.21621621621622,334,"all"
12743,5,10,467,0,1,1.62955032119914,6043,"all"
4151,2,8,44,0,1,1.18181818181818,745,"all"
9041,2,6,38,0,1,1.15789473684211,1079,"all"
7702,3,1,5,0,2,1.8,5,"all"
8122,1,14,14,0,1,1,232,"all"
9520,NA,NA,NA,NA,NA,NA,11,"all"
16489,5,1,460,0,1,1.31521739130435,6240,"all"
9524,4,6,96,0,2,2.10416666666667,999,"all"
2611,2,1,1,0,2,2,32,"all"
17036,NA,NA,NA,NA,NA,NA,8,"all"
1241,1,4,4,0,1,1,17,"all"
3912,4,1,25,0,1,1.76,359,"all"
40608,NA,NA,NA,NA,NA,NA,1,"all"
40303,2,1,3,0,1,1.33333333333333,4,"all"
1887,3,1,17,0,1,1.41176470588235,82,"all"
4114,4,1,8,0,1.5,1.75,341,"all"
6690,2,1,6,0,1,1.16666666666667,101,"all"
16868,5,5,587,0,1,1.45315161839864,6965,"all"
1623,5,1,201,0,1,1.48258706467662,1034,"all"
1163,3,2,7,0,2,1.85714285714286,65,"all"
40239,3,4,53,0,1,1.54716981132075,365,"all"
10642,NA,NA,NA,NA,NA,NA,19,"all"
14406,NA,NA,NA,NA,NA,NA,2,"all"
13596,5,3,684,0,2,1.84795321637427,8081,"all"
10606,NA,NA,NA,NA,NA,NA,2,"all"
3753,3,1,3,0,2,2,122,"all"
10729,1,8,8,0,1,1,196,"all"
13250,3,2,28,0,1,1.21428571428571,499,"all"
15195,NA,NA,NA,NA,NA,NA,2,"all"
10398,4,2,131,0,1,1.21374045801527,1506,"all"
17092,NA,NA,NA,NA,NA,NA,2,"all"
6381,3,5,122,0,1,1.18852459016393,1868,"all"
2805,1,2,2,0,1,1,53,"all"
40359,5,5,743,0,1,1.29609690444145,7114,"all"
13895,2,3,11,0,1,1.27272727272727,165,"all"
16648,2,3,17,0,1,1.17647058823529,339,"all"
12757,3,4,11,0,2,2.27272727272727,192,"all"
17645,2,3,20,0,1,1.15,577,"all"
6581,2,6,8,0,2,1.75,58,"all"
11878,4,1,31,0,1,1.35483870967742,395,"all"
13835,3,3,94,0,1,1.22340425531915,1197,"all"
17086,NA,NA,NA,NA,NA,NA,2,"all"
17573,NA,NA,NA,NA,NA,NA,6,"all"
14074,5,1,580,0,1,1.42586206896552,4142,"all"
17151,5,2,477,0,1,1.56184486373166,3552,"all"
16710,3,1,12,0,1,1.33333333333333,211,"all"
17350,2,4,23,0,1,1.17391304347826,423,"all"
6865,NA,NA,NA,NA,NA,NA,1,"all"
5611,4,8,16,0,3.5,3.125,56,"all"
8525,NA,NA,NA,NA,NA,NA,14,"all"
14127,NA,NA,NA,NA,NA,NA,3,"all"
14751,NA,NA,NA,NA,NA,NA,1,"all"
13273,NA,NA,NA,NA,NA,NA,13,"all"
17353,NA,NA,NA,NA,NA,NA,2,"all"
4142,NA,NA,NA,NA,NA,NA,3,"all"
3580,2,2,7,0,1,1.28571428571429,188,"all"
40413,4,1,43,0,1,1.32558139534884,720,"all"
7626,2,2,4,0,1.5,1.5,10,"all"
16763,2,4,12,0,1,1.33333333333333,275,"all"
9037,1,4,4,0,1,1,21,"all"
2430,5,11,847,0,2,1.84769775678867,5576,"all"
10320,4,7,36,0,2,2.30555555555556,486,"all"
13484,2,1,2,0,1.5,1.5,23,"all"
40510,4,1,22,0,1,1.68181818181818,40,"all"
14945,5,10,1264,0,1,1.61708860759494,8328,"all"
40012,NA,NA,NA,NA,NA,NA,1,"all"
633,NA,NA,NA,NA,NA,NA,4,"all"
8277,5,1,270,0,1,1.31851851851852,2004,"all"
6573,4,5,45,0,2,2.04444444444444,148,"all"
16151,NA,NA,NA,NA,NA,NA,1,"all"
10682,NA,NA,NA,NA,NA,NA,1,"all"
9463,5,29,400,0,2,2.01,3169,"all"
40588,5,2,1391,0,1,1.24299065420561,15503,"all"
8824,4,4,450,0,1,1.58222222222222,2197,"all"
15964,3,3,257,0,1,1.26070038910506,1667,"all"
12976,4,19,1934,0,1,1.32368148914168,13759,"all"
5683,5,2,1276,0,1,1.34952978056426,12401,"all"
6050,4,1,127,0,1,1.34645669291339,1600,"all"
17103,3,1,31,0,1,1.09677419354839,1567,"all"
5554,4,3,266,0,1,1.31954887218045,4028,"all"
12986,3,3,105,0,1,1.2952380952381,993,"all"
12015,2,1,2,0,1.5,1.5,22,"all"
9277,5,1,2,0,3.5,3.5,3,"all"
40230,NA,NA,NA,NA,NA,NA,2,"all"
14238,NA,NA,NA,NA,NA,NA,2,"all"
9053,NA,NA,NA,NA,NA,NA,1,"all"
1691,2,2,57,0,1,1.03508771929825,570,"all"
1534,2,4,12,0,1,1.33333333333333,64,"all"
9261,1,14,14,0,1,1,77,"all"
11419,4,1,4,0,2,2.25,45,"all"
15963,5,1,527,0,1,1.14231499051233,5354,"all"
9664,2,4,34,0,1,1.11764705882353,445,"all"
1835,4,10,101,0,2,2.08910891089109,302,"all"
9107,NA,NA,NA,NA,NA,NA,12,"all"
14642,3,6,81,0,1,1.37037037037037,449,"all"
17703,2,2,3,0,2,1.66666666666667,23,"all"
12684,2,10,33,0,1,1.3030303030303,155,"all"
5704,5,1,199,0,1,1.31155778894472,2542,"all"
12019,4,1,30,0,1,1.46666666666667,196,"all"
8699,3,1,147,0,1,1.06122448979592,1752,"all"
8716,5,3,562,0,1,1.6085409252669,5598,"all"
40449,2,6,13,0,1,1.46153846153846,112,"all"
645,5,1,238,0,1,1.23109243697479,1596,"all"
40585,5,1,384,0,1,1.47916666666667,1645,"all"
12594,1,3,3,0,1,1,110,"all"
5130,5,2,1055,0,1,1.17440758293839,4404,"all"
4272,1,1,1,0,1,1,19,"all"
10052,4,1,47,0,1,1.36170212765957,456,"all"
16689,NA,NA,NA,NA,NA,NA,1,"all"
1599,3,2,211,0,1,1.13270142180095,2060,"all"
5708,3,3,189,0,1,1.19047619047619,797,"all"
40507,4,2,386,0,1,1.37823834196891,2490,"all"
40004,4,4,1106,0,1,1.26853526220615,8759,"all"
955,5,1,324,0,1,1.23456790123457,2822,"all"
2465,3,1,662,0,1,1.05287009063444,3623,"all"
11154,5,1,1226,0,1,1.48123980424144,4830,"all"
4049,4,1,193,0,1,1.15544041450777,2254,"all"
8983,2,4,19,0,1,1.21052631578947,223,"all"
17139,3,1,96,0,1,1.16666666666667,457,"all"
13192,3,4,91,0,1,1.28571428571429,492,"all"
10378,3,1,190,0,1,1.2,1380,"all"
9388,3,1,548,0,1,1.06204379562044,4105,"all"
13163,2,4,20,0,1,1.2,372,"all"
745,4,3,213,0,1,1.36150234741784,1442,"all"
4977,NA,NA,NA,NA,NA,NA,31,"all"
1384,3,1,48,0,1.5,1.52083333333333,243,"all"
40539,2,4,7,0,2,1.57142857142857,114,"all"
8747,4,2,72,0,1,1.18055555555556,754,"all"
487,4,2,70,0,1.5,1.7,764,"all"
10341,2,14,111,0,1,1.12612612612613,924,"all"
11068,2,1,4,0,1,1.25,21,"all"
40265,5,1,1269,0,1,1.40504334121355,8764,"all"
13515,3,7,379,0,1,1.34300791556728,1046,"all"
40559,1,1,1,0,1,1,30,"all"
14766,NA,NA,NA,NA,NA,NA,4,"all"
10803,5,9,739,0,1,1.4573748308525,5194,"all"
12413,3,1,6,0,1,1.5,46,"all"
1711,2,5,29,0,1,1.17241379310345,76,"all"
40520,3,2,4,0,2.5,2.5,48,"all"
14960,5,1,89,0,1,1.42696629213483,1085,"all"
4346,2,1,3,0,1,1.33333333333333,18,"all"
12180,3,1,9,0,2,1.77777777777778,151,"all"
7010,4,5,31,0,1,1.87096774193548,491,"all"
40571,NA,NA,NA,NA,NA,NA,2,"all"
4453,NA,NA,NA,NA,NA,NA,13,"all"
11316,1,2,2,0,1,1,62,"all"
12124,5,4,174,0,1,1.64367816091954,2316,"all"
13258,4,2,7,0,2,2.42857142857143,191,"all"
2097,2,3,3,0,2,2,6,"all"
2173,5,35,1061,0,1,1.80961357210179,5891,"all"
9545,NA,NA,NA,NA,NA,NA,8,"all"
40557,5,1,30,0,1,2.06666666666667,125,"all"
40420,5,4,552,0,1,1.70833333333333,6814,"all"
5114,NA,NA,NA,NA,NA,NA,3,"all"
6724,5,1,14,0,2.5,2.42857142857143,90,"all"
6252,NA,NA,NA,NA,NA,NA,19,"all"
1531,4,4,108,0,1,1.37962962962963,413,"all"
12923,5,7,258,0,1,1.84108527131783,3003,"all"
8633,2,2,2,0,2,2,23,"all"
9282,4,1,74,0,1,1.48648648648649,696,"all"
12887,5,3,56,0,1,1.83928571428571,719,"all"
3462,NA,NA,NA,NA,NA,NA,35,"all"
2612,5,2,45,0,2,2.02222222222222,650,"all"
13066,5,7,196,0,2,2.03571428571429,999,"all"
9445,5,1,199,0,1,1.37185929648241,4075,"all"
12667,5,29,266,0,2,2.09774436090226,3132,"all"
1597,5,2,269,0,2,1.77323420074349,1185,"all"
40138,5,2,138,0,1,1.77536231884058,358,"all"
17571,5,8,645,0,2,1.81085271317829,3504,"all"
8908,4,12,203,0,1,1.72906403940887,1775,"all"
11792,4,2,13,0,2,2,130,"all"
12574,5,1,57,0,2,2.15789473684211,2092,"all"
40187,4,9,76,0,1,1.81578947368421,777,"all"
15748,5,1,4,0,3.5,3.5,276,"all"
4345,5,12,795,0,2,2.15345911949686,5524,"all"
13902,4,5,82,0,2,1.85365853658537,662,"all"
14973,5,1,149,0,1,1.67114093959732,1222,"all"
9619,NA,NA,NA,NA,NA,NA,1,"all"
11253,5,4,85,0,1,1.87058823529412,432,"all"
1089,5,7,803,0,1,1.72976338729763,5828,"all"
3376,4,1,87,0,1,1.6551724137931,480,"all"
40318,5,3,434,0,2,1.71198156682028,3206,"all"
14241,5,5,567,0,1,1.73015873015873,3522,"all"
5584,5,3,248,0,2,1.87903225806452,1423,"all"
3299,4,3,79,0,1,1.41772151898734,684,"all"
2647,4,1,3,0,2,2.33333333333333,167,"all"
7154,NA,NA,NA,NA,NA,NA,1,"all"
16238,2,1,2,0,1.5,1.5,10,"all"
17570,NA,NA,NA,NA,NA,NA,1,"all"
1391,5,4,134,0,1,1.85074626865672,1284,"all"
12817,3,1,84,0,1,1.07142857142857,2624,"all"
11077,1,1,1,0,1,1,4,"all"
7625,4,4,292,0,1,1.21917808219178,1753,"all"
2954,NA,NA,NA,NA,NA,NA,1,"all"
11449,4,1,81,0,1,1.58024691358025,525,"all"
11398,2,1,37,0,1,1.02702702702703,437,"all"
40674,NA,NA,NA,NA,NA,NA,10,"all"
16077,NA,NA,NA,NA,NA,NA,7,"all"
11343,3,1,14,0,1.5,1.57142857142857,591,"all"
12007,3,6,25,0,1,1.72,234,"all"
13043,5,1,631,0,2,1.65768621236133,4518,"all"
40664,3,1,27,0,1,1.25925925925926,626,"all"
3236,2,2,11,0,1,1.18181818181818,348,"all"
16991,3,2,228,0,1,1.40789473684211,2202,"all"
3870,2,9,33,0,1,1.27272727272727,563,"all"
10638,2,25,57,0,1,1.43859649122807,613,"all"
17061,NA,NA,NA,NA,NA,NA,30,"all"
16378,1,1,1,0,1,1,2,"all"
17060,3,1,16,0,1,1.5,91,"all"
15438,3,13,180,0,1,1.42777777777778,1132,"all"
16275,3,2,27,0,1,1.51851851851852,204,"all"
17062,2,1,8,0,1,1.125,798,"all"
13215,4,2,138,0,1,1.19565217391304,3109,"all"
12012,2,5,12,0,1,1.41666666666667,220,"all"
4677,4,1,43,0,1,1.32558139534884,1433,"all"
10578,2,8,27,0,1,1.2962962962963,345,"all"
16404,4,2,168,0,1,1.44642857142857,1959,"all"
504,2,2,5,0,1,1.4,1197,"all"
10727,2,1,2,0,1.5,1.5,32,"all"
15431,5,1,560,0,1,1.36607142857143,5309,"all"
14454,5,1,484,0,1,1.27479338842975,7509,"all"
17118,3,1,4,0,1,1.5,100,"all"
15724,1,4,4,0,1,1,66,"all"
4065,NA,NA,NA,NA,NA,NA,10,"all"
16853,5,1,472,0,1,1.4385593220339,3655,"all"
14744,3,11,72,0,1,1.61111111111111,1082,"all"
15481,NA,NA,NA,NA,NA,NA,1,"all"
8210,5,1,214,0,1,1.67289719626168,1773,"all"
9289,2,1,4,0,1,1.25,181,"all"
40480,2,7,15,0,1,1.46666666666667,78,"all"
182,4,2,21,0,2,1.80952380952381,825,"all"
14185,2,1,4,0,1,1.25,49,"all"
17109,NA,NA,NA,NA,NA,NA,9,"all"
9246,3,5,626,0,1,1.21405750798722,6416,"all"
12985,4,4,102,0,1,1.32352941176471,1482,"all"
6818,2,3,7,0,1,1.42857142857143,85,"all"
15873,1,3,3,0,1,1,45,"all"
10784,4,1,34,0,2,1.73529411764706,460,"all"
9073,3,1,135,0,1,1.2,2104,"all"
16995,2,2,14,0,1,1.14285714285714,151,"all"
1583,4,9,69,0,1,1.94202898550725,2051,"all"
5667,1,1,1,0,1,1,11,"all"
315,3,1,38,0,1,1.23684210526316,1407,"all"
4610,3,1,74,0,1,1.25675675675676,411,"all"
7194,2,2,19,0,1,1.10526315789474,262,"all"
10045,NA,NA,NA,NA,NA,NA,3,"all"
10249,2,4,37,0,1,1.10810810810811,548,"all"
12932,2,1,5,0,1,1.2,58,"all"
1669,2,4,52,0,1,1.07692307692308,331,"all"
11132,2,1,4,0,1,1.25,75,"all"
11039,1,1,1,0,1,1,8,"all"
11040,3,2,160,0,1,1.125,1895,"all"
12849,5,1,50,0,1,1.16,596,"all"
11025,5,1,51,0,2,2.13725490196078,230,"all"
15356,2,2,6,0,1,1.33333333333333,281,"all"
10283,NA,NA,NA,NA,NA,NA,5,"all"
10333,NA,NA,NA,NA,NA,NA,1,"all"
4352,4,3,33,0,1,1.66666666666667,444,"all"
6835,1,1,1,0,1,1,4,"all"
8244,1,1,1,0,1,1,105,"all"
14011,NA,NA,NA,NA,NA,NA,17,"all"
10296,2,7,73,0,1,1.0958904109589,2591,"all"
945,1,1,1,0,1,1,69,"all"
5059,2,1,3,0,1,1.33333333333333,112,"all"
13313,1,2,2,0,1,1,14,"all"
572,1,3,3,0,1,1,29,"all"
4971,5,1,81,0,1,1.75308641975309,1933,"all"
17838,4,2,72,0,1,1.33333333333333,1154,"all"
40276,2,4,22,0,1,1.18181818181818,892,"all"
