"x"
40519
12833
14671
15666
10119
7609
15780
7951
16303
7449
6427
15465
7599
17039
5423
7116
5317
11881
7726
5299
5041
16716
7817
16975
8417
15396
5979
3512
2509
17552
7892
16505
7628
7586
17024
4718
3707
11710
2410
7859
8948
16219
5408
11046
3543
4493
1626
11433
7920
7907
4565
118
6848
13
10892
3023
15617
13960
11953
14977
8976
8611
738
6522
12102
3006
13677
13723
5171
15582
6987
122
17309
13685
6908
4673
7035
4829
11038
11734
6073
5853
7074
2040
6798
8885
5354
11828
9056
12600
8891
12109
6169
5863
1850
8583
16942
6579
9068
8863
6720
445
7384
13933
6830
2852
15509
2463
3446
11700
9571
10867
15713
15683
6253
12791
7276
1276
7561
15259
6759
40153
15654
17372
15753
1620
9070
1011
4081
19
6966
11388
5466
1638
11336
6620
5446
15815
678
2983
1072
16831
5997
2474
12492
12766
8449
4948
7270
8859
10247
721
365
12316
15712
10646
10147
3228
16465
7358
6529
5999
4023
1467
13532
6644
11495
9166
2725
4643
3253
7357
5924
15613
40432
11979
229
10582
9117
8849
7410
40500
7115
9380
40443
6104
6833
11942
10113
3495
15993
10622
16767
7861
13783
7107
1269
3235
2593
7680
10672
13189
15600
40145
7696
16203
4238
3917
11277
7297
17650
7167
12696
15482
2199
1489
7404
7033
15162
15630
9668
7431
9958
8709
1546
1198
9670
12734
2548
11929
14054
16019
7175
7660
2583
8943
11256
40434
7386
6955
6220
40582
17021
7732
16728
7582
9655
16662
12602
15627
14873
6887
15797
12280
17747
7316
2929
17487
17521
16486
5840
8773
13131
3749
4689
15616
17026
2807
15881
6547
7713
4067
4157
40446
15043
5937
5861
14974
14864
15012
17478
3933
14678
12194
3733
7824
12487
3668
742
40429
13914
15406
2406
14371
7725
684
7447
8213
8487
8485
13881
8209
10712
12498
40144
40596
40226
5234
6903
5824
17048
16507
5290
7730
7620
8429
2613
7077
14871
6448
12017
7534
301
7875
3848
1173
10145
11491
4990
13120
16786
2492
6227
9663
828
16396
8207
2480
9458
4839
22
12857
3663
13694
3320
11803
4806
23
205
8627
14062
9601
13112
12369
16439
2263
11864
7947
14325
15624
13102
8339
732
9387
11889
16120
1207
11385
7867
4847
7668
15813
6146
6366
1692
7551
17297
7419
605
7236
8190
16670
5428
12792
7147
8579
6170
5031
16524
10512
7895
11102
2435
8712
17396
13276
11726
14938
4837
12520
11960
5016
1604
1357
8610
8174
6273
5514
8710
12624
40444
14119
9042
3612
4759
12529
13298
10377
586
4692
10559
6989
16504
13976
11739
40626
13225
13812
9369
6375
4776
13036
2847
15208
647
2508
14982
2942
12010
7048
4737
15436
3781
321
17655
8175
4416
10042
12875
11931
10912
12560
12442
10637
11313
6653
6077
14252
4850
715
11402
11993
13734
14009
11873
11354
17132
9982
40181
14965
2717
16702
40447
3215
4243
980
15560
1775
6514
16676
6259
14989
8742
14948
652
12907
7319
2718
1706
9627
4838
16693
40496
10491
893
4680
6075
1742
6509
5605
10889
11166
8539
8563
4833
5288
8697
11996
12002
10896
12099
12040
5357
12953
12965
8846
8853
13157
761
2638
9402
16758
13811
17626
17637
10362
7923
12870
711
40581
17526
4709
13900
14114
40587
14908
17589
2419
14722
8595
17750
5572
5573
13081
3244
12845
17343
17798
3340
14085
13804
11151
13562
4676
14375
15187
17387
7916
13218
13355
2431
16931
6198
5174
2504
5464
8238
8413
5254
3657
6190
6777
6681
215
5941
1978
8856
3715
6101
6941
6389
3310
11415
4117
16701
10865
5256
1589
5883
7759
12800
8501
7347
7414
564
2957
8547
12049
40521
6333
12651
13519
13681
11769
4651
13872
15789
8331
4207
12511
2083
7683
1185
786
9963
13967
12078
17737
13904
7797
15695
10328
10623
5012
14894
4654
16368
1595
11793
11718
40568
16273
8613
14645
14128
13892
9955
1527
15944
8459
987
11096
5990
8124
6559
12547
10047
8444
10237
12354
5678
10514
10013
8519
12447
8556
8576
8577
2626
11200
11380
3233
13238
14052
14603
2749
2974
8905
10832
11183
40157
12840
104
978
4558
15883
9280
3294
9089
9323
13363
10107
14307
1568
8302
8533
17749
8847
891
5070
12753
12827
40497
1068
1836
140
13675
8436
13377
14585
14605
934
13729
12425
1492
1695
14156
14576
14616
8640
6126
17512
6586
40525
11954
13333
8214
7043
11176
11364
16860
15250
3728
1076
237
1321
6822
6072
6901
40242
6349
171
1046
3930
17641
11285
2992
13314
139
13697
12126
17158
12859
13315
15467
3765
17509
3951
14703
14711
15156
17363
10624
10764
11874
40616
11573
4842
6124
11729
6490
40566
161
17548
5608
419
7807
40501
10502
40654
13838
17584
11139
14513
13100
13146
12868
4849
13458
40514
1615
17643
11933
7181
3546
16789
10705
10169
12043
2902
5399
5405
5564
10813
17789
40159
17167
13973
1535
14144
14915
14188
14205
8356
9183
40353
40352
11225
10680
10799
609
989
12345
13924
14056
14204
14569
8985
9004
9948
10106
12051
12086
12130
17769
10379
14854
15466
4691
40190
1591
14472
14906
11801
8013
11160
11163
7139
14706
479
13637
16538
16669
9612
9618
16696
10594
6111
10845
14860
13243
294
15840
9271
8206
8218
10620
10182
14039
14098
272
11135
8090
8239
5185
17314
9962
12087
8457
6686
3760
438
12274
13241
846
3727
4630
2393
446
4343
12685
17635
11233
6483
5456
12120
7580
12852
6413
16193
16725
11202
11422
6207
5479
11732
13179
13335
902
262
302
