CODE_CBNA	MATURITY	LONGEVITY	HEIGHT	WOODY	DISPERSAL	LIGHT	LIGHT_TOLERANCE	SOIL	SOIL_TOLERANCE	GRAZ_MOW_TOLERANCE	PALATABILITY
6798			25.5	Herbaceous	2	5	1	2.5	1		
6801				Frutescent		5	1	2	1		
6805				Frutescent		4	1	3	1		
6810		10		unknown		3	2	2	1		
6818		1		Herbaceous		3	1	2	1		
6820			375	Frutescent	2	3	2	2	1		
6821				unknown	2						
6822				unknown	2						
6823		10	39	Suffrutescent	2	3	2	2	1		
6826				unknown		5	1	2	1		
6828		28		unknown		3	2	2	1		4
6829			20	Suffrutescent	1			1			4
6830		28	6	Suffrutescent	1	3	2	2	1		4
6833			24.25	Herbaceous	1	4	1	2	1		
6835		34	7	Herbaceous	3	3	2	2	1	1	
6848		8	104	Frutescent	3	3	2	2	1		
6862		9		unknown		4	2	2	1		
6865		10		Frutescent	3	3	2	2	1		
6876			90	Frutescent	2			2			
6877				Frutescent	2	4	1	1.5	1		
6881			70	Frutescent	3	4	2	2	1		
6883			10	Frutescent	2	3	2	2	1		
6884			127.5	Frutescent	3	3	2	3	1	1	
6887				Frutescent		3	2	2.5	1		
6894				unknown				2			
6895				Frutescent		3	2	3	1		
6899		2		unknown		3	2	2	1		
6900			45	Suffrutescent	2			2			
6901		2	45	Suffrutescent	2	3	2	2	1		
6903		3	40	Suffrutescent	2	3	2	2	1		
6908		12	26	Frutescent	2	4	2	2	1		
6912			80	Suffrutescent	2	4	1	3	1		
6928			75	Herbaceous	2	3	1	4	1	3	
6929				Herbaceous		3	2	3	1	3	
6932			35	Suffrutescent	3	3	1	2	1	1	
6939				Frutescent		4	1	2	1		
6941			73	unknown				2			
6944			7	Herbaceous	2	5	1	1.5	1	2	
6950		21	40	Suffrutescent	2	3	1	2	1	1	
6954		10		unknown		4	2	2	1		
6955		10	30	Suffrutescent	2	4	2	2	1		
6966		22	23	Suffrutescent	2	4	1	1.5	1	1	
6968		22		unknown		4	1	1	1	1	
6973				unknown		5	1	2	1		
6974				unknown		5	1	2	1		
6978		25	70	Frutescent	2	4	1	2	1		
6979		13	20	Suffrutescent	2	4	1	1.5	1	2	
6987			90	Frutescent	2	3	1	1.5	1		
6989		21	45	Suffrutescent	2	4	1	2	1	2	
6993		21		unknown		4	1	2	1	2	
6996			9	Frutescent	2	5	1	1.5	1		
7001				Herbaceous		4	1	3	1		
7003				Herbaceous		3	1	3	1		
7006	6		40.5	Herbaceous	2	4	2	2	1	2	4
7008			25	Suffrutescent	1			1			
7010			35	Herbaceous	2	4	2	2	1	2	
7014				Herbaceous		4	1	3	1		
7017		18		Herbaceous	3	4	1	3	1	2	
7032			10	Herbaceous	1			1			
7033	2	18	10	Herbaceous	7	4	1	2	1	2	4
7035		18	97	Frutescent	6	3	1	2	1		1
7042		30	277.5	Frutescent	4	3	1	3	1		
7043		30	700	Frutescent	4	3	1	2.5	1		
7046			30	Herbaceous	2	3	1	2.5	1		
7047			50	Herbaceous	2	4	1	2.5	1		
7048	1		22.5	Herbaceous	7	4	1	2	1		4
7053			25	Herbaceous	2	4	1	3	1		
7061			30	Herbaceous	7	4	1	2	1		
7063		12	150	Herbaceous	5	4	1	2	1	1	
7064	1		47.5	Herbaceous	7	3	1	3	1	1	
7065			20	Herbaceous		4	1	2.5	1		
7074			125	Herbaceous	7	4	1	2.5	1	1	
7077			14	Herbaceous		3	1	2	1		
7079			30	Herbaceous	2	3	1	2	1		
7089				unknown	2			2			
7091		2	55	Herbaceous		3	1	2	1		
7092	1		40	Herbaceous	2	4	1	2.5	1		
7093				Herbaceous		4	1	3	1		
7096			47.5	Herbaceous	2	3	1	3	1	2	
7098				Herbaceous		3	1	3	1	2	
7099				Herbaceous		4	1	2	1		
7100				Herbaceous		4	1	3	1		
7101			52.5	Herbaceous	2	4	1	2	1	2	
7102				Herbaceous		4	1	3	1		
7103			35	Herbaceous	2	4	1	2	1		
7107	2.5		30.3	Herbaceous	7	3	2	3	2	3	4
7109				Herbaceous		3	2	3	2	3	4
7113				Herbaceous		3	1	3	1		
7115			31	Herbaceous	2	3	1	2.5	1		
7116			25	Herbaceous	7	3	1	2.5	1		
7117	5	23	80	Herbaceous	2	3	1	2.5	1	2	
7122		23		unknown		3	1	3	1	2	
7125			52.5	Herbaceous	7	4	1	3	1		
7127			25	Herbaceous	2	2	1	2.5	1		
7128	1		27.5	Herbaceous	2	3	1	2	1		
7131				Herbaceous		3	1	2	1		
7133		1		Herbaceous		3	1	3	1		
7136			15	Herbaceous	1	5	1	1.5	1		
7139	3	13	4	Herbaceous	6	5	1	2.5	1	3	4
7140			15	Herbaceous	2	5	2	2	1	3	
7147	1	16	15	Herbaceous	7	4	1	3	1	3	4
7148				Herbaceous		4	1	3	1	3	4
7154		5		Herbaceous		4	1	2	1	2	4
7167			9	Herbaceous	2	4	2	2	1	2	
7171			20	Herbaceous	2	4	1	2.5	1	3	
7174				Herbaceous		5	2	2	1	2	
7175		6	6.75	Herbaceous	7	4	1	2	1	2	
7176		6		Herbaceous		4	1	2	1	2	
7177		6		Herbaceous		4	1	2	1	2	
7179				Herbaceous		5	2	2	1		
7181			38	Herbaceous	2	3	1	3.5	1	2	
7194				Herbaceous		4	1	3	1		
7195				Herbaceous		4	1	2	1		
7199				Herbaceous		4	1	2	1		
7205		2		Herbaceous		4	1	3	1		
7207				Herbaceous		4	1	2	1		
7212				Herbaceous		3	1	3	1	2	
7220			26.5	Herbaceous	6	4	1	3.5	1	2	
7227			12	Herbaceous	6	5	1	1.5	1		
7236	3	9	35	Herbaceous	7	4	1	2	1	3	4
7251				Herbaceous		5	1	3	1		
7263			6	Herbaceous				2			
7270	1	4	18	Herbaceous	7	3	1	3	1	4	4
7272		4		unknown		3	1	3	1	4	4
7276		2	13	Herbaceous	7	4	1	2	1		
7280		2		Herbaceous		4	1	2	1		
7292			20	Herbaceous	7	4	1	3	1		
7297			28	Herbaceous	7	4	1	3.5	1		
7316		1	15	Herbaceous	7	4	1	3	1		
7319		6	61.4	Herbaceous	6	4	1	3	1	3	4
7324				Herbaceous		5	1	2	1		
7346			35	Herbaceous				3			
7347	2	3	38	Herbaceous	7	4	1	3	1		
7348	2		86	Herbaceous	2	3	1	3	1	2	
7352				unknown		4	1	3	1	2	
7354				unknown		4	1	3	1	2	
7357			30.5	Herbaceous	2	4	1	2	1	2	
7358			42	Herbaceous	7	4	1	3	1	2	4
7363			15	Herbaceous	1	4	1	2	1	2	
7369		7	22.5	Herbaceous	6	4	1	1.5	1	2	
7372			15	Herbaceous	6			1			
7378	3	12	25	Herbaceous	7	4	1	2.5	1	2	4
7384			25	Herbaceous	3	4	1	1.5	1		
7386			20	Herbaceous	6	4	1	2	1	2	
7387		4	36.5	Herbaceous	7	4	1	2	1	3	4
7404		19	4.35	Suffrutescent	2	4	1	2	1		
7407			60	Frutescent	2	3	1	1.5	1		
7410			10	Suffrutescent	2	5	1	1.5	1		
7412		3	35	Suffrutescent	2	4	1	2	1		
7414		3	35	Herbaceous		4	1	1.5	1		
7419			10	Suffrutescent	2	4	1	1.5	1		
7422			5	Herbaceous	2	5	1	2	1		
7423				unknown	2						
7427		7	21.25	Herbaceous	2	3	1	2	1		
7431			21.5	Herbaceous	5	4	1	2	1	2	
7436		18		unknown		4	1	2	1	2	
7437		18		unknown		4	1	2	1	2	
7440				unknown		4	1	2	1	2	
7441			3	Herbaceous	2	4	1	1.5	1		
7443				Herbaceous		4	1	2	1		
7444				Herbaceous		4	1	2	1		
7447			15	Herbaceous	1			1			
7449	1		18	Herbaceous	2	3	1	1.5	1		
7453				unknown		4	1	3	1	2	
7478			6	Herbaceous	1	4	1	2	1	2	
7479			9.925	Herbaceous	2	4	1	2	1	2	
7480			10	Herbaceous	1	4	1	1.5	1		
7482				Herbaceous		4	1	2	1		
7486				Herbaceous		5	1	2	1	2	
7488			15	Herbaceous	1	4	1	1.5	1	2	
7489	3	22	2	Herbaceous	1	5	1	1.5	1	1	4
7490		14	6.5	Herbaceous	2	5	1	2	1	2	
7491			6	Herbaceous	1	4	1	1.5	1	2	
7498				Herbaceous		5	1	2	1	1	
7500		4	25	Herbaceous	2	3	1	1.5	1		
7511		1		unknown		3	1	3	1		
7513		1		Herbaceous		3	1	3	1		
7524				Herbaceous		3	1	3	1		
7526			40	Herbaceous	2	4	1	2.5	1		
7534		300	800	Frutescent	4	3	1	4	2		
7543			8	Herbaceous	6			2			
7551		3	39	Herbaceous	7	3	1	2	1	2	4
7554		250		Frutescent		4	1	3	1		
7561			166.5	Frutescent	2	3	1	3	1		
7579			21.5	Herbaceous	5	3	1	2	1	3	4
7580	3	50	6	Herbaceous	5	4	1	1.5	1	2	4
7582		1	20.5	Herbaceous	7	4	1	2	1	2	
7586	1	2	15	Herbaceous	5	4	1	1.5	1	2	
7587		2		Herbaceous		4	1	2	1		
7588				Herbaceous		4	1	2	1		
7589		2	30	Herbaceous	3	4	1	2	1	2	
7590	2	4	12.5	Herbaceous	6	4	1	2.5	1	2	4
7594			5	Herbaceous				1			
7599			21.5	Herbaceous	7	4	1	2	1	3	4
7603			10	Herbaceous				2			
7609			20	Herbaceous	3	4	1	2.5	1	4	
7612				Herbaceous	6	4	1	1.5	1	2	
7618			19.5	Herbaceous	4	4	1	2.5	1	3	4
7620			10	Herbaceous	6	4	1	2	1		
7622			20	Herbaceous	6	4	1	1.5	1		
7623	1		35	Herbaceous	7	4	1	3.5	1	4	
7624			20	Herbaceous	7	4	1	2.5	1	3	
7625			25	Herbaceous		4	1	4	1	4	
7626	1		27.5	Herbaceous	6	4	1	3.5	1	2	4
7627				unknown							4
7628			25	Herbaceous	7	4	1	2	1	2	
7642			5	Herbaceous	6			1			
7651		5	34	Herbaceous	6	3	1	2.5	1	2	4
7660	3	8	18.5	Herbaceous	7	4	1	2	1	2	4
7662				unknown							4
7663				unknown	6						
7666			9	Herbaceous	6	4	1	2.5	1	2	
7668			24.5	Herbaceous	7	4	1	2	1	2	4
7672	3	7	6.25	Herbaceous	3	5	1	2	1	2	4
7677				Herbaceous		4	1	3	1	2	
7680	2	5	24	Herbaceous	7	4	1	3	1	4	4
7683				unknown	6						4
7696	1	40	10	Herbaceous	7	4	1	4	1	4	4
7699		60		unknown		4	1	4	1	4	
7701		60		unknown		4	1	4	1	4	4
7702			20	Herbaceous	7	4	1	3.5	1	3	
7705				Herbaceous		4	1	4	1	3	
7709		6	44	Herbaceous	5	3	1	2	1	3	
7712	1	2	11	Herbaceous	3	4	1	2	1		4
7713	1		12	Herbaceous	6	4	1	2	1		
7714			11	Herbaceous	6			1			
7719	1		20	Herbaceous	7	4	1	2.5	1	2	4
7721			40	unknown							
7725			18	Herbaceous	7	5	1	2.5	1	2	
7726	1.5		16.5	Herbaceous	7	4	1	2	1	1	
7728				Herbaceous		4	1	2	1	1	
7730			9	Herbaceous	6	4	1	1.5	1	1	
7732			5	Herbaceous	6	4	1	1.5	1	3	
7736			1	Herbaceous	6			2			
7737			8	Herbaceous		4	1	1.5	1		
7739	3	14	2.5	Herbaceous	6	4	1	2.5	1	3	4
7749				Herbaceous		4	1	4	1		
7751			25	Herbaceous	2	5	1	4	1		
7754				Herbaceous		5	1	3.5	1		
7755				Herbaceous		4	1	3	1		
7757			15	Herbaceous	2	5	1	2.5	1		
7759			5	Herbaceous	2	4	1	2.5	1		
7767		15	110	Frutescent	3	3	1	3	1	2	
7770				unknown				3			
7774				unknown		3	1	2	1		
7778			60	Frutescent	2	4	1	2	1		
7786				Herbaceous		4	1	2	1		
7789				Herbaceous	2			4			
7791				Herbaceous		4	1	2	1		
7793				unknown		3	1	2	1		
7796	3		41	Herbaceous	7	3	1	3	1	2	4
7797				unknown				3			4
7801			50	Herbaceous	2	3	1	2.5	1	2	
7803			30	Herbaceous	2	4	1	1.5	1		
7807			110	Herbaceous	2	3	1	3	1		
7809	1		36	Herbaceous	2	4	1	2	1		
7810				Herbaceous		3	1	4	1		
7815				unknown		3	1	4	1		
7817	1	1	30	Herbaceous	6	4	1	3	1	2	4
7819			30	Herbaceous	2	3	1	3	1		
7824	1		11.5	Herbaceous	2	4	1	1	1		
7828	1		29	Herbaceous	2	3	1	2	1	3	
7830				Herbaceous		3	1	2	1	3	
7832				Herbaceous		4	1	3	1		
7836	1		40	Herbaceous	2	4	1	4	1		
7840		2	17	Herbaceous	7	4	1	2	1	2	4
7841				Herbaceous		3	1	2	1		
7842		1	40	Herbaceous		3	1	3	1		
7845			40	Herbaceous	2	3	1	3	1		
7846			30	Herbaceous	2	3	1	2	1		
7847			30	Herbaceous	2	3	1	3	1		
7848		3	150	Herbaceous	2	3	1	2	1		
7852			8	Herbaceous		4	1	1.5	1		
7854				Herbaceous		4	1	3	1	3	4
7857				Herbaceous		4	1	3	1	3	
7859			31.5	Herbaceous	7	4	1	2.5	1	3	
7861	1		40	Herbaceous	7	4	1	3	1	3	4
7862				Herbaceous		4	1	3	1	3	
7867			42.475	Herbaceous	7	3	1	3	1	3	4
7868			40	Herbaceous	2	4	1	4	1		
7871			75	Herbaceous	2	3	1	3	1		
7873				unknown	6	3	1	3	1	2	
7874				unknown		3	1	3	1	2	
7875			70	Herbaceous		3	1	2.5	1	2	
7877	1		32	Herbaceous	2	3	1	2.5	1		
7883	1		62.5	Herbaceous	5	3	1	3	1	2	
7888			62.5	Herbaceous	2	3	1	3	1	2	
7889			60	Herbaceous	2	3	1	3	1	2	
7890		70		unknown		3	2	3	1		
7892		3000	3000	Frutescent	6	3	1	2	1		
7895		300	3000	Frutescent	6	1	2	3	1		3
7898		200		Frutescent		4	1	2	1		
7899			80	Frutescent	6	4	1	1.5	1		
7900				Frutescent		4	1	2	1		
7902				Frutescent		3	1	2	1		
7903		500		Frutescent		3	2	2	1		
7905			1200	Frutescent	6						
7907		1500	800	Frutescent	6	2	2	2.5	1		
7908		1500		Frutescent		2	2	3	1		
7909		1500		Frutescent		2	2	3	1		
7914				Frutescent		4	1	3	1		
7916		1500	3750	Frutescent	6	3	1	2	1		
7918		1500		Frutescent		3	1	2	1		
7920		500		Frutescent		3	2	2	1		
7923		800	3500	Frutescent	6	3	1	2.5	1		
7927			2000	Frutescent	6	3	1	2.5	1		
7929				Frutescent							
7932				Frutescent		3	1	2	1		
7933				unknown							
7943			12	Herbaceous	5	4	1	1	1	1	
7944			15	Herbaceous	5			1			
7945		3		Herbaceous		4	1	1	1	1	
7947		3	35	Herbaceous	5	4	1	1.5	1	1	
7950		1	30	unknown		4	1	2	1	1	
7951			25	Herbaceous	5	4	1	2	1	1	
7958			22	Herbaceous	5	4	1	3	1	1	
7964				Herbaceous		4	1	3	1	1	
7966			13	Herbaceous	5	4	1	3	1	1	
7971			23	Herbaceous	5	5	1	2.5	1		
7973				Herbaceous		4	1	2	1	1	
7974				unknown				3			
7975			22	Herbaceous							
7992				Herbaceous		4	1	3	1		
8012				Herbaceous		4	1	3	1		
8013	5		4	Herbaceous	2	4	1	1.5	1	3	
8017	3		1.2	Herbaceous	2	5	1	1.5	1	3	2
8022			5	Herbaceous	2	5	1	2	1	3	
8023	15	15	52.5	Herbaceous	2	3	1	3	1	2	
8025			8	Herbaceous	2	4	1	2	1	2	
8026				unknown				2			
8028			4	Herbaceous	2	4	1	1.5	1	2	
8031			4	Herbaceous	2	5	1	2	1	2	
8035			70	Herbaceous	2	4	2	2	1	2	
8043		8	7.5	Herbaceous	3	5	1	1.5	1	3	
8044		8		Herbaceous		5	1	2	1	3	
8048	3	3	25	Herbaceous	7	3	2	2	1	2	
8049				unknown		4	1	2	1		
8058			15	Herbaceous	5	4	2	1.5	1	3	
8059	6	25	42.65	Herbaceous	6	4	1	2.5	1	2	2
8061		2	8	Herbaceous	1	4	1	2	1	2	
8066			1.6	Herbaceous	3	5	1	2	1	2	
8067				Herbaceous		4	1	4	1	2	
8069	3		26	Herbaceous	3	4	1	2.5	1	2	
8071				Herbaceous		4	1	2	1	2	
8072				unknown		5	1	2	1		
8075	6	15.5	7.5	Herbaceous	2	4	1	1.5	1	2	2
8077			41.5	Herbaceous	2	4	1	1.5	1	2	
8080			10	Herbaceous	3	4	1	2	1		
8081			1.1	Herbaceous	3	5	1	1.5	1		
8087				unknown		5	1	2	1		
8089			14	Herbaceous	3	4	1	2	1	1	
8090	1.5		4	Herbaceous	2	4	1	2	1	2	
8094				unknown		4	1	2	1		
8096				unknown		4	1	2	1	1	
8097	0.5		13	Herbaceous	7	4	1	2	1	2	
8098				unknown		4	1	2	1	2	
8099		1		unknown		4	1	2	1	2	
8100			12.5	Herbaceous	2	3	2	2	1	1	
8101	0.5		19.5	Herbaceous	3	4	1	2	1	2	
8103			10	Herbaceous	2	4	1	1.5	1	2	
8104		2	4.5	Herbaceous	2	4	1	3.5	1	2	
8108			26	Herbaceous	1	4	1	2.5	1	1	
8117				Herbaceous		5	1	2	1		
8122		1	40	Herbaceous	6	4	1	4	1		
8123				Herbaceous		4	1	3	1	2	
8124			9	Herbaceous	7	4	1	3	1	2	
8126				Herbaceous		4	1	3	1	2	
8129			15	Herbaceous	7	5	1	3	1		
8145			30	Herbaceous	6	4	2	4	1		
8152				Herbaceous		4	1	3	1		
8159				Herbaceous		5	1	2	1		
8166			11	Herbaceous	6	5	1	1.5	1		
8168				Herbaceous		3	2	4	1		
8174		2	27.5	Herbaceous	7	3	2	3	1	3	
8175		2	30	Herbaceous	7	4	1	3	1	3	
8176		2		Herbaceous		4	1	4	1		
8177				Herbaceous		3	1	3	1		
8185			22	Herbaceous	4	2	1	3	1		
8186			25	Herbaceous	6	3	1	2	1		
8190		2	16	Herbaceous	6	4	1	3	1	4	
8193		3	45.25	Herbaceous	6	2	1	3	1		4
8194	7		55	Herbaceous	6	3	1	3.5	1	2	
8197			44	Herbaceous	4	3	1	3.5	1	3	
8198				Herbaceous		3	1	4	1	3	
8200		2	46.5	Herbaceous		4	1	4	1	3	
8203			20	Herbaceous	7	4	2	4	1	4	
8204	2	4	41.5	Herbaceous	5	3	1	3.5	1	3	
8206			18	Herbaceous	4	3	1	3	1	2	
8207	1		30	Herbaceous	5	3	2	3.5	1		
8209			20.5	Herbaceous	5	4	1	3.5	1		
8210				unknown	4						
8213		2	24.75	Herbaceous	6	4	1	3	1		
8214	10	10	27	Herbaceous	4	3	1	2	1	1	
8215				unknown		3	1	4	1		
8218	5	20	31.6	Herbaceous	7	3	2	3.5	1	3	4
8221				Herbaceous		3	2	4	1	3	
8235			50	Frutescent	2	5	1	1	1	1	
8238		14	12.5	Herbaceous	2	4	1	1.5	1	2	
8239		60	1.725	Frutescent	2	5	1	1.5	1	2	1
8244		27	17	Suffrutescent	2	4	1	2	1	2	
8248			3	Frutescent	1	5	1	1	1		
8250		22	20	Herbaceous	1	5	1	1.5	1	2	
8256		62	112	Frutescent	6	3	1	3	1		
8258			112	Frutescent	6	2	1	4	1		
8259			150	Frutescent	6	3	1	4	1		3
8260			112	Frutescent	6	2	1	4	1		
8262		3		Frutescent		3	1	3	1		
8263			80	Frutescent	6	3	1	3.5	1		
8271				Herbaceous		4	1	2	1		
8276			100	Herbaceous	6	4	1	4	1		
8277			112.5	Herbaceous	6	4	1	3	1		
8281		200	2000	Frutescent	6	3	2	3	1		
8283			36.5	Herbaceous	1	4	1	3	1		
8285				Frutescent		3	1	3	1		
8289		17		Frutescent		3	1	3	1		
8292		2		Herbaceous		4	1	4	1		
8302			40	Suffrutescent	6	3	1	3	1		
8306				unknown		3	1	3	1		
8310		44	12	Suffrutescent	1	4	1	1.5	1		
8312			55	Herbaceous	2	3	1	3	1	2	
8313				Herbaceous		4	1	1	1		
8319				unknown		3	1	2	1		
8323	2	3	59	Herbaceous	2	3	1	3	1		
8324	1.5	4	7.5	Herbaceous	1	3	1	3	1		
8327			40	Suffrutescent	2	4	2	1.5	1		
8330	2.5	7	15	Herbaceous	1	3	2	2.5	1	2	4
8331		7		Herbaceous	1	3	2	3	1	2	
8335	2	7	50	Herbaceous	1	3	1	2	1		
8336				unknown		4	1	3	1	1	
8337			8.5	Herbaceous	1	4	1	1.5	1		
8339	1.5		46.5	Herbaceous	6	3	2	3	1	2	
8340				Herbaceous		4	1	2	1	1	
8342				Herbaceous		4	1	2	1	1	
8345	2		44	Herbaceous	2	3	1	1.5	1		
8351		3	27	Herbaceous	5	3	1	2.5	1		
8353		3		unknown		3	1	3	1		
8356			46.5	Herbaceous	2	3	2	3	1	1	
8359				Herbaceous		4	1	2	1		
8365				unknown				1			
8366			1.5	Suffrutescent	2	5	1	1.5	1		
8373			2	Herbaceous	7			4			
8374		13	6	Herbaceous	2	5	1	2.5	1		
8377		12	7	Herbaceous	7	4	1	4	1		
8379			12	Suffrutescent	6	4	1	4	1		
8398		1	1	Herbaceous		4	1	1.5	1		
8403		2		unknown		5	1	2	1		
8407			6	Herbaceous							
8410			2	Herbaceous	2	5	1	1.5	1		
8411		3		unknown		4	1	2	1		
8413		3	2	Herbaceous	2	4	1	1.5	1		
8415			1.2	Herbaceous	2	5	1	2	1		
8417	0.5		10.5	Herbaceous	6	4	1	3	1		
8425		4	11.5	Suffrutescent	1	5	1	2	1		
8427		4		unknown		5	1	1.5	1		
8429			7	Herbaceous	6	4	1	2.5	1		
8432				Herbaceous		4	1	3	1		
8436		160	1150	Frutescent	6	3	1	3.5	1		
8438				Frutescent		4	1	3	1		
8440		7	11.5	unknown		4	1	2	1	2	
8441		7	18	Herbaceous	6	4	1	1.5	1	2	
8444		6		unknown		4	1	1	1	2	
8445	1	6	20	Herbaceous	7	4	1	1	1	2	
8449		5	8	Herbaceous	7	4	1	2.5	1		
8450	1.5	4	17	Herbaceous	7	3	2	2.5	1	2	
8457		5	10	Herbaceous	5	4	1	1.5	1	3	
8459	1.5	5	20	Herbaceous	5	3	2	3	1	4	
8461			25	Frutescent	1	4	2	1	1		
8463				Herbaceous		4	1	5	1		
8465			60	Herbaceous	2	4	1	5	1		
8480		12	45	Herbaceous	6	3	2	3	1		
8484		4	33	Herbaceous	6	2	2	3	1		
8485			45	Herbaceous	6	3	2	3	1		
8487		11	22.25	Herbaceous	7	3	2	3	1		
8501		2	45	Herbaceous	6	3	2	2	1	2	
8503			25	Suffrutescent	1	4	1	2.5	1	2	
8504			21.75	Suffrutescent	1	4	1	2.5	1	2	
8509		2	31.5	Herbaceous	7	4	1	3	1		
8511				Herbaceous		3	1	4	1	2	
8518			17	Herbaceous	1	4	1	3	1		
8519		2		Herbaceous		4	1	3	1		
8525		1	42.5	Herbaceous	2	3	1	4	1	3	
8527			20	Herbaceous		5	1	2	1		
8528			25	Herbaceous	1	4	1	3	1		
8529				Herbaceous		3	1	5	1	2	
8533		3	40	Herbaceous	7	3	1	4.5	1	2	
8536		3		Herbaceous		3	1	5	1	2	
8539			20	Herbaceous	3	3	2	3	1	4	
8541				Herbaceous		3	2	3	1	4	
8543		9	9	Suffrutescent	1	4	1	2	1	2	
8547			36.5	Suffrutescent	2	4	1	1.5	1		
8549				unknown		5	1	2	1		
8555			35	Herbaceous	7	3	1	4.5	1	3	
8556			15	Herbaceous	7	4	1	4	1		
8560				unknown		1	1	3	1		
8562				unknown		1	1	3	1		
8563			29	Herbaceous	3	1	1	3	1		
8564				Herbaceous		4	2	2	1		
8570			35	Herbaceous	2	4	2	2	1		
8573			17.5	Herbaceous	7	4	1	4	1		
8576		10	38	Herbaceous	3	3	1	4.5	1	2	
8577	1	1	20	Herbaceous	7	4	1	4	1	2	
8578		35	35	Frutescent	2	3	1	2	1		
8579		35	34	unknown		3	1	1.5	1		
8583			50	Frutescent	2	4	1	1.5	1		
8593			62.5	Herbaceous	2	4	1	5	1		
8594				unknown		3	1	4	1		
8595			60	Herbaceous	3	3	1	3.5	1	2	
8597				Herbaceous		3	1	4	1	2	
8602				Herbaceous		5	1	3	1		
8603		4	45	Suffrutescent	2	4	1	4.5	1		
8608			49	Herbaceous	2	3	1	4	1	1	
8610				unknown		3	1	3.5	1	1	
8611		6	32.5	Herbaceous	2	3	1	2	1	1	
8612			45	Herbaceous	7	3	1	3	1	2	
8613		1		unknown		3	1	3	1	2	
8620	2	4	27.5	Herbaceous	1	3	1	4	1	2	
8627		3	61.5	Herbaceous	6	3	1	4	1	3	
8630			20	Herbaceous	6	3	1	3.5	1	1	
8631				unknown		4	1	4	1	4	
8633				unknown		4	1	4	1	3	
8638			50	Herbaceous	6	4	1	4	1	3	
8640				unknown		4	1	4	1	3	
8674			14	Frutescent	1	5	1	1	1		
8678		2	65	Herbaceous	2	4	1	4	1		
8685		8	34.25	Suffrutescent	2	4	1	2	1		
8686			75	Herbaceous	2	3	2	3	1		
8688				Herbaceous		4	1	3	1		
8691				unknown		4	1	3	1		
8693	1	9	38	Herbaceous	1	3	1	3	1	2	4
8697		10	36	unknown		3	1	2.5	1	2	
8699			40	Herbaceous	2	5	2	2	1		
8700		3		unknown		4	1	2	1		
8706		6	17	Herbaceous	7	4	1	2	1	2	
8709			17	Herbaceous	1	5	1	2	1	4	
8710		4	13.5	Herbaceous	1	4	1	2	1		
8712	0.5		15	Herbaceous	7	4	1	2.5	1	4	
8716			60	Frutescent	2	3	1	1.5	1		
8717	2		70.5	Herbaceous	6	4	1	4	2		
8722		11	49	Herbaceous	6	2	1	3.5	1		
8736			49	Frutescent	2	4	1	2	1		
8742	3	10	34	Herbaceous	6	4	1	2	1	2	4
8744		9		Herbaceous		4	1	2	1	2	
8745		4	60	Herbaceous	7	4	1	3	1	1	
8747				Herbaceous		4	1	4	1	1	
8748				unknown		4	1	3	1		
8750			30	Herbaceous	2	4	1	2.5	1	1	
8753		8	40	Herbaceous	7	4	1	4	1	1	
8769			13	Herbaceous	1	4	1	3.5	1		
8773		25	16	Frutescent	1	4	1	1.5	1		
8779		28	2.8	Herbaceous	2	5	1	1.5	1	1	
8780				Herbaceous		3	1	4	1		
8782			33	Herbaceous	2	3	1	3	1	1	
8784			25	Herbaceous	2	3	1	4	1	1	
8785			14	Herbaceous	1	3	1	2.5	1	1	
8797				unknown		5	2	2	1		
8802		15	25	Suffrutescent	4	4	1	2	1		
8808			30	Herbaceous	2	4	1	4	1		
8811			17	Suffrutescent	1			1			
8813			10	Herbaceous	1	5	1	2.5	1		
8815				unknown		5	2	2	1		
8817			31.5	Herbaceous	6	3	1	3	1	2	
8819				Herbaceous		3	1	3	1	2	
8821		2	35.5	Herbaceous	7	3	1	3.5	1		
8822		2	19	Herbaceous	6	4	1	3.5	1		
8824			16.5	Herbaceous	6	4	1	3.5	1		
8826				unknown		4	1	4	1		
8830				Herbaceous		4	1	3	1		
8832	2	4	55	Herbaceous	6	4	1	3	1		
8835			35	Herbaceous	6	5	1	2.5	1		
8846			39	Herbaceous	4	4	1	2.5	1	2	
8847			61.5	Herbaceous	6	3	1	3	1	2	
8848			8	Herbaceous	6	3	1	2	1	2	
8849	3	10	7.5	Herbaceous	7	4	1	1.5	1	2	4
8850				unknown		4	1	2	1		
8851		10		unknown		4	1	2	1	2	
8853		3	51.5	Herbaceous	6	3	1	4	1		
8856		22	15.25	Suffrutescent	1	4	1	1.5	1		
8859			16	Herbaceous	1	4	1	2	1	1	
8863	6	11.5	8.25	Suffrutescent	6	3	1	2	1	2	4
8867		9		unknown		3	1	2	1	2	
8874			50	Frutescent	2	5	1	1	1	1	
8875				unknown		5	1	1.5	1	1	
8880			25	Suffrutescent	1	5	2	2	1		
8885		18	11	Suffrutescent	6	4	1	1.5	1	1	
8887			20	Suffrutescent	1	4	1	2	1		
8891				unknown		4	1	1.5	1		
8898			2	Suffrutescent	1	4	1	2	1		
8901				Herbaceous		4	1	3	1	2	
8903			20	Herbaceous	1	4	1	3	1	2	
8904				Herbaceous		4	1	3	1	2	
8905		5	24	Suffrutescent	4	3	1	2	1	1	
8908				unknown		4	1	2	1	2	
