CODE_CBNA	SPECIES	TYPE	PFG_ALL	PFG_DETERM	maturity	longevity	height	dispersal	dispersal_dist	palatability	light	SEED_MASS	LEAF_AREA	SLA	SLA_avg	LDMC	LDMC_avg	ELLTEMP	ELLMOIST	ELLPH	ELLNIT	ELLLITE	ELLLITE2	REPRO	FOLIAGE	DISP	FLORAISON	FRUIT	INFLO	MOWTOL	NUTR	ROOTDEPTH	WOODY	Chamaephyte	Geophyte	Helophyte	Hemicryptophyte	Hydrohemicryptophyte	Phanerophyte	Therophyte	decidous	evergreen	green.only.from.autumn.to.springtime	partly.wintergreen	pre.summergreen	wintergreen	without.green.leaves..full.parasites.or.saprophytes.	by.seed.and.vegetatively	by.seed.by.spore	mostly.by.seed.and.rarely.vegetatively	mostly.vegetatively.and.rarely.by.seed	vegetatively	bulb	fleshy.basal.leaves	hypocotyl.tuber	inconspicuous.reserve.organ	many.thick.non.lignified.roots	no.special.organ.to.store.energy	rhizome.tuber	rhizome.with.fleshy.organs	root.swelling	root.tuber	thick.lignified.main.roots	thick.rhizome	above.ground.runners	above.ground.shoots	basal.lateral.shoots	below.ground.runners	bulbils	bulbs	creeping.rhizome	creeping.shoots.or.espaliers	cushions	no.vegetative.dispersal.parts	root.shoots	tussocks..tufts
10352	Primula_latifolia	C	C3	C3	5	NA	4.24264068711928	1	2.71828182845905	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Capsule	umbel	NA	Chlorophyllian	NA	wood	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10359	Primula_pedemontana subsp.pedemontana	C	C3	NA	5	NA	3.87298334620742	1	2.71828182845905	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pers	wind	sp	Capsule	umbel	0	Chlorophyllian	NA	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
4361	Pritzelago_alpina subsp.alpina	C	C3	C3	3	NA	2	1	2.71828182845905	1	8	0.47143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	nopers	wind	sp	Siliqua	raceme	0	Chlorophyllian	NA	herb	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6483	Rhododendron_ferrugineum	C	C3	C3	11	202	7.07106781186548	1	2.71828182845905	0	7	0.0266666666666667	NA	NA	NA	NA	NA	3	6	2	2	7	m	seed	pers	wind	sp	Capsule	umbel	0	Chlorophyllian	1.5	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
5327	Sagina_glabra	C	C3	C3	3	NA	1.4142135623731	1	2.71828182845905	1	8	0.008833333	0.025	15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	nopers	wind	su	Capsule	cyme	0	Chlorophyllian	NA	herb	1	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5343	Sagina_saginoides	C	C3	C3	3	45	1.4142135623731	6	403.428793492735	1	8	0.0410814285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	nopers	animal	sp	Capsule	cyme	4	Chlorophyllian	NA	herb	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12060	Salix_herbacea	C	C3	C3	5	35	1.4142135623731	5	148.413159102577	0	8	0.21073333335	1.11054333333333	20.9560587985714	21.0280293992857	318.0502465	318.0502465	3	7	3.25	3	7	m	seed	nopers	wind	su	Capsule	spike	2	Chlorophyllian	NA	wood	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
12086	Salix_reticulata	C	C3	C3	5	65	2	5	148.413159102577	0	7	0.117729166625	2.1566013072	9.95753793857143	9.95753793857143	338.9800566	338.9800566	2.5	6	8.5	3.5	7	m	seed	nopers	wind	su	Capsule	spike	2	Chlorophyllian	2	wood	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
12087	Salix_retusa	C	C3	C3	5	77	1.4142135623731	5	148.413159102577	0	7	0.293111111	1.299019608	12.7789967	12.7789967	298.074965	298.074965	2	6	8	4	7	m	seed	nopers	wind	sp	Capsule	spike	2	Chlorophyllian	3.5	wood	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
12144	Saxifraga_bryoides	C	C3	C3	5	14	3	4	54.5981500331442	0	9	0.03	NA	NA	18.2	NA	NA	1	5	3	2	9	i	seed	pers	wind	su	Capsule	raceme	0	Chlorophyllian	1	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12178	Saxifraga_exarata	C	C3	C3	5	16	2.82842712474619	4	54.5981500331442	0	8	0.028635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pers	wind	su	Capsule	NA	0	Chlorophyllian	NA	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
6104	Sedum_album	C	C3	C3	3	7	3.46410161513775	1	2.71828182845905	1	8	0.0278	0.24	15.12	15.12	49.7	49.7	NA	2.5	NA	1.5	8	i	seed	nopers	wind	sp	Follicle	cyme	0	Chlorophyllian	NA	herb	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6107	Sedum_alpestre	C	C3	C3	3	4	2.23606797749979	1	2.71828182845905	1	8	0.0215	0.075	10.7	12.4	NA	NA	2	5	4	2	8	m	seed	nopers	wind	su	Follicle	cyme	0	Chlorophyllian	1	herb	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6126	Sedum_dasyphyllum	C	C3	C3	3	5	2.82842712474619	2	7.38905609893065	1	7	0.026	0.2	24.2	24.2	25.24	25.24	NA	3	NA	NA	7	m	seed	nopers	wind	sp	Follicle	cyme	0	Chlorophyllian	1	herb	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
5361	Silene_acaulis	C	C3	C3	3	252	2.82842712474619	1	2.71828182845905	0	8	0.302177884368421	0.0875454545454546	16.43	12.715	NA	NA	1	4.33333333333333	7.33333333333333	1	8	i	seed	pers	wind	sp	Capsule	NA	2	Chlorophyllian	2	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
5363	Silene_acaulis subsp.bryoides	C	C3	C3	3	20	2.64575131106459	1	2.71828182845905	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pers	wind	su	Capsule	cyme	2	Chlorophyllian	2	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
3316	Alnus_alnobetula	C	C4	C4	11	64	14.142135623731	4	54.5981500331442	2	6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	nopers	wind	sp	Achene	spike	1	Chlorophyllian	3.5	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
11038	Amelanchier_ovalis	C	C4	C4	5	NA	15.8113883008419	6	403.428793492735	2	8	133.833333333333	4.435	11.335	11.3175	NA	NA	NA	3	NA	3	7	m	seed	nopers	animal	sp	Drupe	NA	0	Chlorophyllian	NA	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
6073	Cornus_sanguinea	C	C4	C4	5	80	14.142135623731	6	403.428793492735	2	6	72.0864166666667	15.5920833325	21.0305115366667	18.8052557683333	NA	255	5	5	7	NA	7	m	seed	nopers	animal	sp	Drupe	corymb	0	Chlorophyllian	3.5	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
6077	Corylus_avellana	C	C4	C4	5	200	15.8113883008419	6	403.428793492735	2	5	1086.85272727273	38.2275496033333	22.846554856	21.042027428	NA	283.75	5	NA	NA	5.33333333333333	5	s	seed	nopers	wind	sp	Achene	spike	0	Chlorophyllian	5	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
11102	Crataegus_monogyna	C	C4	C4	5	300	17.3205080756888	6	403.428793492735	3	7	148.974264	5.5081944445	10.4155648744444	11.1077824372222	NA	336.142857142857	5	4.5	7.5	5	6	m	seed	nopers	animal	sp	Drupe	corymb	0	Chlorophyllian	2.5	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
17297	Juniperus_communis	C	C4	C4	11	544	15.8113883008419	6	403.428793492735	2	8	18.8526923076923	NA	7.74666666666667	6.92333333333333	NA	509.24	NA	4.33333333333333	5	3	8	m	seed	pers	animal	sp	Berry	spike	0	Chlorophyllian	4.5	wood	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4837	Lonicera_xylosteum	C	C4	C4	11	48	11.4017542509914	6	403.428793492735	2	5	100.0332	14.6775	28.9486945571429	26.3910139452381	259.083286416667	259.083286416667	6	5	7	6	5	s	seed	nopers	animal	sp	Berry	cyme	0	Chlorophyllian	3.5	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
8259	Ribes_petraeum	C	C4	C4	5	NA	12.2474487139159	6	403.428793492735	2	5	3.6945	NA	NA	NA	NA	NA	3	5	6	7	5	s	seed	nopers	animal	sp	Berry	raceme	0	Chlorophyllian	NA	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
11422	Rosa_pendulina	C	C4	C4	5	30	12.2474487139159	6	403.428793492735	2	5	170.201	23.35	22.24	22.24	339.89	339.89	4	5	7	6	7	m	seed	nopers	animal	sp	Achene	corymb	0	Chlorophyllian	NA	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
12062	Salix_laggeri	C	C4	C4	11	NA	14.142135623731	5	148.413159102577	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nopers	wind	sp	Capsule	spike	0	Chlorophyllian	NA	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
12078	Salix_purpurea	C	C4	NA	11	NA	17.3205080756888	5	148.413159102577	2	8	0.09	NA	9.5	9.5	NA	NA	4.5	8	6.33333333333333	5	7	m	seed	nopers	wind	sp	Capsule	spike	0	Chlorophyllian	3.5	wood	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
6423	Arctostaphylos_uva-ursi subsp.crassifolius	C	C5	C5	5	60	7.24568837309472	6	403.428793492735	0	6	150	1.871875	5.05128863992308	5.05128863992308	493.366855916667	493.366855916667	NA	3	NA	2	6	m	NA	pers	animal	sp	Berry	umbel	0	Chlorophyllian	3	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
6427	Calluna_vulgaris	C	C5	C5	5	58	6.12372435695795	6	403.428793492735	0	6	0.02645	0.0099824	10.6145	11.5135	NA	287	NA	NA	1.25	1.25	7	m	seed	pers	animal	su	Capsule	raceme	1	Chlorophyllian	1.5	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
7035	Hippocrepis_emerus	C	C5	C5	5	18	10	6	403.428793492735	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	nopers	wind	sp	Pod	umbel	0	Chlorophyllian	NA	wood	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
6490	Vaccinium_myrtillus	C	C6	C6	5	76	5	7	1096.63315842846	2	6	48.265296	0.784922222233333	22.2464447166667	19.1732223583333	457.23	361.115	NA	6	2	2.66666666666667	5	s	veget	nopers	animal	sp	Berry	raceme	2	Chlorophyllian	1.5	wood	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
6495	Vaccinium_vitis-idaea subsp.vitis-idaea	C	C6	C6	5	109	3.46410161513775	7	1096.63315842846	2	6	30.7330444444444	0.94464656521739	6.88614896522727	7.6247411492803	421.9099485	348.82997425	NA	NA	2	1	5	s	veget	pers	animal	sp	Berry	raceme	2	Chlorophyllian	1.5	wood	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
796	Achillea_nana	H	H1	H1	3	7	3.16227766016838	1	2.71828182845905	3	8	0.2	2.245475	15.2984112275	15.2984112275	198.201095583333	198.201095583333	NA	NA	NA	NA	8	m	seed	nopers	wind	su	Achene	corymb	1	Chlorophyllian	3	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
15307	Agrostis_alpina	H	H1	H1	3	NA	4.47213595499958	3	20.0855369231877	3	8	0.1	NA	NA	NA	NA	NA	2	5	6	4	8	m	seed	nopers	wind	su	Caryopsis	panicle	0	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
15351	Agrostis_rupestris	H	H1	H1	3	NA	3.46410161513775	3	20.0855369231877	3	8	0.0997333333333333	0.6	8.1	11.8	NA	NA	6	8	4	NA	8	m	seed	nopers	wind	su	Caryopsis	panicle	2	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
11004	Alchemilla_pentaphyllea	H	H1	NA	3	3	1.4142135623731	6	403.428793492735	3	8	0.31125	2.181337358	23.31560511	23.31560511	268.975890823077	268.975890823077	NA	NA	NA	NA	8	m	NA	nopers	animal	su	Achene	solitary	0	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
15427	Alopecurus_alpinus	H	H1	H1	3	NA	4.47213595499958	3	20.0855369231877	3	8	0.207777778	1.90935654	17.10972504	17.10972504	245.8744152	245.8744152	NA	NA	NA	NA	8	m	NA	nopers	wind	su	Caryopsis	spike	3	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
902	Arnica_montana	H	H1	H1	3	3	5.47722557505166	3	20.0855369231877	3	7	1.48375	12.332254902	17.6266666666667	17.5433333333333	120.31	144.025	4	5	3	2	8	m	seed	nopers	wind	sp	Achene	solitary	2	Chlorophyllian	2.5	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
6725	Astragalus_alpinus	H	H1	H1	3	12	3.16227766016838	2	7.38905609893065	3	8	1.98333333333333	2.535	24.51	20.205	181.02	181.02	2	4	6	2	8	i	seed	nopers	animal	su	Pod	solitary	3	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
199	Athamanta_cretensis	H	H1	H1	3	4	4.47213595499958	1	2.71828182845905	3	8	2.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	m	seed	nopers	wind	sp	Achene	umbel	0	Chlorophyllian	4	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
15608	Avenula_versicolor subsp.versicolor	H	H1	H1	3	NA	4.47213595499958	4	54.5981500331442	3	8	1.166666667	1.83576923076923	19.7057758292308	19.7057758292308	311.629627	311.629627	NA	NA	NA	NA	8	m	NA	nopers	wind	su	Caryopsis	panicle	2	Chlorophyllian	1	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
4637	Campanula_cochleariifolia	H	H1	H1	3	16	2.82842712474619	1	2.71828182845905	3	8	NA	NA	NA	NA	NA	NA	3	7	NA	3	8	m	seed	nopers	wind	sp	Capsule	cyme	0	Chlorophyllian	1	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
13871	Carex_capillaris	H	H1	H1	3	NA	3.16227766016838	2	7.38905609893065	3	8	0.555909090909091	0.33	13.23	13.23	404.62	404.62	4	7	7.5	1.5	8	i	seed	nopers	wind	sp	Achene	spike	0	Chlorophyllian	1	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
13887	Carex_curvula	H	H1	H1	3	NA	4.24264068711928	2	7.38905609893065	3	9	2.1092	NA	NA	8.8	NA	NA	NA	NA	NA	NA	9	i	NA	nopers	wind	su	Achene	NA	3	Chlorophyllian	2.5	herb	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
13916	Carex_echinata	H	H1	NA	3	NA	4.47213595499958	6	403.428793492735	3	8	0.7666	2.18	18.85	16.175	NA	365.5	NA	9	NA	3.5	8	m	seed	nopers	animal	sp	Achene	spike	2	Chlorophyllian	1.5	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
13945	Carex_foetida	H	H1	H1	3	NA	3.87298334620742	3	20.0855369231877	3	8	0.39775	2.8	19.223176635	19.223176635	261.063614	261.063614	NA	NA	NA	NA	8	m	NA	nopers	wind	su	Achene	spike	2	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
13946	Carex_frigida	H	H1	H1	3	NA	5	2	7.38905609893065	3	8	0.3313475	2.94	27.9	27.9	210.13	210.13	NA	NA	NA	NA	8	m	seed	nopers	wind	sp	Achene	spike	2	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
14024	Carex_nigra	H	H1	H1	3	NA	6.32455532033676	2	7.38905609893065	3	8	0.71595	4.246528125	21.9117175666667	19.0683587833333	336.785479214286	331.627739607143	6	8	4.25	3	7	m	seed	nopers	animal	sp	Achene	spike	2	Chlorophyllian	2.5	herb	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
14054	Carex_panicea	H	H1	H1	3	NA	4.47213595499958	2	7.38905609893065	3	8	2.34374	3.665	21.25	20.56875	NA	380.47	5	8.25	5.33333333333333	4.5	7	m	seed	nopers	wind	sp	Achene	spike	2	Chlorophyllian	1.5	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
14091	Carex_rupestris	H	H1	H1	3	NA	5.24404424085076	2	7.38905609893065	3	9	0.643333333	0.535	10.7456750866667	10.7456750866667	368.39872095	368.39872095	5	4.5	6.5	3.5	6	m	seed	nopers	wind	su	Achene	spike	0	Chlorophyllian	NA	herb	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1680	Doronicum_grandiflorum	H	H1	H1	3	6	5.91607978309962	5	148.413159102577	3	8	NA	NA	NA	NA	NA	NA	2	5	9	3	8	m	seed	nopers	wind	su	Achene	raceme	0	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
9270	Epilobium_anagallidifolium	H	H1	H1	3	NA	2.82842712474619	5	148.413159102577	3	8	0.0645	0.236	21.33	21.33	335.27	335.27	2	7.33333333333333	5.5	3.5	8	m	seed	nopers	wind	sp	Capsule	raceme	0	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14204	Eriophorum_latifolium	H	H1	H1	3	NA	6.6332495807108	3	20.0855369231877	3	8	0.807716666625	3.85333333333333	15.75	15.75	293.776666666667	293.776666666667	NA	9	7.5	2	8	i	seed	nopers	wind	sp	Achene	spike	2	Chlorophyllian	3	herb	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14205	Eriophorum_polystachion	H	H1	H1	3	NA	6.32455532033676	5	148.413159102577	3	8	NA	NA	NA	NA	NA	NA	NA	9	4	2	8	m	NA	nopers	wind	sp	Achene	NA	2	Chlorophyllian	3	herb	0	1	1	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
14209	Eriophorum_scheuchzeri	H	H1	H1	3	NA	4.47213595499958	5	148.413159102577	3	9	0.62	NA	NA	NA	NA	NA	2	9	4	2	9	i	seed	nopers	wind	sp	Achene	solitary	1	Chlorophyllian	NA	herb	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
16078	Festuca_halleri subsp.halleri	H	H1	H1	3	NA	3.87298334620742	3	20.0855369231877	3	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nopers	wind	su	Caryopsis	panicle	2	Chlorophyllian	1	herb	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
16216	Festuca_quadriflora	H	H1	H1	3	NA	4.47213595499958	4	54.5981500331442	3	8	0.278	0.6	10.2	10.2	NA	NA	NA	NA	NA	NA	NA	NA	seed	nopers	wind	su	Caryopsis	panicle	2	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8075	Gentiana_punctata	H	H1	H1	5	15	6.32455532033676	1	2.71828182845905	1	8	0.6885	67.59508125	18.1086064641667	18.1086064641667	198.142706083333	198.142706083333	2	5	2	2	8	m	seed	nopers	wind	su	Capsule	solitary	2	Chlorophyllian	2.5	herb	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
11160	Geum_montanum	H	H1	H1	3	10	3.16227766016838	3	20.0855369231877	3	8	1.5315625	8.525984838	12.73	12.065	NA	NA	2	5	2	2	7	m	seed	nopers	wind	sp	Achene	cyme	3	Chlorophyllian	1	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
11162	Geum_reptans	H	H1	H1	3	30	3.16227766016838	3	20.0855369231877	3	8	0.81429166675	7.30916666666667	15.2406208476923	11.4703104238462	238.25428825	238.25428825	1	5	2	2	9	i	seed	nopers	wind	su	Achene	cyme	0	Chlorophyllian	1	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
2035	Hieracium_glaciale	H	H1	H1	3	NA	3.87298334620742	3	20.0855369231877	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nopers	wind	su	Achene	raceme	3	Chlorophyllian	NA	herb	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
