code_cbna	libelle
16765	Poa perconcinna Edmonston
16782	Poa supina Schrader
16788	Poa trivialis L. subsp. sylvicola (Guss.) H. Lindb. fil.
16806	Pseudosasa japonica (Siebold & Zuccarini ex Steudel) M
16811	Puccinellia distans (L.) Parl.
16815	Puccinellia fasciculata (Torrey) E.P. Bicknell
16828	Roegneria canina (L.) Nevski
16831	Rostraria cristata (L.) Tzvelev
16846	Sclerochloa dura (L.) P. Beauv.
16853	Secale cereale L.
16858	Sesleria argentea (Savi) Savi
16860	Sesleria caerulea (L.) Ard., non sensu 4
16868	Sesleria ovata (Hoppe) Kerner
16870	Setaria adhaerens (Forsskål) Chiov.
16876	Setaria faberi F. Hermann
16881	Setaria italica (L.) P. Beauv.
16884	Setaria parviflora (Poiret) KerguÚlen
16885	Setaria pumila (Poiret) Roemer & Schultes
16887	Setaria verticillata (L.) P. Beauv.
16889	Setaria verticillata (L.) P. Beauv. var. ambigua (Guss.) Parl.
16893	Setaria viridis (L.) P. Beauv. subsp. pycnocoma (Steudel) Tzvelev
16894	Setaria viridis (L.) P. Beauv. subsp. viridis
16896	Sorghum bicolor (L.) Moench
16897	Sorghum halepense (L.) Pers.
16916	Sporobolus indicus (L.) R. Br.
16917	Sporobolus neglectus Nash
16926	Stipa bromoides (L.) D÷rfler
16931	Stipa eriocaulis Borbás
16932	Stipa eriocaulis Borbás subsp. eriocaulis
16933	Stipa eriocaulis Borbás subsp. lutetiana H. Scholz
16942	Stipa offneri Breistr.
16945	Stipa pennata L.
16959	Tragus racemosus (L.) All.
16968	Trisetum distichophyllum (Vill.) P. Beauv. ex Roemer &
16977	Trisetum flavescens (L.) P. Beauv. subsp. purpurascens (DC.) Arcangeli
16986	Trisetum spicatum (L.) K. Richter subsp. ovatipaniculatum HultÚn ex Jonsell
16991	Triticum aestivum L.
16995	Triticum durum Desf.
17021	Ventenata dubia (Leers) Cosson & Durieu
17024	Vulpia bromoides (L.) S.F. Gray
17026	Vulpia ciliata Dumort.
17034	Vulpia ligustica (All.) Link
17038	Vulpia muralis (Kunth) Nees
17039	Vulpia myuros (L.) C.C. Gmelin
17048	Vulpia unilateralis (L.) Stace
17062	Zea mays L.
17064	Heteranthera limosa (Swartz) Willd.
17065	Heteranthera reniformis Ruiz & Pavon
17066	Pontederia cordata L.
17074	Groenlandia densa (L.) Fourr.
17076	Potamogeton alpinus Balbis
17077	Potamogeton berchtoldii Fieber
17079	Potamogeton coloratus Hornem.
17081	Potamogeton crispus L.
17084	Potamogeton filiformis Pers.
17085	Potamogeton friesii Rupr.
17086	Potamogeton gramineus L.
17092	Potamogeton lucens L.
17097	Potamogeton natans L.
17099	Potamogeton nodosus Poiret
17101	Potamogeton obtusifolius Mert. & Koch
17103	Potamogeton pectinatus L.
17104	Potamogeton perfoliatus L.
17109	Potamogeton pusillus L.
17118	Potamogeton trichoides Cham. & Schlecht.
17132	Ruscus aculeatus L.
17134	Ruscus hypophyllum L.
17139	Smilax aspera L.
17144	Sparganium angustifolium Michaux
17146	Sparganium emersum Rehmann
17147	Sparganium erectum L.
17148	Sparganium erectum L. subsp. erectum
17150	Sparganium erectum L. subsp. neglectum (Beeby) K. Richter
17151	Sparganium minimum Wallr.
17158	Paris quadrifolia L.
17161	Typha angustifolia L.
17165	Typha domingensis (Pers.) Steudel
17167	Typha latifolia L.
17168	Typha laxmannii Lepechin
17175	Typha shuttleworthii Koch & Sonder
17188	Zannichellia palustris L.
17190	Zannichellia palustris L. subsp. pedicellata (Wahlenb. & RosÚn) Arcangeli
17195	Zannichellia peltata Bertol.
17285	Chamaecyparis lawsoniana (A. Murray) Parl.
17296	Cupressus sempervirens L.
17297	Juniperus communis L.
17309	Juniperus oxycedrus L. subsp. oxycedrus
17311	Juniperus phoenicea L. subsp. phoenicea
17313	Juniperus sabina L.
17314	Juniperus sibirica Loddiges in Burgsd.
17315	Juniperus thurifera L.
17319	Platycladus orientalis (L.) Franco
17322	Thuja occidentalis L.
17324	Thuja plicata D. Don ex Lamb.
17338	Ephedra negrii J. Nouviant in KerguÚlen [1993]
17343	Abies alba Miller
17353	Cedrus atlantica (Endl.) CarriÞre
17356	Larix decidua Miller
17363	Picea abies (L.) Karsten
17370	Pinus cembra L.
17372	Pinus halepensis Miller
17384	Pinus mugo Turra
17387	Pinus nigra Arnold subsp. nigra
17389	Pinus pinaster Aiton
17395	Pinus strobus L.
17396	Pinus sylvestris L.
17400	Pinus uncinata Ramond ex DC. [1805], et non Miller
17404	Pseudotsuga menziesii (Mirbel) Franco
17408	Taxus baccata L.
17445	Adiantum capillus-veneris L.
17447	Anogramma leptophylla (L.) Link
17464	Cryptogramma crispa (L.) R. Br. ex Hooker
17468	Notholaena marantae (L.) Desv.
17478	Asplenium adiantum-nigrum L.
17487	Asplenium ceterach L.
17489	Asplenium fissum Kit. ex Willd.
17490	Asplenium fontanum (L.) Bernh.
17492	Asplenium foreziense Le Grand.
17496	Asplenium jahandiezii (Litard.) Rouy.
17501	Asplenium lepidum C. Presl subsp. lepidum
17507	Asplenium onopteris L.
17508	Asplenium petrarchae (GuÚrin) DC.
17509	Asplenium ramosum L. [1753]
17510	Asplenium ruta-muraria L.
17511	Asplenium ruta-muraria L. subsp. dolomiticum Lovis & Reichst.
17512	Asplenium ruta-muraria L. subsp. ruta-muraria
17515	Asplenium seelosii Leybold
17521	Asplenium trichomanes L.
17523	Asplenium trichomanes L. subsp. inexpectans Lovis
17524	Asplenium trichomanes L. subsp. pachyrachis (Christ) Lovis & Reichst.
17525	Asplenium trichomanes L. subsp. quadrivalens D.E. Meyer
17526	Asplenium trichomanes L. subsp. trichomanes
17544	Azolla filiculoides Lam.
17545	Azolla mexicana C. Presl
17548	Blechnum spicant (L.) Roth
17552	Pteridium aquilinum (L.) Kuhn
17567	Cyrtomium fortunei J. Sm.
17573	Dryopteris affinis (Lowe) Fraser-Jenkins subsp. borreri (Newman) Fraser-Jenkins
17575	Dryopteris affinis (Lowe) Fraser-Jenkins subsp. cambrensis Fraser-Jenkins
17584	Dryopteris carthusiana (Vill.) H.P. Fuchs
17586	Dryopteris cristata (L.) A. Gray
17587	Dryopteris dilatata (Hoffm.) A. Gray
17588	Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy
17589	Dryopteris filix-mas (L.) Schott
17594	Dryopteris oreades Fomin
17595	Dryopteris pallida (Bory) Maire & Petitmengin
17598	Dryopteris remota (D÷ll) Druce
17601	Dryopteris submontana (Fraser-Jenkins & Jermy) Fraser-
17604	Dryopteris tyrrhena Fraser-Jenkins & Reichst.
17605	Dryopteris villarii (Bellardi) Schinz & Thell.
17626	Polystichum aculeatum (L.) Roth
17629	Polystichum braunii (Spenner) FÚe
17635	Polystichum lonchitis (L.) Roth
17637	Polystichum setiferum (Forsskål) Woynar
17643	Equisetum fluviatile L.
17645	Equisetum hyemale L.
17650	Equisetum palustre L.
17652	Equisetum ramosissimum Desf.
17654	Equisetum sylvaticum L.
17664	Trichomanes speciosum Willd.
17689	Diphasiastrum alpinum (L.) Holub
17707	Lycopodium clavatum L.
17717	Marsilea quadrifolia L.
17720	Pilularia globulifera L.
17725	Botrychium lunaria (L.) Swartz
17728	Botrychium matricariifolium (A. Braun ex D÷ll) Koch
17730	Botrychium multifidum (S.G. Gmelin) Rupr.
17732	Botrychium simplex E. Hitchc.
17744	Osmunda regalis L.
17747	Polypodium cambricum L.
17749	Polypodium interjectum Shivas
17750	Polypodium vulgare L.
17756	Pteris cretica L.
17758	Pteris vittata L.
17761	Salvinia natans (L.) All.
17766	Selaginella denticulata (L.) Link
17767	Selaginella helvetica (L.) Spring
17769	Selaginella selaginoides (L.) C.F. Martius
17777	Oreopteris limbosperma (All.) Holub
17789	Thelypteris palustris Schott
17797	Athyrium distentifolium Tausch ex Opiz
17798	Athyrium filix-femina (L.) Roth
17802	Cystopteris alpina (Lam.) Desv.
17806	Cystopteris fragilis (L.) Bernh.
17813	Cystopteris montana (Lam.) Desv.
17821	Gymnocarpium dryopteris (L.) Newman
17822	Gymnocarpium robertianum (Hoffm.) Newman
17823	Matteuccia struthiopteris (L.) Todaro
17838	Woodsia alpina (Bolton) S.F. Gray
17841	Woodsia glabella Richardson subsp. pulchella (Bertol.) 'A. & D. L÷ve
17844	Woodsia ilvensis (L.) R. Br.
40004	Cotoneaster raboutensis Flink, Fryer, Garraud, et All.
40005	Epipactis provincialis Aubenas et Robatsch
40010	Dryopteris affinis (Lowe) Fraser-Jenkins subsp.pseudodijuncta (Fras.-Jenk.) Fras.-Jenk.
40014	Iberis nana All.
40022	Veronica beccabunga x anagalis aquatica
40023	Viscum album L. subsp. abietis (Wiesb.) Abromeit
40041	Allium oporinanthum Brullo Pavone  & Salmeri
40066	Galium triflorum Michaux
40109	Arum cylindraceum Gasparr.
40128	Saxifraga fragosoi Sennen
40137	Genista cinerea x scorpius
40144	Achillea collina Reichb.
40145	Achillea roseo-alba Ehrend.
40151	Macrosyringion glutinosum (M.Bieb.) Rothm.
40153	Cervaria rivini Gaetner
40154	Holandrea carvifolia (Villars) Reduron, Charpin & Pime.
40157	Oreoselinum nigrum Delabre
40158	Pteroselinum austriacum (Jacq.) Reichb.
40163	Coristospermum ferulaceum (All.) Reduron, Charpin & Pim.
40164	Epikeros pyreanaicus (L.) Raf.
40166	Mutellina purpurea (Poiret) Reduron,Charpin & Pim.
40169	Pachypleurum mutellinoides (Crantz) Holub
40173	Anacamptis pyramidalis (L.) L.C.M. Richard subsp. tanayensis (Chenevard) Quentin
40175	Alchemilla multidens Buser =10999
40179	Libanotis pyrenaica Reduron
40181	Cytisus lotoides Pourr.
40183	Allium colpoleri Pineo
40187	Vaccinium uliginosum L. subsp. uliginosum
40205	Dianthus scaber Chaix
40217	Asphodelus macrocarpus Parl.
40220	Euphorbia esula L. subsp.saratoi Adoino
40221	Rosa trachyphylla Rau
40223	Juncus alpinoarticulatus Chaix subsp. fuscoaster Schreber
40226	Minuartia hybrida (Vill.) Schischkin subsp. laxa (Jord.) Jauzein
40227	Minuartia hybrida (Vill.) Schischkin subsp. viscosa (Schreber) Jauzein
40231	Allium flexum Waldst. et Kit.
40233	Allium longispathum RedoutÚ
40237	Galium aparine L. subsp. aparine
40239	Melampyrum nemorosum L.
40241	Sporobolus vaginiflorus (Torr.) Wood
40242	Ophrys virescens Philippe, 1859
40243	Sanguisorba verrucosa Ehrenb.
40260	Carex glacialis Mackensie
40263	Physalis peruviana
40264	Pyrus spinosa Forssk.
40272	Festuca melanopsis Foggi, Gr. Rossi & M.A. Signorini
40273	Viola laricicola Marcussen
40279	Triticum turgidum
40280	Cotoneaster salicifolius Franchet
40285	Pinguicula hirtiflora Ten.
40287	Aquilegia vulgaris x alpina ?
40292	Campanula portenschlagiana Schulthes
40307	Centaurea scabiosa L. subsp. grinensis (Reut.) Nyman
40318	Lindernia palustris
40329	Phlox paniculata L.
40330	Centaurea triumfetti All. subsp. axillaris (Willd.) A.& D. L÷ve
40344	Silene petrarchae Ferrarini & Cecchi
40353	Anacamptis laxiflora (Lam.) R.M.Bateman, Pridgeon & Cha.
40354	Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.
40358	Himantoglossum robertianum (Loisel.) P. Delforge
40359	Anacamptis coriphora (L.) R.M.Bat, Pridg. & M.W.Cha subsp.fragrans (Pollini) R.M.Bat, Pridg. & M.W.Cha
40367	Primula cottia Widmer
40369	Juncus monanthos Schrank
40407	Orobanche grenieri F.W. Schultz
40409	Euphrasia christii Favrat
40412	Xanthoselinum alsaticum (L.) Schur subsp. alsaticum
40427	Alchemilla petiolulans Buser
40428	Ambrosia psilostachya DC.
40429	Carlina hispanica Lam. subsp hispanica
40430	Chenopodium album subsp. opulifolium Batt.
40431	Mutellina adonidifolia (J. Gay) Guterm.
40432	Cleistogenes serotina (L.) Keng
40433	Anacamptis coriophora (L.) Bateman, Pridgeon & Chase subsp. coriophora
40434	Avenula pratensis (L.) Dumort. subsp. pratensis
40435	Asphodelus albus subsp. delphinensis (Gren. & Godr.) Z.Diaz & ValdÚ
40436	Torilis nodosa (L.) Gaertn. subsp. nodosa
40437	Sideritis hyssopifolia L. subsp. hyssopifolia
40441	Galanthus nivalis L., 1753
40442	Euphrasia minima Jacq. ex DC., 1805
40443	Euphorbia exigua L. subsp. exigua
40445	Dactylorhiza fuchsii (Druce) So¾, 1962
40446	Colchicum longifolium Castagne, 1845
40449	Seseli longifolium L. subsp. longifolium
40458	Sedum sarmentosum Bunge, 1835
40463	Cynoglottis barrelieri (All.) Vural & Kit Tan, 1983
40466	Ormenis nobilis (L.) Coss. & Germ., 1845
40469	Ophrys massiliensis Viglione & VÚla, 1999
40480	Eleocharis mamillata subsp. austriaca (Hayek) Strandh., 1965
40486	Gymnadenia nigra subsp. corneliana (Beauverd) J.M.Tison, 2010
40487	Gymnadenia nigra subsp. rhellicani (Teppner & E.Klein) J.M.Tison, 2
40488	Gymnadenia nigra subsp. austriaca (Teppner & E.Klein) Teppner & E.K
40489	Gymnadenia nigra subsp. cenisia G.Foelsche, W.Foelsche, M.Gerbaud &
40492	Alkanna matthioli Tausch, 1824
40495	Acanthus mollis L., 1753
40496	Acer campestre L., 1753
40497	Acer negundo L., 1753
40498	Aconitum burnatii Gßyer, 1909
40499	Allium flavum L., 1753
40500	Allium sphaerocephalon L., 1753
40501	Allium ursinum L., 1753
40502	Alyssum cuneifolium Ten., 1815
40503	Androsace maxima L., 1753
40504	Anemone ranunculoides L., 1753
40505	Arabis serpillifolia Vill., 1779
40506	Aristolochia pallida Willd., 1805
40507	Artemisia chamaemelifolia Vill., 1779
40508	Asperula purpurea (L.) Ehrend., 1973
40509	Astragalus depressus L., 1756
40510	Baldellia ranunculoides (L.) Parl. subsp. ranunculoides
40511	Bupleurum tenuissimum L., 1753
40512	Campanula thyrsoides L., 1753
40513	Cardamine impatiens L., 1753
40515	Carex liparocarpos Gaudin, 1804
40516	Crepis pygmaea L., 1753
40518	Delphinium fissum Waldst. & Kit., 1802
40519	Dianthus armeria L., 1753
40521	Dianthus subacaulis Vill., 1789
40522	Doronicum clusii (All.) Tausch, 1828
40524	Festuca scabriculmis (Hack.) K.Richt., 1890
40525	Fraxinus ornus L., 1753
40526	Glaucium corniculatum (L.) Rudolph, 1781
40528	Helleborus niger L., 1753
40530	Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829
40531	Iberis aurosica Chaix, 1785
40532	Iberis ciliata All., 1789
40533	Iberis sempervirens L., 1753
40535	Juncus fontanesii J.Gay, 1827
40536	Katapsuxis silaifolia (Jacq.) Raf., 1840
40537	Leonurus cardiaca L., 1753
40538	Lepidium villarsii Godr., 1847
40539	Lomelosia graminifolia (L.) Greuter & Burdet, 1985
40540	Lycopodium annotinum L., 1753
40542	Melica ciliata L. subsp. ciliata
40543	Matthiola fruticulosa (Loefl. ex L.) Maire, 1932
40544	Murbeckiella pinnatifida (Lam.) Rothm., 1939
40545	Nigella arvensis L., 1753
40546	Noccaea praecox (Wulfen) F.K.Mey., 1973
40547	Nonea erecta Bernh., 1800
40548	Odontites viscosus (L.) Clairv., 1811
40549	Orchis spitzelii Saut. ex W.D.J.Koch, 1838
40550	Parietaria lusitanica L., 1753
40554	Phyteuma globulariifolium Sternb. & Hoppe subsp. globularii
40555	Plantago scabra Moench, 1794
40557	Potentilla nivalis Lapeyr., 1782
40558	Primula pedemontana E.Thomas ex Gaudin, 1828
40559	Ranunculus seguieri Vill., 1779
40561	Salvia verticillata L., 1753
40562	Saxifraga adscendens L., 1753
40565	Viola rupestris F.W.Schmidt, 1791
40567	Sedum atratum L., 1763
40568	Senecio doria L., 1759
40569	Thalictrum aquilegiifolium L., 1753
40570	Tofieldia pusilla (Michx.) Pers., 1805
40571	Tozzia alpina L., 1753
40581	Asplenium scolopendrium L., 1753
40582	Asplenium septentrionale (L.) Hoffm., 1795
40583	Blackstonia acuminata (W.D.J.Koch & Ziz) Domin, 1933
40585	Carex buxbaumii Wahlenb., 1803
40586	Carex maritima Gunnerus, 1772
40587	Circaea lutetiana L., 1753
40588	Corrigiola littoralis L., 1753
40589	Euphorbia spinosa L., 1753
40593	Pedicularis palustris L., 1753
40594	Roemeria hybrida (L.) DC., 1821
40595	Sideritis montana L., 1753
40596	Silene conica L., 1753
40597	Telephium imperati L., 1753
40599	Veronica scutellata L., 1753
40601	Galeopsis ladanum subsp. villosa (Huds.) Celak., 1871
40605	Saxifraga biflora All., 1773
40607	Alchemilla alpina groupe
40611	Cotoneaster horizontalis groupe
40615	Luzula multiflora groupe
40616	Luzula sylvatica groupe
40619	Ranunculus fluitans groupe
40620	Ranunculus montanus groupe
40622	Reynoutria japonica groupe
40628	Tulipa gesneriana groupe
40630	Valeriana officinalis groupe
40639	Centaurea paniculata groupe
40640	Anthyllis vulneraria L.  subsp guyotii (Chodat) Grenon
40645	Cornus sericea L., 1771
40654	Cardamine amara L. subsp. amara
40658	Alchemilla glacialis Buser
40664	Arenaria serpyllifolia subsp. marschlinsii (W.D.J.Koch) Nyman, 1878
40669	Biscutella lima Rchb., 1832
14185	Eleocharis multicaulis (Sm.) Desv.
14518	Iris spuria L. subsp. maritima P. Fourn.
14625	Juncus maritimus Lam.
17031	Vulpia fasciculata (Forsskål) Fritsch
11804	Galium aparine L. subsp. spurium (L.) Hartm. [1846]
13858	Carex binervis Sm.
14003	Carex melanostachya M. Bieb. ex Willd.
15830	Danthonia alpina Vest
16302	Gastridium ventricosum (Gouan) Schinz & Thell.
16313	Glyceria declinata BrÚb.
16796	Polypogon monspeliensis (L.) Desf.
16800	Polypogon viridis (Gouan) Breistr.
17350	Abies nordmanniana (Steven) Spach
1836	Helianthus x-laetiflorus Pers.
6093	Crassula tillaea Lester-Garland
7346	Medicago x-varia T. Martyn
7933	Quercus x-calvescens Vuk.
9261	Circaea x-intermedia Ehrh.
375	Ferula communis L.
640	Seseli peucedanoides (M. Bieb.) Kos.-Pol.
667	Thapsia villosa L.
767	Vincetoxicum nigrum (L.) Moench
1023	Asteriscus spinosus (L.) Schultz Bip.
1213	Centaurea alpina L.
1228	Centaurea balbisiana Soldano subsp. jordaniana (Gren. & Godron) KerguÚlen
1599	Crepis bursifolia L.
1871	Hieracium andryaloides Vill.
1905	Hieracium beyeri Zahn
1942	Hieracium chaixianum Arvet-Touvet & Gautier
2014	Hieracium falcatum Arvet-Touvet gr.
2053	Hieracium halleri Vill. gr. alpinum
2075	Hieracium juranum Fries gr.
2078	Hieracium kochianum Jordan
2089	Hieracium ramosissimum Schleicher ex Hegetschw. gr.
2169	Hieracium oxyodon Fries gr.
2179	Hieracium pedemontanum Burnat & Gremli
2185	Hieracium pellitum Fries gr.
2230	Hieracium pseudocerinthe (Gaudin) Koch
2264	Hieracium rupestre All. gr.
2297	Hieracium stelligerum FroÙl. gr.
2335	Hieracium urticaceum Arvet-Touvet & Ravaud gr.
2348	Hieracium viscosum Arvet-Touvet gr.
2372	Hieracium hybridum Chaix ex Vill.
2374	Hieracium laggeri (Schultz Bip. ex Reichenb. fil.) F
2417	Inula bifrons (L.) L.
2581	Leucanthemum pallens (Gay ex Perreymond) DC.
2582	Leucanthemum pallens (Gay ex Perreymond) DC. subsp. leucolepis (Briq. & Cavill.) Favarger
2583	Leucanthemum pallens (Gay ex Perreymond) DC. subsp. pallens
2605	Leuzea conifera (L.) DC.
2693	Petasites pyrenaicus (L.) G. López
2889	Senecio lividus L.
2989	Sonchus maritimus L.
3035	Taraxacum apenninum sauf T. apenninum (Ten.) Ten.
3080	Taraxacum fulvum Raunk. gr.
3103	Taraxacum litardierei van Soest T. gr. pacheri
3251	Tyrimnus leucographus (L.) Cass.
3368	Anchusa ovata Lehm.
3417	Cynoglossum pustulatum Boiss.
3423	Echium asperrimum Lam.
3565	Neatostema apulum (L.) I.M. Johnston
3569	Nonea pallens Petrovic
3580	Onosma arenaria Waldst. & Kit. subsp. pyramidata Br.-Bl.
3592	Onosma pseudoarenaria Schur subsp. delphinensis (Br.-Bl.) P. Fourn.
3612	Pulmonaria longifolia (Bast.) Boreau
4154	Hormathophylla macrocarpa (DC.) K³pfer
4441	Sisymbrium austriacum Jacq. subsp. chrysanthum (Jordan) Rouy & Fouc.
4966	Bufonia paniculata F. Dubois ex Delarbre
5193	Loeflingia hispanica L. subsp. hispanica
5412	Silene inaperta L.
5469	Silene portensis L. subsp. portensis
5781	Salsola kali L. subsp. tragus (L.) Nyman
5824	Cistus laurifolius L.
5856	Fumana laevipes (L.) Spach
6122	Sedum caespitosum (Cav.) DC.
6620	Euphorbia serrata L.
6829	Coronilla minima L. subsp. lotoides (Koch) Nyman
6848	Cytisophyllum sessilifolium (L.) O.F. Láng
6876	Cytisus oromediterraneus Rivas-Martínez, Díaz, Fernán
6900	Dorycnium herbaceum Vill. subsp. gracile (Jordan) Nyman
7008	Hedysarum boveanum Bunge ex Basiner subsp. europaeum Guittonneau & KerguÚlen
7032	Hippocrepis ciliata Willd.
7263	Medicago littoralis Rohde ex Loisel.
7372	Onobrychis caput-galli (L.) Lam.
7404	Ononis cristata Miller
7407	Ononis fruticosa L.
7447	Ornithopus compressus L.
7543	Scorpiurus muricatus subsp. subvillosus (L.) Thell.
7594	Trifolium bocconi Savi
7603	Trifolium cherleri L.
7642	Trifolium lappaceum L.
7714	Trifolium scabrum L. subsp. lucanicum (Guss.) Arcangeli [1882]
7736	Trifolium suffocatum L.
7789	Vicia benghalensis L.
7944	Blackstonia imperfoliata (L. fil.) Samp.
8365	Chaetonychia cymosa (L.) Sweet
8373	Herniaria cinerea DC.
8811	Sideritis provincialis Jordan & Fourr., in Sched.
9002	Pinguicula reuteri Genty
9045	Linum corymbulosum Reichenb.
9403	Oxalis articulata Savigny
10177	Rumex papillaris Boiss. & Reut.
10186	Rumex pulcher L. subsp. woodsii (De Not.) Arcangeli
10353	Primula latifolia Lapeyr. subsp. latifolia
10583	Nigella gallica Jordan
11223	Potentilla delphinensis Gren. & Godron
11864	Galium mollugo L. subsp. erectum Syme
11910	Galium saxosum (Chaix) Breistr.
12015	Salix acuminata Miller
12102	Osyris alba L.
12274	Saxifraga stellaris L. subsp. robusta (Engler) Gremli
13009	Tamarix gallica L.
13200	Valerianella microcarpa Loisel.
13608	Narcissus dubius Gouan
13861	Carex brevicollis DC.
13903	Carex distachya Desf.
13959	Carex grioletii Roemer
14236	Schoenoplectus carinatus (Sm.) Palla
14238	Schoenoplectus litoralis (Schrader) Palla
14569	Juncus alpinoarticulatus Chaix subsp.alpinoarticulatus
14709	Luzula pedemontana Boiss. & Reuter
14766	Fritillaria tubiformis Gren. & Godron subsp. moggridgei (Baker) Rix
14767	Fritillaria tubiformis Gren. & Godron subsp. tubiformis
14770	Gagea bohemica (Zauschner) Schultes & Schultes fil. subsp. bohemica
14820	Tulipa agenensis DC.
14887	Dactylorhiza occitanica Geniez, Melki, Pain, & Soca
15689	Bromus pannonicus Kumm. & Sendtn.
15800	Cynosurus effusus Link
15929	Elytrigia campestris (Godron & Gren.) KerguÚlen
15994	Festuca arundinacea Schreber subsp. fenas (Lag.) Arcangeli
16062	Festuca flavescens Bellardi
16115	Festuca longifolia Thuill. subsp. longifolia
16808	Psilurus incurvus (Gouan) Schinz & Thell.
17036	Vulpia membranacea (L.) Dumort.
17337	Ephedra nebrodensis Guss. [1845]
17386	Pinus nigra Arnold subsp. laricio Maire
17804	Cystopteris diaphana (Bory) Blasdell
17805	Cystopteris dickieana R. Sim
20000	Cotoneaster atlanticus Klotz
20001	Epipactis fibri Scappaticci & Robatsch
40108	Visnaga daucoides Gaertner
40116	Galium aparine L. subsp. tenerum (Schleich.) Coutinho
40129	Danae racemosa Moench.
40159	Thysselinum palustre (L.) Hoffm.
40177	Festuca balmensis R. Portal & L. Garraud
40178	Hieracium piloselloides Vill. subsp. praealtum (Vill.) Zahn
40185	Primula x variabilis Goupil
40206	Minuartia glomerata (M. bieb.) Degen subsp. burnatii (Rouy & Foucaud) Favarger & Conti
40240	Hieracium liottardii Vill.
40314	Potentilla pedata Koch
40493	Bothriochloa barbinodis (Lag.) Herter, 1940
40541	Mantisalca salmantica (L.) Briq. & Cavill., 1930
40591	Limodorum trabutianum Batt., 1886
40653	Alchemilla glaucescens groupe
241	Bupleurum gerardii All.
263	Bupleurum subovatum Link ex Sprengel
304	Cicuta virosa L.
454	Laserpitium prutenicum L. subsp. dufourianum (Rouy & Cam.) Br.-Bl.
491	Oenanthe crocata L.
493	Oenanthe fluviatilis (Bab.) Coleman
532	Peucedanum gallicum Latourr.
534	Peucedanum officinale L.
629	Seseli hippomarathrum Jacq.
662	Smyrnium olusatrum L.
682	Torilis arvensis (Hudson) Link subsp. neglecta Thell.
937	Artemisia campestris L. subsp. maritima (DC.) Arcangeli
940	Artemisia capillaris Thunb.
1000	Aster linosyris (L.) Bernh. subsp. armoricanus (Rouy) KerguÚlen
1030	Balsamita major Desf.
1099	Calycocorsus stipitatus (Jacq.) Rauschert
1103	Carduus acanthoides L.
1158	Carduus nutans L. subsp. leiophyllus (Petrovic) Stoj. & Stef.
1206	Carthamus tinctorius L.
1252	Centaurea decipiens Thuill.
1285	Centaurea maculosa Lam.
1300	Centaurea nemoralis Jordan
1304	Centaurea nigra L. subsp. carpetana (Boiss. & Reuter) Nyman
1309	Centaurea nigrescens Willd.
1378	Centaurea transalpina Schleicher ex DC.
1408	Chondrilla chondrilloides (Ard.) Karsten
1495	Cirsium canum (L.) All.
1590	Crepis alpestris (Jacq.) Tausch
1838	Helichrysum arenarium (L.) Moench
1843	Helichrysum italicum (Roth) G. Don fil.
1928	Hieracium caespitosum Dumort.
2398	Hyoseris radiata L.
2521	Leontodon incanus (L.) Schrank
2609	Ligularia sibirica (L.) Cass.
2792	Scorzonera aristata Ramond ex DC.
2811	Scorzonera purpurea L.
2885	Senecio leucanthemifolius Poiret subsp. vernalis (Waldst. & Kit.) Alexander
2915	Senecio sarracenicus L.
2982	Sonchus arvensis L. subsp. uliginosus (M. Bieb.) Nyman
3190	Tephroseris longifolia (Jacq.) Griseb. & Schenk
3234	Tragopogon pratensis L. subsp. minor (Miller) Wahlenb.
3279	Xeranthemum annuum L.
3339	Betula nana L.
3410	Cynoglossum germanicum Jacq. subsp. pellucidum (Lapeyr.) Sutory
3616	Pulmonaria mollis Wulgen ex Hornem.
3813	Biscutella laevigata L. subsp. varia (Dumort.) Rouy & Fouc.
3841	Brassica juncea (L.) Czernova
3870	Brassica rapa L. emend. Metzger
3906	Camelina alyssum (Miller) Thell.
3911	Camelina rumelica Velen.
3940	Cardamine parviflora L.
3945	Cardamine pratensis L. subsp. dentata (Schultes) Celak.
3947	Cardamine pratensis L. subsp. matthioli (Moretti) Nyman
3993	Cochlearia officinalis L.
3997	Cochlearia pyrenaica DC.
4120	Erysimum odoratum Ehrh.
4126	Erysimum repandum L.
4172	Hymenolobus procumbens (L.) Torrey & A. Gray subsp. pauciflorus (Koch) Schinz & Thell.
4267	Lepidium perfoliatum L.
4297	Matthiola incana (L.) R. Br.
4326	Nasturtium microphyllum (Boenn.) Reichenb.
4371	Raphanus raphanistrum L. subsp. landra (Moretti ex DC.) Bonnier & Layens
4402	Rorippa stylosa (Pers.) Mansf. & Rothm.
4491	Subularia aquatica L.
4631	Campanula baumgartenii J. Becker
4635	Campanula cervicaria L.
4677	Campanula patula L. subsp. costae (Willk.) Nyman
4716	Jasione laevis Lam.
4721	Jasione montana L. subsp. mediterranea (Rouy) Gamisans
4800	Wahlenbergia hederacea (L.) Reichenb.
5003	Cerastium dubium (Bast.) GuÚpin
5264	Minuartia setacea (Thuill.) Hayek
5265	Minuartia stricta (Swartz) Hiern
5334	Sagina nodosa (L.) Fenzl
5391	Silene conoidea L.
5398	Silene dichotoma Ehrh.
5431	Silene linicola C.C. Gmelin
