CODE_CBNA	AGEFLOW_MAX	AGEFLOW_MIN	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	CLONRATE	CNRATIO	C_Plant	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DNA	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK	ELLAER_INDK_VAR	ELLCONT	ELLCONT_INDK	ELLCONT_INDK_VAR	ELLHUMUS_INDK	ELLHUMUS_INDK_VAR	ELLLITE	ELLLITE_INDK	ELLLITE_INDK_VAR	ELLMOIST	ELLMOIST_INDK	ELLMOIST_INDK_VAR	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLNIT_INDK_VAR	ELLPH	ELLREAC_INDK	ELLREAC_INDK_VAR	ELLSALT	ELLSALT_INDK	ELLTEMP	ELLTEMP_INDK	ELLTEMP_INDK_VAR	ENDEM	FECUNDITY	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMRATE	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_ANGLE	L_AREA	LATSPR	LCCp	LD13C	LD15N	LDMC	L_DRYM	Leaf_T_Strength	L_FORM	L_FRESHM	LHIST	LIFESPAN	LKC	L_LONG	LNC	LPC	LPERST_INDK	L_THICK	MAN_INFLUENCE_INDK	MAX_AGE	MEDIC_POISON_FX_INDK	MOW	MOW_TOLERANCE_INDK	MYCORR	NATURAL	NBCHROM	N_Plant	NUTR	Palatability	PL_H_flora_MIN	PLOIDY	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOT_DEPTH_INDK	ROOTMET	ROSET	SEEDH	SEEDL	SEED_LONGEVITY_INDK	SEEDM	SEEDPROD	SEEDW	SLA	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY
12260															boleochory			in larger groups		2	small variation (I)		2	small variation (I)	2	small variation (I)		3	large variation (II)		2	small variation (I)	1		2	small variation (I)		3	small variation (I)				3	small variation (I)			May	June						presumably indigenous in some areas of the study region and widely spread later but after 1500 AD															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																		hermaphroditic and normal sexual												inconspicuous reserve organ	ccs		basal lateral shoots	
12263															boleochory			in larger groups		2	small variation (I)		2	small variation (I)	2	small variation (I)		3	small variation (I)		2	small variation (I)	1		2	small variation (I)		2	small variation (I)				3	small variation (I)			May	June						presumably indigenous in some areas of the study region and widely spread later but after 1500 AD															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																		hermaphroditic and normal sexual												inconspicuous reserve organ	ccs		basal lateral shoots_cushions	
12264		5			=	Rooting stems		1				generative dispersule_one-seeded generative dispersule	protandrous	Unassisted dispersal	boleochory	1		scattered or in small groups	forest plants	1	small variation (I)	2	2	small variation (I)	2	small variation (I)	6	2	small variation (I)	2	4	small variation (I)	3	1	3.5	small variation (I)	7	3	small variation (I)			6	2.5	small variation (I)		135000	June	September	Capsule		Dry storage			idiochorophytes or indigenes	raceme of racemes	raceme	mesomorphic		10.095		443.796443939			131.329340756264	0.03579		full	0.268495	Hemicryptophyte	annual_pluriennial		persistent green	14.2619842290035		partly wintergreen		moderately close to nature (moderately urbanophobous)	3			2	Arbuscular AM	Indigenous	11		Chlorophyllian	3	20	diploid	24	17.25	27.5		entomogamous	hermaphroditic and normal sexual	Monocarpic	2		Hemirosette plant	0.2	0.62		0.043		0.43	30.5408456406872	thick rhizome	ccs	no	no vegetative dispersal parts	Herbaceous
12267					=										boleochory			scattered or in small groups		3	small variation (I)		2	small variation (I)	2	small variation (I)		5	large variation (II)		3.5	small variation (I)	1		2	small variation (I)		5	small variation (I)				1.5	small variation (I)			June	September						idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																		hermaphroditic and normal sexual												inconspicuous reserve organ	css		basal lateral shoots_cushions	
12268					=										boleochory			scattered or in small groups	mountain plants	2	small variation (I)		2	small variation (I)	2	small variation (I)		5	small variation (I)		4	small variation (I)	1		2	small variation (I)		2	small variation (I)				1	small variation (I)			June	August						idiochorophytes or indigenes															Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)																	entomogamous	hermaphroditic and normal sexual												inconspicuous reserve organ	css		basal lateral shoots	
12274	5	3												Unassisted dispersal	boleochory_hydrochory	1		scattered or in small groups		1	small variation (I)		2	small variation (I)	2	small variation (I)	8	5	small variation (I)		4	small variation (I)	3		2	small variation (I)		3	small variation (I)				2	small variation (I)		15000	May	August	Capsule						raceme of racemes	raceme			1.41		429.165992736816			168.179253871841	0.00819			0.054675	Chamaephyte_Hemicryptophyte				17.07479596138		evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian	3	5		9.5	3	15			hermaphroditic and normal sexual											16.933249076528	inconspicuous reserve organ	css		above-ground runners	Herbaceous
12278					<										boleochory			in larger groups	pioneer plants of low elevation	2	small variation (I)		1	small variation (I)	2	small variation (I)		3	small variation (I)		3	small variation (I)	1		3	small variation (I)		3	small variation (I)				4.5	small variation (I)			May	July						neophytes															Hemicryptophyte						wintergreen		moderatly hemerobic (moderately urbanophilous)																		hermaphroditic and normal sexual												inconspicuous reserve organ	ccs		above-ground runners	
12280					<							one-seeded generative dispersule	protogynous	Unassisted dispersal	boleochory_epichory	3		scattered or in small groups	pioneer plants of low elevation	3	small variation (I)		4	small variation (I)	1	large variation (II)	7	4	small variation (I)	2	2	small variation (I)	1	2	1.5	small variation (I)	7	4	small variation (I)	0			4.5	small variation (I)			March	June	Capsule					idiochorophytes or indigenes	simple raceme	raceme	mesomorphic		0.39					121.115	0.00037		lobate		Therophyte	annual		overwintering green			pre-summergreen		moderatly hemerobic (moderately urbanophilous)	1	edible				Indigenous	11		Chlorophyllian		3	diploid	10	6	15		autogamous	hermaphroditic and normal sexual		1		Hemirosette plant	0.25	0.36		0.0126		0.26	23.07	no special organ to store energy	rrs		no vegetative dispersal parts	Herbaceous
12282					<										boleochory			in larger groups	forest plants	2	small variation (I)		2	small variation (I)	2	small variation (I)		2	small variation (I)		3.5	small variation (I)	1		3	small variation (I)		2	small variation (I)				3.5	small variation (I)			July	August						neophytes															Chamaephyte_Hemicryptophyte						evergreen		indifferent (urbanoneutral)																	entomogamous	hermaphroditic and normal sexual												fleshy basal leaves	ccs		above-ground runners	
12283					=									Unassisted dispersal	boleochory	4		scattered or in small groups		3	small variation (I)		4	small variation (I)	1	small variation (I)	8	5	small variation (I)		2	small variation (I)	1		1	small variation (I)		4	small variation (I)				1	small variation (I)	West Alpine orophyte		July	August	Capsule					idiochorophytes or indigenes	simple raceme	raceme													Chamaephyte_Hemicryptophyte						evergreen		close to nature (strictly urbanophobous)						Indigenous			Chlorophyllian		10			15	18			hermaphroditic and normal sexual												inconspicuous reserve organ	sss		cushions	Suffrutescent
12298					>									Unassisted dispersal	boleochory	2		scattered		2	small variation (I)	2	2	small variation (I)	1	small variation (I)	8	4	small variation (I)	4	2	small variation (I)	1	3	2.5	small variation (I)	4	2	small variation (I)			7	4.5	small variation (I)			June	September	Capsule					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	simple raceme	raceme			6.84					199.37	0.03915				Hemicryptophyte_Therophyte	biennial_pluriennial					decidous		moderately close to nature (moderately urbanophobous)	3					Indigenous	9		Chlorophyllian		40	diploid	68.25	50	60		entomogamous	hermaphroditic and normal sexual				Hemirosette plant	0.23	0.53				0.37	15.395	root swelling	rrs		no vegetative dispersal parts	Herbaceous
12316					=									Unassisted dispersal	boleochory_myrmecochory	2		scattered or in small groups		3	small variation (I)		3	small variation (I)	1	small variation (I)	8	4	small variation (I)		2	small variation (I)	1		3	small variation (I)		4	small variation (I)				4.5	small variation (I)			May	September	Capsule					idiochorophytes or indigenes	simple raceme	raceme			12.1625					0.138839341592114	0.040215			0.309395	Chamaephyte_Hemicryptophyte						partly wintergreen		moderately close to nature (moderately urbanophobous)						Indigenous			Chlorophyllian		40		43	33.5	80			hermaphroditic and normal sexual											27.36570038	root swelling	crs		root shoots	Herbaceous
