CODE_CBNA	MATURITY	LONGEVITY	HEIGHT	WOODY	LHIST	DISPERSAL	LIGHT	LIGHT_TOLERANCE	NITROGEN	NITROGEN_TOLERANCE	MOISTURE	GRAZ_MOW_TOLERANCE	PALATABILITY
9664				Herbaceous	Geophyte_Hemicryptophyte	6	4	1	4	1	4	3	4
9665				unknown									4
9666			21.5	Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	3	2	
9667				unknown									4
9668	3		7	Herbaceous	Chamaephyte_H	6	4	1	2	1	2	2	4
9670			13	unknown		7			2				4
9671	1	5	30	Herbaceous	Geophyte_Hemicryptophyte		4	1	3	2	2	2	
9684			30	Herbaceous	Therophyte	2	4	1	4	1	1.5	2	
9685		13	11.75	Suffrutescent	Chamaephyte_S	2	4	1	3	1	1.5		
9700		300		Frutescent	Phanerophyte		3	1	3	1	3.5		
9702		300		Frutescent	Phanerophyte	5	3	1	3	1	3.5		
9704		2000		Frutescent	Phanerophyte		3	1	4	1	3.5		
9713		29	4	Suffrutescent	Chamaephyte_S	3	5	1	1.5	1	2	2	
9714		10	3	Suffrutescent	Chamaephyte_S	3	4	1	2	1	1.5	2	
9717				unknown					2				
9719				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	1.5	2	
9725				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	1.5	2	
9730				Herbaceous	Geophyte_Hemicryptophyte		4	1	1	1	2		
9742		29		Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	2	2	
9749				Herbaceous	Geophyte_Hemicryptophyte		4	1	1	1	2		
9764				unknown	Chamaephyte_H		5	1	3	1	2.5		
9854				unknown	Chamaephyte_H		4	1	3	1	1.5		
9945				Herbaceous	Therophyte		3	1	4	1	2.5		
9946		3		Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	3	2	
9948		9	9	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	2	1	3	3	
9949			6	Herbaceous	Chamaephyte_H	3	4	1	2	1	2	2	
9950				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	3	2	
9955			8	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	2	1	3.5	2	
9958			3.5	Herbaceous	Chamaephyte_H	3	4	1	2	1	1.5	1	
9962		33	2.5	Suffrutescent	Chamaephyte_S	3	3	1	2	1	2	1	1
9963		6	15	Herbaceous	Chamaephyte_H	5	4	1	2	1	2	2	
9964		6		Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	2	
9969			11	Herbaceous	Therophyte	3	4	1	2	1	3.5	1	
9971			11	Herbaceous	Therophyte	3	4	1	1.5	1	1.5	1	
9973			17	Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	1.5	2	
9976				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	1.5	2	
9981			8	Herbaceous	Chamaephyte_H	3	4	1	1.5	1	3.5	2	
9982			12	Herbaceous	Chamaephyte_H	5	4	1	2	1	2	2	
9989				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	2	
10000				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	2	
10008		1		Herbaceous	Therophyte		4	1	3	1	2.5		
10009		1		Herbaceous	Therophyte		4	1	3	1	2.5		
10011				unknown	Phanerophyte		4	1	4	1	2		
10012				unknown	Phanerophyte		4	1	4	1	2		
10013		1	68	Herbaceous	Therophyte	7	4	1	3.5	1	2.5		
10014		1		Herbaceous	Therophyte		4	1	4	1	2.5		
10015		1		Herbaceous	Therophyte		4	1	4	1	2.5		
10016			175	Herbaceous	Therophyte	2	3	2	4	1	2.5		
10019	3	5	13	Herbaceous	Geophyte_Hemicryptophyte	3	5	1	1.5	1	3.5		4
10036			60	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	3.5	1	3.5	3	
10037			50.5	Herbaceous	Helophyte_Hydrophyte	4	4	1	3	1	4.5	3	
10042	1	4	28	Herbaceous	Therophyte	7	4	1	4	1	3.5	2	
10045				Herbaceous	Therophyte		4	1	4	1	3	2	
10047			5	Herbaceous	Therophyte	7	4	1	4	1	3	2	
10052			35	Herbaceous	Therophyte	2	4	1	3.5	1	2		
10053		2	35.5	Herbaceous	Geophyte_Hemicryptophyte	7	3	1	3.5	1	4	3	
10068			45	Herbaceous	Therophyte	6	3	1	4	1	4		
10070	1		60	Herbaceous	Therophyte	6	4	1	4.5	1	3.5		
10071				Herbaceous	Therophyte		4	1	4	1	4		
10073				Herbaceous	Therophyte		4	1	5	1	3.5		
10075				Herbaceous	Therophyte		4	1	4	1	3.5		
10079	1	2	21.5	Herbaceous	Therophyte	6	3	1	4	1	4		
10080		1	41.5	Herbaceous	Therophyte	7	3	1	4	1	4		
10083				Herbaceous	Therophyte		3	1	4	2	4		
10090	1		45	Herbaceous	Therophyte	6	4	1	4	1	3		
10091		2		Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	3.5	3	
10106	3	26	9	Herbaceous	Geophyte_Hemicryptophyte	4	4	1	2	1	3	2	4
10107			150	Herbaceous	Geophyte_Hemicryptophyte	3	3	1	4	1	3.5	3	
10109			300	Herbaceous	Geophyte_Hemicryptophyte	3	3	1	4	1	3	3	
10110				Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	4	3	
10113	3	5	65	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	3.5	1	3	3	4
10114				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	3	3	
10118	2	5	17.5	Herbaceous	Chamaephyte_H	7	4	1	2.5	2	3	2	4
10119				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	2	3	2	
10120				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	2	3	2	
10126				Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	4.5		
10130	3	5	69.5	Herbaceous	Geophyte_Hemicryptophyte	7	3	1	4	1	3.5	4	4
10133				Herbaceous	Therophyte		4	1	1	1	1.5		
10145		3	60	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	4	1	4		
10147	2	2	75	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	4	1	3.5	2	
10148		2		Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	3.5	2	
10154			100	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	4	1	2.5		
10159		5	132.5	Herbaceous	Geophyte_Hemicryptophyte	3	3	1	4	1	4.5		
10160			50	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	3	1	2	3	
10164				Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	3	2	
10165	1		50	Herbaceous	Therophyte	6	4	1	4	1	4		
10166			50	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	2	1	2	3	
10169	1	7	69	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	5	1	3	4	
10170		7		Herbaceous	Geophyte_Hemicryptophyte		4	1	5	1	3	4	
10175				unknown	Geophyte_Hemicryptophyte		4	1	4	1	4		
10177			60	Herbaceous	Geophyte_Hemicryptophyte	3			3				
10179			125	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	4	1	3		
10182	3	7	60	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	5	1	3.5	3	4
10183				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	3		
10185			45	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	4	1	3		
10186			45	Herbaceous	Geophyte_Hemicryptophyte	6			4				
10191			60	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	4	1	4		
10192	3	8	25	Herbaceous	Chamaephyte_H	4	4	1	1.5	1	2		4
10197				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	2.5	3	
10206				Herbaceous	Therophyte		3	2	3	1	3		
10208			12.5	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	2	1	5		
10224				Herbaceous	Therophyte		5	1	3	1	2		
10225	0.5		15	Herbaceous	Therophyte	7	4	1	4	1	2.5		
10228				Herbaceous	Therophyte		4	1	4	1	2.5		
10230				Herbaceous	Therophyte		4	1	4	1	3		
10237	1		12	Herbaceous	Therophyte	6	4	1	3	1	3		
10238				Herbaceous	Therophyte		4	1	3	1	3		
10247		1	11	Herbaceous	Therophyte	7	4	1	3	1	2		
10249			5.5	Herbaceous	Therophyte	1	4	1	2.5	1	4		
10252			3	Herbaceous	Geophyte_Hemicryptophyte		4	1	1.5	1	4.5	3	
10254				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2.5		
10255			9	Herbaceous	Chamaephyte_H	1	4	1	2	1	2.5		
10256			1	Herbaceous	Chamaephyte_H	1	4	1	2	1	3	3	
10257			6	Herbaceous	Chamaephyte_H	1	4	1	2	1	3	3	
10258			2	Herbaceous	Chamaephyte_H	1	5	1	1	1	4		
10260			1.25	Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	3	3	
10269			15	Herbaceous	Geophyte_Hemicryptophyte	1	2	2	3	1	2.5		
10270			5	Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	3	
10275				Herbaceous	Therophyte		5	1	2	1	1		
10276			4	Herbaceous	Therophyte	1	5	1	1.5	1	1		
10279				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	3	3	
10280		19	4.5	Suffrutescent	Chamaephyte_S	1	5	1	1	1	1.5		
10283		4	6	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	3		
10286			10	Herbaceous	Therophyte	1	4	1	3	1	2		
10287			2	Herbaceous	Chamaephyte_H	6	4	1	2	1	2.5	3	
10289	6		6	Suffrutescent	Chamaephyte_S	1	5	1	1	1	2		1
10293			9.5	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2.5	1	1		
10295			6	Suffrutescent	Chamaephyte_S	1	5	1	1	1	2		
10296		11	5	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	2		
10297	6		1.5	Suffrutescent	Chamaephyte_S	1	5	1	1.5	1	3.5		2
10298				unknown		1							
10299				unknown	Chamaephyte_H		5	1	2	1	3.5		
10302			6	Herbaceous	Therophyte	1	5	1	1	1	1.5	1	
10305			7	Suffrutescent	Chamaephyte_S	1	5	1	1.5	1	1.5		
10306			25	Herbaceous	Geophyte_Hemicryptophyte	1	3	2	3.5	1	4	2	
10310				Herbaceous	Geophyte_Hemicryptophyte		3	2	3	1	3		
10312		3	9.5	Herbaceous	Geophyte_Hemicryptophyte	1	2	1	2.5	1	3		
10320			30	Herbaceous	Helophyte_Hydrophyte	1	3	2	3	1	5		
10323			20	Herbaceous	Geophyte_Hemicryptophyte	1	2	2	3	1	3.5		
10324		4	30	Herbaceous	Geophyte_Hemicryptophyte	1	3	1	4	1	3.5	3	
10325				Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	3.5		
10327				Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	4.5	1	
10328			82.5	Herbaceous	Geophyte_Hemicryptophyte	4	3	1	3.5	2	4	2	
10332				Herbaceous	Geophyte_Hemicryptophyte		3	2	2	1	2		
10333			12.5	Herbaceous	Chamaephyte_H	2	4	1	1.5	1	3.5		
10335				Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	3.5		
10339			10	Herbaceous	Geophyte_Hemicryptophyte		2	1	3	1	3.5	3	
10340			30	Herbaceous	Geophyte_Hemicryptophyte	6	2	1	3	1	3.5	3	
10341			17	Herbaceous	Geophyte_Hemicryptophyte	6	3	1	2.5	1	3.5	3	
10342			14	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	1.5	1	3.5	2	
10347			15	Herbaceous	Geophyte_Hemicryptophyte	1	5	1	1.5	1	2	1	
10348	6		3	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	3		1
10350			10	Herbaceous	Chamaephyte_H	1	4	1	2	1	3.5		
10352			9.5	unknown		1							2
10353	6		18	Suffrutescent	Chamaephyte_S								
10355			10	Suffrutescent	Chamaephyte_S	1	4	2	1.5	1	2		
10359	6		15	Suffrutescent	Chamaephyte_S	1	4	1	2	1	3		1
10362			10	Herbaceous	Geophyte_Hemicryptophyte	4	4	1	2	1	2.5	2	
10363				Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	2.5	2	
10364			25	Herbaceous	Geophyte_Hemicryptophyte	4	3	1	2	1	2.5	2	
10365				Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	2.5	2	
10374	1		9.5	Herbaceous	Geophyte_Hemicryptophyte	6	3	1	3	1	3	3	
10377				unknown					3				
10378			21	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	3	1	4		
10379			1	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2.5	1	4	2	
10382				Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	3	2	
10383			12	Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	3.5		
10388			35.5	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	3	1	2.5	2	
10389			100	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	4	1	4	2	
10395	3			Herbaceous	Geophyte_Hemicryptophyte		2	2	3	1	4	2	
10396			90	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	3.5	1	4	2	
10398	3		62.5	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	3.5	1	4	2	1
10401			104.5	Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	4	2	
10407			90	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	4.5	1	4	2	
10418				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	2.5	1	
10419			90	Herbaceous	Geophyte_Hemicryptophyte	1	3	1	4	1	4	1	
10422				Herbaceous	Geophyte_Hemicryptophyte		3	1	4	1	3.5	1	
10428		6	45	Herbaceous	Geophyte_Hemicryptophyte	6	1	1	3	1	3.5	1	
10429			48.5	Herbaceous	Therophyte	7	3	1	3	1	2		
10431				Herbaceous	Therophyte		3	1	3	1	1.5		
10432		1	41.75	Herbaceous	Therophyte	2	4	1	2.5	1	2		
10433		1		Herbaceous	Therophyte		4	1	2	1	2		
10435				Herbaceous	Therophyte		3	1	3	1	1.5		
10439		1	36.5	Herbaceous	Therophyte	2	3	1	2.5	1	1.5		
10442			30	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	1.5	1	2.5		
10444			20	Herbaceous	Geophyte_Hemicryptophyte		4	1	1.5	1	2	1	
10451	3		4.5	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2	1	2	2	4
10452		2		Herbaceous	Geophyte_Hemicryptophyte		3	2	3	1	1.5	1	
10455				Herbaceous	Geophyte_Hemicryptophyte		4	2	2	1	2		
10459		3	16.5375	Herbaceous	Geophyte_Hemicryptophyte	3	4	1	2.5	1	3.5	3	
10460	10	13	16	Herbaceous	Geophyte_Hemicryptophyte	3	2	2	3	1	3	3	
10467			15	Herbaceous	Geophyte_Hemicryptophyte	3	2	2	4	1	3	3	
10472				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	2	2	1	
10473				Herbaceous	Geophyte_Hemicryptophyte		2	1	4	1	2		
10475			20	Herbaceous	Geophyte_Hemicryptophyte	3	2	1	3.5	1	2		
10477			30.75	Herbaceous	Geophyte_Hemicryptophyte	2	3	2	2.5	1	3	2	
10478			40	Herbaceous	Geophyte_Hemicryptophyte	2	3	2	2	1	3	2	
10481			30	Herbaceous	Geophyte_Hemicryptophyte	2	4	2	2	1	2		
10491			60	Herbaceous	Geophyte_Hemicryptophyte	4	3	2	3	1	3	2	
10497			6	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2	1	4	1	
10502	3		28.5	Herbaceous	Geophyte_Hemicryptophyte	1	3	2	3	2	5	2	
10506			1	Herbaceous	Therophyte	6	4	1	3	1	2		
10507		26	12	Frutescent	Chamaephyte_S	3	3	2	2	1	3		
10509		4	50	Suffrutescent	Chamaephyte_S	5	3	2	2	1	2.5		
