CODE_CBNA	MATURITY	LONGEVITY	HEIGHT	WOODY	LHIST	DISPERSAL	LIGHT	LIGHT_TOLERANCE	NITROGEN	NITROGEN_TOLERANCE	MOISTURE	GRAZ_MOW_TOLERANCE	PALATABILITY
4281			73	Herbaceous	Geophyte_Hemicryptophyte	3	2	1	3.5	1	3.5		
4282				Herbaceous	Therophyte		5	1	4	1	1		
4295				unknown	Chamaephyte_H	1	5	1	2	1	1.5		
4297				unknown	Chamaephyte_H		4	1	1	1	1.5		
4307		5	15	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	2		
4312	3		4	Herbaceous	Geophyte_Hemicryptophyte	1	5	1	2	1	3.5		2
4318			25	Herbaceous	Therophyte	2	3	1	2.5	1	1		
4326				Herbaceous	Helophyte_Hydrophyte		3	1	4	1	5	3	
4328	1		27.5	Herbaceous	Helophyte_Hydrophyte	2	3	1	4	1	5	3	
4334			45	Herbaceous	Therophyte	2	3	1	3	1	2		
4335		2	43	Herbaceous	Therophyte	2	4	1	3	1	2		
4340				Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	2.5	3	
4341		28	10	Herbaceous	Chamaephyte_H	1	5	1	2	1	3.5		
4343			9.75	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	1.5	1	3.5	3	
4345			30	Herbaceous	Chamaephyte_H	4	4	1	2.5	1	2.5	3	
4349				Herbaceous	Geophyte_Hemicryptophyte		5	1	3	1	3.5	3	
4350			6	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	3		
4352			18	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	2.5	2	
4354				unknown	Chamaephyte_H		4	1	2	1	2.5	2	
4355		1	20	Herbaceous	Chamaephyte_H	1	4	1	2	1	2		
4356	3	6	3.5	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	3		2
4358		6		unknown	Chamaephyte_H		5	1	2	1	3		
4359	3		1.55	Suffrutescent	Chamaephyte_S	1	5	1	1	1	2		
4360			1.5	Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	3.5		
4361	3		4	Herbaceous	Chamaephyte_H	1	5	1	2	1	3.5		2
4362			3	Herbaceous	Chamaephyte_H	1	5	1	2	1	3.5		
4370	1		40	Herbaceous	Therophyte	4	4	1	4	1	2.5		
4371				Herbaceous	Therophyte		4	1	4	1	2		
4374				Herbaceous	Therophyte		4	1	3.5	1	2.5		
4375				Herbaceous	Therophyte		3	1	4	1	3	2	
4378				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	2		
4379			45	Herbaceous	Therophyte	2	4	1	3.5	1	2		
4390			68	Herbaceous	Helophyte_Hydrophyte	1	4	1	4	1	4.5		
4392				unknown					3				
4393		4		Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	4		
4395			10	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	2.5	1	4.5		
4399			26	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	4	1	4	2	
4402				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	2.5		
4404				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	2.5		
4405	1		31	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	4	1	3.5	3	
4412				Herbaceous	Therophyte		4	1	3	1	2.5		
4414				Herbaceous	Therophyte		4	1	3	1	2		
4416	1	3	40	Herbaceous	Therophyte	7	4	1	3.5	1	3		
4429			20	Herbaceous	Geophyte_Hemicryptophyte	1	5	1	4	1	2		
4434				Herbaceous	Therophyte		4	1	4	1	2		
4439		3	29	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	4	1	2.5		
4441			40	Herbaceous	Geophyte_Hemicryptophyte				4				
4453		1	26.5	Herbaceous	Therophyte	2	4	1	4	1	1.5		
4455		2		Herbaceous	Therophyte		4	1	4	1	2		
4461		2	45	Herbaceous	Therophyte	2	4	1	4	1	2	1	
4462			40	Herbaceous	Therophyte	2	4	1	4	1	2		
4465				Herbaceous	Therophyte		4	1	4	1	2		
4470				Herbaceous	Therophyte		4	1	4	1	2		
4480		4	95	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	4	1	3.5		
4481			15	Herbaceous	Therophyte		4	1	3	1	4		
4490				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	1.5		
4491				unknown	Helophyte_Hydrophyte		5	1	1	1	4.5		
4493			8	Herbaceous	Therophyte	1	4	1	1.5	1	1.5		
4495			9	Herbaceous	Therophyte	1	4	1	1.5	1	1		
4497			31.5	Herbaceous	Therophyte	7	3	1	4	1	2.5		
4509		1	27.5	Herbaceous	Therophyte	7	4	1	4	1	3	2	
4518				unknown	Chamaephyte_H		5	1	2	1	3		
4548		2	44.75	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	3.5	1	2.5		
4558			200	Frutescent	Phanerophyte	2	4	1	3	1	2		
4565			200	Frutescent	Chamaephyte_S	3	3	1	2	1	2		
4584				unknown	Chamaephyte_H		4	1	2	1	1		
4589				unknown	Chamaephyte_H		4	1	2	1	1		
4596				Herbaceous	Therophyte		4	1	3	1	2.5		
4599		100		Frutescent	Phanerophyte	2	3	1	2	1	2		
4600				Frutescent	Phanerophyte		3	1	3	1	2.5		
4608				unknown	Helophyte_Hydrophyte		4	1	3	1	4.5		
4609				unknown	Helophyte_Hydrophyte		4	1	3	1	5		
4610	1			Herbaceous	Helophyte_Hydrophyte	6	4	1	2	1	5		
4612	1			Herbaceous	Helophyte_Hydrophyte	6	4	1	4	1	5		
4613			1	Herbaceous	Helophyte_Hydrophyte	6	3	2	3	1	5		
4615				unknown	Helophyte_Hydrophyte		3	2	4	1	5		
4617	1			Herbaceous	Helophyte_Hydrophyte	6	3	2	3	1	5		
4625			40	Herbaceous	Geophyte_Hemicryptophyte		4	2	1.5	1	2		
4626				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	2.5		
4628		3	3	Herbaceous	Geophyte_Hemicryptophyte	1	5	1	2	1	3		
4630		7	15.025	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	1.5	1	3	2	
4631				Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	3	2	
4632		12	55	Herbaceous	Geophyte_Hemicryptophyte	2	3	2	2	1	2		
4633				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	1.5		
4634			1.5	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	3		
4635				Herbaceous	Geophyte_Hemicryptophyte		3	2	3	1	3		
4637	2	16	3.75	Herbaceous	Geophyte_Hemicryptophyte	1	4	2	1.5	1	3.5		4
4641				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2		
4643			10	Herbaceous	Therophyte	6	4	1	2	1	1		
4644				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2		
4649				Herbaceous	Geophyte_Hemicryptophyte		4	2	2	2	1.5	2	
4651			38	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2	1	2	3	
4652			40	Herbaceous	Geophyte_Hemicryptophyte	2	4	2	2	1	1.5	3	
4653				Herbaceous	Geophyte_Hemicryptophyte		4	2	2	1	1.5	3	
4666			70	Herbaceous	Geophyte_Hemicryptophyte	2	2	2	3	1	3.5		
4671				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2	2	
4672			25	Herbaceous	Chamaephyte_H	1	3	2	1.5	1	2	1	
4673			61.5	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	2.5	1	2		
4676	2	4	40	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	3	1	3.5	3	
4677				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	3	3	
4678		4		Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	3.5	3	
4680	2	2	50	Herbaceous	Geophyte_Hemicryptophyte	2	3	2	2.5	1	2	1	
4681		2		Herbaceous	Geophyte_Hemicryptophyte		3	2	2	1	2	1	
4687				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	1	2		
4688			60	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	3	1	2	1	
4689	1	5	55	Herbaceous	Geophyte_Hemicryptophyte	7	3	2	3	1	2	2	
4691			29	Herbaceous	Geophyte_Hemicryptophyte	4	4	1	3.5	1	3	4	
4692	0		14	Herbaceous	Chamaephyte_H	7	4	1	2	1	2	3	
4699		18	14	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	3	2	2.5	4	
4700		18	13	Herbaceous	Geophyte_Hemicryptophyte		4	1	2.5	2	2.5	4	
4705			16	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	2	1	1	1	
4706			15	Herbaceous	Geophyte_Hemicryptophyte	1	4	2	1.5	1	2.5		
4708		23	35	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	3	1	2.5	2	
4709		6	60	Herbaceous	Geophyte_Hemicryptophyte	4	2	2	3	1	3.5	1	
4716				unknown	Chamaephyte_H		3	1	2	1	2.5	2	
4718	2	2	25	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	1	1	2	2	
4721		2		unknown	Geophyte_Hemicryptophyte		4	1	1	1	2	2	
4733			25	Herbaceous	Therophyte	6	4	1	2	1	1.5		
4734			11	Herbaceous	Therophyte	1	4	1	2.5	1	2		
4736				Herbaceous	Therophyte		4	1	2	1	1.5		
4737		1	19	Herbaceous	Therophyte	7	4	1	3	1	2.5		
4739				unknown	Geophyte_Hemicryptophyte		4	1	3	1	3		
4743			17.5	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	1.5	1	3	2	
4744			15	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	2.5		
4745			15	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	2		
4749				Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	2	1	
4750			1.75	Herbaceous	Chamaephyte_H	4	5	1	1.5	1	2	1	
4752		15	5	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	1.5	1	2.5	2	
4753		20		Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	2		
4754		10	27.5	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	1.5	1	3	2	
4758			18	Herbaceous	Geophyte_Hemicryptophyte		3	1	3	1	3.5	2	
4759			20	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2	1	3	2	
4763		4	54	Herbaceous	Geophyte_Hemicryptophyte	7	3	1	3.5	1	4	3	
4772				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2.5		
4773			31.5	Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	3	2	
4776	1		39	Herbaceous	Geophyte_Hemicryptophyte	2	2	1	3	1	3	3	
4780				Herbaceous	Geophyte_Hemicryptophyte		2	1	3	1	3	3	
4781				Herbaceous	Geophyte_Hemicryptophyte		2	1	3	1	3	3	
4787			20	Herbaceous	Chamaephyte_H		4	1	3	1	2.5		
4799				unknown	Chamaephyte_H		3	1	2	1	1.5		
4800				unknown	Chamaephyte_H		3	1	2	1	4.5		
4805				Herbaceous	Therophyte		4	1	4	1	2		
4806		10	475	Herbaceous	Geophyte_Hemicryptophyte	4	3	1	4	1	4		
4814				Frutescent	Phanerophyte		4	1	3	1	1.5		
4817				Frutescent	Phanerophyte		5	1	1	1	1.5		
4823		16	22	Suffrutescent	Chamaephyte_S	6	2	1	1.5	1	3		
4824			102.5	Frutescent	Chamaephyte_S	6	2	1	3	1	3		
4826		56.5	82.5	Frutescent	Chamaephyte_S	6	3	1	2.5	1	3		3
4827				unknown	Phanerophyte		3	1	3	1	3		
4829			150	Frutescent	Chamaephyte_S	6	3	1	2.5	1	2		
4830			100	Frutescent	Chamaephyte_S	6	4	2	2	1	1.5		
4831			200	Frutescent	Chamaephyte_S	6	2	1	4	1	3		
4832			80	Frutescent	Chamaephyte_S	6	2	1	3	1	3		
4833		38	375	Frutescent	Chamaephyte_S	6	3	1	3	1	3		
4836				Frutescent	Phanerophyte		3	1	3	1	2.5		
4837	10	48	72.5	Frutescent	Chamaephyte_S	6	3	1	3	1	3		3
4838		3	90	Herbaceous	Geophyte_Hemicryptophyte	6	3	1	4	1	3.5	1	
4839			500	Frutescent	Phanerophyte	6	3	1	4	1	3.5	1	
4842			250	Frutescent	Phanerophyte	6	3	1	4	1	3		
4843		30	41	Frutescent	Phanerophyte		3	1	4	1	3.5		
4847		30	110	Frutescent	Phanerophyte	6	3	1	2	1	2		
4849	6		250	Frutescent	Phanerophyte	6	3	1	3	1	3.5		
4850			300	Frutescent	Phanerophyte	6	3	1	2	1	1.5		
4854	0.5	1	68	Herbaceous	Therophyte	6	4	2	3	1	2		
4880		10	7	Suffrutescent	Chamaephyte_S	1	5	1	1.5	1	1		
4881		10		unknown	Chamaephyte_H		5	1	2	1	1		
4885		43	2	Herbaceous	Chamaephyte_H	4	4	1	2	1	4		
4890				unknown	Chamaephyte_H		5	1	2	1	3		
4893			20	Suffrutescent	Chamaephyte_S	1	4	1	2	1	1		
4903				Herbaceous	Therophyte		5	1	2	1	3		
4907			1	Herbaceous	Chamaephyte_H	1	5	1	2	1	2		
4909			10	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	2	1	
4921			7	Herbaceous	Therophyte	4	4	1	4	2	1		
4928				Herbaceous	Geophyte_Hemicryptophyte	1	4	1	4	1	3		
4943				Herbaceous	Chamaephyte_H	1	4	1	2	1	4		
4948				unknown		7			4				
4949				Herbaceous	Therophyte		4	1	3	2	1		
4952			14.5	Herbaceous	Therophyte		4	1	4	2	2		
4966		12	25	Herbaceous	Therophyte	1	5	1	2	1	1		
4968				Herbaceous	Therophyte	1	5	1	2	1	1		
4969	3	7	10	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	2	1	4
4977	0.5		17	Herbaceous	Chamaephyte_H	4	4	1	2.5	1	2	3	
4978			20	Herbaceous	Chamaephyte_H	4	4	1	2.5	1	2	3	
4979				unknown	Chamaephyte_H		4	1	3	1	2	2	
4981			12	Herbaceous	Chamaephyte_H	4	5	1	2	1	2	2	
4982			6.5	Herbaceous	Chamaephyte_H	1	4	1	2	1	2	2	
4990			5.5	Herbaceous	Therophyte	7	4	1	3	1	1	1	
4992				Herbaceous	Therophyte		4	1	3	1	1	1	
4995				Herbaceous	Therophyte		4	1	3	1	1	1	
4999	2.5	10	2	Herbaceous	Chamaephyte_H	6	4	1	2	1	4	1	4
5003				Herbaceous	Therophyte		3	1	3	1	4.5		
5007				unknown	Chamaephyte_H		4	2	4	1	3	4	
5012			20	Herbaceous	Chamaephyte_H	7	4	2	3.5	2	3	5	
5016		1	14.5	Herbaceous	Therophyte	7	4	1	3	1	2.5	1	
5017				Herbaceous	Therophyte		4	1	3	1	1.5	2	
5025	3		5	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	3		4
5027				unknown	Chamaephyte_H		5	1	2	1	2	1	
5029	3		7	Herbaceous	Chamaephyte_H	6	5	1	2	1	3		4
5031			7	Herbaceous	Therophyte	4	4	1	1.5	1	1	1	
5041		1	8	Herbaceous	Therophyte	4	4	1	2.5	1	2	1	
5056				unknown	Chamaephyte_H		4	2	3	1	2	2	
5059	3		3.5	Herbaceous	Chamaephyte_H	4	5	1	1.5	1	3		4
5070		4	85	Herbaceous	Chamaephyte_H	6	3	2	4	1	4		
5078		2	30	Herbaceous	Geophyte_Hemicryptophyte	2	3	2	3	1	2.5		
5083			45	Suffrutescent	Chamaephyte_S	2	4	2	2	1	1.5	2	
5084				Herbaceous	Geophyte_Hemicryptophyte		3	2	3	1	3	2	
5090		15	28	Herbaceous	Chamaephyte_H	2	4	1	2	1	1.5	2	
5091			30	Herbaceous	Chamaephyte_H		4	1	2	1	2	2	
5092				unknown					2				
5095		8	53	unknown	Chamaephyte_H		4	1	3	1	2.5		
5106		8	19	Herbaceous	Chamaephyte_H	1	4	1	3	1	2.5	3	
5114			25	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	2		
5115			22.5	unknown									
5124			11	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	1		
5130			18.75	Herbaceous	Chamaephyte_H	2	3	2	2	1	2		
5132				Herbaceous	Geophyte_Hemicryptophyte		3	2	2	1	2		
5139		7	7	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	1.5		
5140				Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2		
5152			20	Herbaceous	Chamaephyte_H	1	4	2	2	1	1.5		
5153		6		unknown	Chamaephyte_H		4	2	3	1	2	2	
5156		6	30	Herbaceous	Chamaephyte_H	2	4	2	2.5	1	2	2	
5160			12	Suffrutescent	Chamaephyte_S	1	5	1	2	1	2		
5163		9	39.5	Herbaceous	Geophyte_Hemicryptophyte	2	3	1	2	1	3.5	3	
5169				unknown	Chamaephyte_H		3	2	2	1	3	2	
5170		14		Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	1		
5171			30	Herbaceous	Chamaephyte_H		4	2	1.5	1	1.5		
5172				Herbaceous	Geophyte_Hemicryptophyte	2	4	2	2	1	1.5		
5174		14	16.9	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	1		
5181				Herbaceous	Therophyte		4	1	3	1	2	2	
5182		7	10	Herbaceous	Therophyte	1	4	1	2	2	3.5		
5184		9		unknown	Chamaephyte_H		4	1	2	1	1.5		
5185	3	21	11	Herbaceous	Chamaephyte_H	1	5	1	1.5	1	3.5	1	2
5189		2		Herbaceous	Therophyte		4	1	3	1	1.5		
5190			8	Herbaceous	Therophyte	1	5	1	1.5	1	1.5		
5191		2	6.5	Herbaceous	Therophyte	1	4	1	3	1	1.5		
5193			7	Herbaceous	Therophyte	1			1				
5223		6	15	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	1		
5232			8	Herbaceous	Therophyte		4	1	3	1	1.5		
5233			8	Herbaceous	Therophyte	1	4	1	2	1	1.5		
5234			7	Herbaceous	Therophyte	1	5	1	2.5	1	1.5		
5235			20	Herbaceous	Therophyte	1	4	2	2.5	1	1.5		
5240		20		unknown	Chamaephyte_H	1	3	1	2	1	2	2	
5242		20	15	Suffrutescent	Chamaephyte_S	1	3	1	1.5	1	2	2	
5250		13	8	Suffrutescent	Chamaephyte_S	1	5	1	1	1	2	1	
5253		13	10	unknown	Chamaephyte_H		5	1	1	1	2	1	
5254			4.45	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	1		
5256		4	19.5	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	1.5	1	1		
5260			6.5	Suffrutescent	Chamaephyte_S	2	5	1	1	1	1.5		
5261			4	Suffrutescent	Chamaephyte_S		5	1	1.5	1	1.5		
5262			3	Suffrutescent	Chamaephyte_S		5	1	1	1	1.5		
5263		40	4	Suffrutescent	Chamaephyte_S	1	5	1	1	1	2.5	2	
5264				unknown	Chamaephyte_H		4	1	2	1	1		
5265				unknown	Chamaephyte_H		4	1	1	1	4.5		
5268			8	Suffrutescent	Chamaephyte_S	1	5	1	1	1	1	1	
5269			18	Suffrutescent	Chamaephyte_S	1	4	1	1	1	2		
5272			7.5	Herbaceous	Chamaephyte_H	3	5	1	2	1	3.5		
5278			8	Herbaceous	Chamaephyte_H	1	3	2	1.5	1	2.5		
5279				unknown	Chamaephyte_H		4	2	2	1	2		
5280			11.5	Herbaceous	Chamaephyte_H	3	3	1	2	1	3		
5283			7	Herbaceous	Geophyte_Hemicryptophyte	3	3	2	2.5	1	2		
5287				unknown	Chamaephyte_H		3	2	2	1	2.5		
5288			18	Herbaceous	Geophyte_Hemicryptophyte	3	3	1	3	1	3		
5290			6	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	2	1	1		
5291				unknown	Geophyte_Hemicryptophyte		4	1	3	1	1		
5295			25	Herbaceous	Geophyte_Hemicryptophyte	1	3	2	4	1	4	2	
5299	1	1	28	Herbaceous	Therophyte	7	4	1	2	1	1.5		
5300		11	17.5	Herbaceous	Chamaephyte_H	1	4	1	2	1	1.5	2	
5302		11	16	unknown	Chamaephyte_H		4	1	1.5	1	1.5	2	
5311			9	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	4	1	1.5		
5315				Herbaceous	Therophyte		4	1	4	1	1.5		
5317		1	3	Herbaceous	Therophyte	6	4	1	2.5	1	2		
5327	3		1.25	Herbaceous	Chamaephyte_H	4	4	1	2.5	1	3		2
5334				unknown	Chamaephyte_H		4	1	2	1	4.5		
5336			6	Herbaceous	Chamaephyte_H	6	4	1	3	2	3.5	4	
5339				Herbaceous	Geophyte_Hemicryptophyte		4	1	3	2	3.5		
5343	3	45	3	Herbaceous	Chamaephyte_H	6	4	1	2	1	3.5	4	2
5345		45		unknown	Chamaephyte_H		4	1	2	1	3.5	4	
5347			3	Herbaceous	Chamaephyte_H	1	3	1	2.5	1	3	2	
5353		20	10	Herbaceous	Chamaephyte_H	1	4	1	1.5	1	2		
5354		17	7	Herbaceous	Chamaephyte_H	3	4	1	2	1	2		
5356		17		unknown	Chamaephyte_H		4	1	2	1	2		
5357		2	46.5	Herbaceous	Chamaephyte_H	2	3	1	3.5	1	2.5		
5361	3	130	2.8	Suffrutescent	Chamaephyte_S	1	5	1	1	1	3	2	1
5362	1	8	1.5	unknown	Chamaephyte_H		5	1	1.5	1	3	2	
5363	3	20	6.75	Suffrutescent	Chamaephyte_S	1	5	1	1	1	2	2	1
5364		8		unknown	Chamaephyte_H		5	1	1	1	3	2	
5366		8	9	Suffrutescent	Chamaephyte_S	1	5	1	1	1	3	2	
5373		2	30.5	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	1.5	1	2	2	
5379			16	Herbaceous	Geophyte_Hemicryptophyte	1	3	2	1.5	1	2.5		
5385				Herbaceous	Geophyte_Hemicryptophyte		5	1	2	1	1	1	
5388			20	Herbaceous	Therophyte	1	4	1	2	1	1		
5391				Herbaceous	Therophyte		5	1	3	1	1.5		
5392			12	Herbaceous	Chamaephyte_H	1	4	2	1	1	1.5		
5393		3		unknown	Geophyte_Hemicryptophyte		4	1	3	1	2.5		
5396				Herbaceous	Therophyte		4	2	2	1	2		
5398				Herbaceous	Therophyte		4	1	4	1	2		
5399	1	5	59.1	Herbaceous	Geophyte_Hemicryptophyte	7	3	1	4	2	3.5	3	
5405		2	60	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	3	1	4	3	
5406	3	7	29	Herbaceous	Geophyte_Hemicryptophyte	5	4	1	3	1	2	1	4
5408			25	Herbaceous	Therophyte	1	4	1	3	1	1.5		
5412			25	Herbaceous	Therophyte	1			1				
5423			19.5	Herbaceous	Chamaephyte_H	7	3	1	2	1	1.5	1	
5428		9		unknown	Geophyte_Hemicryptophyte		3	2	3	1	2	3	
5429			60	Herbaceous	Chamaephyte_H	7	4	1	4	1	2.5	3	
5431				Herbaceous	Therophyte		4	1	3	1	2		
5443			70	Herbaceous	Geophyte_Hemicryptophyte	2	4	2	2	1	2	1	
5445	1	1	30	Herbaceous	Therophyte	2	4	1	3.5	1	2		
5446			33.25	Herbaceous	Therophyte	2	4	2	3	1	1.5		
5451	2		35	Herbaceous	Chamaephyte_H	7	3	1	2	1	2	2	
5452				Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	2	1	
5456			21.575	Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	2	2	
5458				Herbaceous	Geophyte_Hemicryptophyte		3	1	2	1	2	2	
5464	2	4	37.5	Herbaceous	Chamaephyte_H	2	5	1	1.5	1	1	1	
5466			50	Herbaceous	Chamaephyte_H	2	3	2	2.5	1	2	1	
5468				Herbaceous	Therophyte		4	1	3	1	2		
5469			20	Herbaceous	Therophyte	1			1				
5473			11	Herbaceous	Chamaephyte_H	1	3	1	1.5	1	3.5		
5479		8	12	Herbaceous	Geophyte_Hemicryptophyte	1	4	1	1.5	1	1.5		
5482			18	Suffrutescent	Chamaephyte_S	1	4	1	1.5	1	2		
5490		8	12	Herbaceous	Geophyte_Hemicryptophyte	1	5	1	1	1	2	2	
5498			28	unknown		1			1				
5499			8	Herbaceous	Chamaephyte_H		4	1	2	1	2		
5500		5	12	Herbaceous	Chamaephyte_H		4	1	2	1	2		
5502				Herbaceous	Geophyte_Hemicryptophyte		3	1	3	1	2.5	1	
5503		6	50	Herbaceous	Geophyte_Hemicryptophyte	2	5	1	2	1	2.5	2	
5504			33	Herbaceous	Geophyte_Hemicryptophyte		4	1	2	1	2.5	2	
5507			20	Herbaceous	Geophyte_Hemicryptophyte	7	5	1	2	1	2.5	1	
5512	3	20	15	Herbaceous	Geophyte_Hemicryptophyte	7	4	2	2	1	2.5	2	4
5514	2		29	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	2.5	1	2.5	2	
5517	1		23	Herbaceous	Therophyte	1	3	1	3.5	1	3		
5518				Herbaceous	Therophyte		3	1	4	1	3		
5524				Herbaceous	Therophyte		4	1	2	1	1.5		
5526			11.5	Herbaceous	Therophyte	1	4	1	1.5	1	1.5		
5547				Herbaceous	Therophyte		4	1	3	1	3.5		
5549		4	13	Herbaceous	Chamaephyte_H		4	2	2.5	1	3.5		
5554			12	Herbaceous	Chamaephyte_H	7	4	1	3	1	1.5	4	
5562			7	Herbaceous	Therophyte		4	1	2	1	4		
5564			25	Herbaceous	Geophyte_Hemicryptophyte	1	3	1	2.5	1	4	2	
5571			30	Herbaceous	Geophyte_Hemicryptophyte	4	3	1	2.5	1	3	2	
5572			25	Herbaceous	Chamaephyte_H	2	2	1	3	1	3		
5573	1		23	Herbaceous	Therophyte	7	3	1	4	1	3	4	
5579			48	unknown	Geophyte_Hemicryptophyte		3	1	4	1	3.5	4	
5580	1		33	Herbaceous	Geophyte_Hemicryptophyte	1	2	1	4	1	3.5	1	
5582			15	Herbaceous	Geophyte_Hemicryptophyte	1	2	1	4	1	3.5		4
5583				Herbaceous	Geophyte_Hemicryptophyte		2	1	4	1	3.5		
5584			10	Herbaceous	Therophyte	7	3	1	4	1	2	4	
5585			20	Herbaceous	Geophyte_Hemicryptophyte	1	3	1	3	1	4	3	
5593		1	45	Herbaceous	Therophyte	2	4	1	2.5	1	1.5		
5598			10	Herbaceous	Therophyte	1	5	2	2	2	1.5		
5605			200	Frutescent	Chamaephyte_S	6	3	2	3	1	3.5		
5608			200	Frutescent	Chamaephyte_S	6	3	2	3	1	3.5		
5611				Herbaceous		6	3	1	4	1	5		
5612				unknown			3	1	4	1	5		
5615				Herbaceous		6	3	1	4	1	5		
5627			67	unknown									
5631			52.5	Herbaceous	Therophyte	2	4	1	4	1	2.5		
5637				Herbaceous	Therophyte		4	1	4	1	2.5		
5640	1		48	Herbaceous	Therophyte	7	4	1	4	1	2.5		
5645				unknown		7			4				
5648			55	Herbaceous	Therophyte		4	1	4	1	3		
5650			38	Herbaceous	Therophyte	7	5	1	4	1	2		
5651				Herbaceous	Therophyte		4	1	4	1	2.5		
5653				Herbaceous	Therophyte		5	1	3	1	1.5		
5658			50	Herbaceous	Therophyte		5	1	1.5	1	1		
5659		20		unknown	Chamaephyte_H		5	1	4	1	1		
5660				Herbaceous	Therophyte		4	1	3	1	1.5		
5667				Herbaceous	Geophyte_Hemicryptophyte		4	1	4	1	3		
5672		1	25	Herbaceous	Therophyte		4	1	5	1	2.5		
5674			30	Herbaceous	Geophyte_Hemicryptophyte	6	4	1	5	1	2.5		
5677	0.5		50	Herbaceous	Therophyte	7	4	1	4	1	2		
5678				Herbaceous	Therophyte		4	1	4	1	2		
5683			53	Herbaceous	Geophyte_Hemicryptophyte	2	4	1	4	1	2		
5687	2.5	5	40	Herbaceous	Geophyte_Hemicryptophyte	7	4	1	5	1	2	3	4
5689			40	Herbaceous	Therophyte	7	4	1	4	1	1		
5692				Herbaceous	Therophyte		5	1	5	1	3		
5693			60	Herbaceous	Therophyte	7	4	1	4	1	3.5		
5696			28	Herbaceous	Therophyte	7	4	1	5	1	3.5		
5698			49	Herbaceous	Therophyte	7	4	1	4	1	3		
5704			43.5	Herbaceous	Therophyte	7	4	1	4	1	2		
